variant,layer,neuron_index,entered_via,also_in,n_methods_at_N,selection_step,rank_siren,rank_yang_harmfulness,rank_yang_refusal,rank_zhao_topk,rank_zhao_relative_epsilon,rank_wang,rank_wang_robust,percentile_siren,percentile_yang_harmfulness,percentile_yang_refusal,percentile_zhao_topk,percentile_zhao_relative_epsilon,percentile_wang,percentile_wang_robust,consensus_score
quota,5,7012,zhao_topk,zhao_relative_epsilon,2,25,75122,31496,154697,7,30,441529,441529,0.1637511416868846,0.0686538012996157,0.3372112540354135,1.3078990563508308e-05,6.321512105695683e-05,0.9624567575874494,0.9624567575874494,0.3563722866154904
quota,30,7305,zhao_relative_epsilon,zhao_topk;wang;wang_robust,4,26,11850,489,485,23,6,353,299,0.025828826531168324,0.0010637578991653425,0.0010550385721230036,4.79562987328638e-05,1.089915880292359e-05,0.0007673007797258208,0.000649589864654246,0.004203338443481789
quota,23,2565,wang,yang_refusal;zhao_topk;zhao_relative_epsilon;wang_robust,5,27,882,551,441,121,249,8,16,0.0019204317810751366,0.001198907468321595,0.0009591259746572759,0.0002615798112701662,0.0005405982766250101,1.5258822324093028e-05,3.269747640877077e-05,0.000704085658668864
quota,30,2653,wang_robust,siren;wang,3,28,31,219726,2383,7551,5354,15,10,6.539495281754155e-05,0.4789635335944772,0.005192359253712799,0.01645772979241462,0.011668639414409996,3.0517644648186055e-05,1.9618485845262463e-05,0.07319968473404652
quota,4,7096,siren,,1,29,5,316112,317263,113848,70876,456166,456166,8.719327042338873e-06,0.6890687976701958,0.6915777840266288,0.2481673064472884,0.1544955760314419,0.9943629550671279,0.9943629550671279,0.5388634419481219
quota,31,12004,yang_harmfulness,yang_refusal;wang;wang_robust,4,30,15091,5,140,1494,8885,47,14,0.032893661267223394,8.719327042338873e-06,0.0003029966147212758,0.003254488818552984,0.019365625361034634,0.00010027226098689703,2.8337812887601334e-05,0.00799344306606416
quota,31,1209,yang_refusal,yang_harmfulness;zhao_topk;wang;wang_robust,5,31,15843,257,5,103,460,411,129,0.0345328947511831,0.0005580369307096878,8.719327042338873e-06,0.00022234283957964124,0.0010005427781083855,0.0008937310218397344,0.0002790184653548439,0.005356469444831105
quota,11,11321,zhao_topk,zhao_relative_epsilon,2,32,47411,5113,41069,8,9,445851,445851,0.10334582376932148,0.011143299960109078,0.0895213307436932,1.5258822324093028e-05,1.7438654084677745e-05,0.9718779904566965,0.9718779904566965,0.3068284475518465
quota,31,12732,zhao_relative_epsilon,zhao_topk,2,33,20505,290627,230985,15,7,338508,338508,0.04469527041902906,0.6335157852516943,0.5035062593869005,3.0517644648186055e-05,1.3078990563508308e-05,0.7378883097802511,0.7378883097802511,0.37964821875047683
quota,11,4258,wang,siren;wang_robust,3,34,55,2409,4578,413660,298215,9,23,0.00011771091507157477,0.005249034879488001,0.009977089968196254,0.9017070262517138,0.6500563486510111,1.7438654084677745e-05,4.79562987328638e-05,0.22388180080261405
quota,31,5933,wang_robust,yang_harmfulness;wang,3,35,23486,114,2194,1264,6895,39,11,0.051193348897332104,0.00024632098894607316,0.004780371050962287,0.002753127513618499,0.015027760157471046,8.283360690221929e-05,2.179831760584718e-05,0.010586508647548296
quota,5,4011,siren,,1,36,6,380245,144291,417732,340017,454498,454498,1.089915880292359e-05,0.8288679479717755,0.314527924734769,0.9105833011808149,0.7411776759069735,0.9907269956904726,0.9907269956904726,0.6823745343334401
quota,31,9825,yang_harmfulness,yang_refusal;wang;wang_robust,4,37,1173,6,161,1265,17505,147,45,0.0025547628234052896,1.089915880292359e-05,0.0003487730816935549,0.0027553073453790836,0.0381557751372749,0.00031825543704536884,9.59125974657276e-05,0.00631995508300955
quota,31,12814,yang_refusal,yang_harmfulness,2,38,8198,79,6,3621,87487,278080,278080,0.017868080941512935,0.000170026877325608,1.089915880292359e-05,0.00789099097331668,0.19070476140651466,0.6061654361516379,0.6061654361516379,0.2041393759515355
quota,13,4208,zhao_topk,zhao_relative_epsilon,2,39,37077,5993,70589,9,10,244860,244860,0.080819442355439,0.013061551909423631,0.15386996431615407,1.7438654084677745e-05,1.9618485845262463e-05,0.5337514250650135,0.5337514250650135,0.18789869512156768
quota,31,4097,zhao_relative_epsilon,zhao_topk,2,40,29293,1465,651,24,8,368970,368970,0.06385163193104756,0.003191273697496027,0.0014168906443800667,5.0136130493448515e-05,1.5258822324093028e-05,0.8042903448711829,0.8042903448711829,0.23958655442401527
quota,21,4626,wang,zhao_topk;zhao_relative_epsilon;wang_robust,4,41,1091,155858,136765,128,149,11,30,0.0023760166190373425,0.3397420387094524,0.2981225109046084,0.0002768386335942592,0.0003226151005665383,2.179831760584718e-05,6.321512105695683e-05,0.09156071905798882
quota,29,7349,wang_robust,siren;yang_refusal;wang,4,42,391,569,336,730,936,12,12,0.00085013438662804,0.0012381444400121199,0.0007302436397958805,0.0015890973534662596,0.002038142696146711,2.39781493664319e-05,2.39781493664319e-05,0.0009276741163974107
quota,6,9908,siren,,1,43,7,351953,330196,49637,16334,458568,458568,1.3078990563508308e-05,0.7671961478013127,0.719769548186271,0.10819812926838307,0.0356031921456302,0.9995989109560525,0.9995989109560525,0.5185682740434665
quota,31,7450,yang_harmfulness,yang_refusal;wang;wang_robust,4,44,12594,7,66,1188,6917,231,76,0.027450621361043356,1.3078990563508308e-05,0.00014168906443800668,0.0025874602998140605,0.015075716456203911,0.0005013613049344852,0.00016348738204385386,0.006561916408434455
quota,31,9664,yang_refusal,yang_harmfulness,2,45,18974,13,7,1929,46046,86663,24821,0.041357947993573854,2.6157981127016616e-05,1.3078990563508308e-05,0.004202715634407337,0.10037035341612334,0.18890858003579283,0.054103424297712706,0.055568894049900085
quota,16,6521,zhao_topk,zhao_relative_epsilon;wang;wang_robust,4,46,12052,2582,1848,11,18,21,67,0.026269152546806437,0.005626145774069158,0.004026149261799975,2.179831760584718e-05,3.705713992994021e-05,4.359663521169436e-05,0.0001438688961985914,0.005166824081660235
quota,10,853,zhao_relative_epsilon,zhao_topk,2,47,27784,1407,1513,35,11,27625,32193,0.06056226580432522,0.0030648434553821138,0.0032959056220040936,7.411427985988042e-05,2.179831760584718e-05,0.06021567255439225,0.07017314403674324,0.02820110629575895
quota,26,450,wang,zhao_topk;zhao_relative_epsilon;wang_robust,4,48,6084,59511,147515,22,69,13,28,0.01325991659963684,0.12972178807239657,0.3215557023308941,4.577646697227908e-05,0.00014822855971976083,2.6157981127016616e-05,5.8855457535787386e-05,0.06640234649546892
quota,31,3811,wang_robust,yang_harmfulness;yang_refusal;wang,4,49,6493,43,151,2192,38733,46,13,0.01415146778971599,9.155293394455816e-05,0.0003269747640877077,0.0047760113874411175,0.0844292437509673,9.809242922631231e-05,2.6157981127016616e-05,0.01484278586235857
quota,7,5489,siren,,1,50,8,281165,432284,200435,37140,451241,451241,1.5258822324093028e-05,0.6128902171330417,0.9423042129608437,0.4369123991010374,0.08095677175635585,0.9836272836462482,0.9836272836462482,0.5771904895808714
quota,31,5311,yang_harmfulness,yang_refusal;zhao_topk,3,51,20696,8,147,257,1892,257931,257931,0.04511161828530074,1.5258822324093028e-05,0.00031825543704536884,0.0005580369307096878,0.004122061859265702,0.5622440060076164,0.5622440060076164,0.1678018919071255
quota,31,311,yang_refusal,,1,52,26415,558,8,2296,33149,6670,892,0.05757807612408474,0.0012141662906456879,1.5258822324093028e-05,0.005002713890541928,0.07225706319986223,0.014537298011339485,0.0019422300986809838,0.02179240091963988
quota,17,14096,zhao_topk,zhao_relative_epsilon;wang;wang_robust,4,53,14947,2521,6482,12,12,40,122,0.032579765493699196,0.0054931760366734896,0.014127489640349558,2.39781493664319e-05,2.39781493664319e-05,8.5013438662804e-05,0.0002637596430307509,0.007513880078735523
quota,9,4255,zhao_relative_epsilon,zhao_topk,2,54,77249,97316,119604,17,13,23289,30254,0.1683876438416483,0.21213032778130184,0.26071441806121404,3.487730816935549e-05,2.6157981127016616e-05,0.050763922040496914,0.06594645025296948,0.10828625675241814
quota,22,5031,wang,siren;wang_robust,3,55,73,5556,8820,24681,129025,14,34,0.0001569478867620997,0.01210896543004811,0.01922393629659663,0.05379824785123084,0.2812506130776827,2.8337812887601334e-05,7.19344480992957e-05,0.0523769975433296
quota,31,5253,wang_robust,yang_harmfulness;yang_refusal;wang,4,56,9689,75,144,1335,5553,48,15,0.02111821009654475,0.00016130755028326914,0.0003117159417636147,0.002907895568620014,0.012102425934766355,0.00010245209274748175,3.0517644648186055e-05,0.0052477892613390946
quota,8,11150,siren,,1,57,9,340221,199603,353757,250869,460,860,1.7438654084677745e-05,0.7416223615861328,0.4350987790762309,0.7711285642974075,0.5468500341143671,0.0010005427781083855,0.0018724754823422729,0.3567985994269534
quota,31,9692,yang_harmfulness,yang_refusal,2,58,4870,9,109,2832,98343,411078,411078,0.010613600842286993,1.7438654084677745e-05,0.00023542183014314954,0.006171103714215337,0.21436901499942235,0.8960787006458841,0.8960787006458841,0.28908056876170296
quota,31,11929,yang_refusal,yang_harmfulness,2,59,406908,50,9,1642,25943,21678,2615,0.8869888022042459,0.00010681175626865118,1.7438654084677745e-05,0.0035771039191195226,0.05654919553308876,0.047252213074194936,0.005698080222168453,0.14288423505188155
quota,18,12797,zhao_topk,zhao_relative_epsilon,2,60,20674,14830,13786,13,38,778,1235,0.045063661986567874,0.03232472517771078,0.03004898081966034,2.6157981127016616e-05,8.065377514163457e-05,0.001693729277974326,0.002689912392561542,0.01598968877296336
quota,12,13868,zhao_relative_epsilon,zhao_topk;wang;wang_robust,4,61,16928,1372,4083,38,14,140,272,0.03689801221141752,0.0029885493437616486,0.00889807324670682,8.065377514163457e-05,2.8337812887601334e-05,0.0003029966147212758,0.0005907344071184586,0.007112479630250709
quota,0,762,wang,wang_robust,2,62,1374,391537,445064,367219,442782,16,20,0.0029929090072828178,0.8534826082122982,0.9701624628611164,0.800473459458399,0.965188086783462,3.269747640877077e-05,4.1416803451109644e-05,0.5131962343717741
quota,30,7675,wang_robust,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang,6,63,3371,182,148,345,113,17,17,0.0073460330331705,0.00039454954866583396,0.00032043526880595356,0.000749862125641143,0.00024414115718548844,3.487730816935549e-05,3.487730816935549e-05,0.0013035393928296616
quota,9,743,siren,,1,64,10,147996,143999,19393,5014,452971,452971,1.9618485845262463e-05,0.3226042014077353,0.31389141386067826,0.04227129750125885,0.010927496615811192,0.9873983925920597,0.9873983925920597,0.3806444018650641
quota,31,1166,yang_harmfulness,yang_refusal,2,65,45710,10,67,10838,247168,308002,308002,0.09963792994456688,1.9618485845262463e-05,0.0001438688961985914,0.023622836789456588,0.538782476768443,0.6713903620918538,0.6713903620918538,0.2864267792954597
quota,31,11079,yang_refusal,yang_harmfulness,2,66,11294,39,11,7710,177557,425144,425144,0.024616840072283222,8.283360690221929e-05,2.179831760584718e-05,0.01680432304234759,0.3870422080823802,0.9267402141902688,0.9267402141902688,0.3260069187860081
quota,19,12164,zhao_topk,zhao_relative_epsilon,2,67,21792,78869,23620,14,36,350503,350503,0.04750071389490159,0.17191897129379555,0.051485446353250454,2.8337812887601334e-05,7.629411162046513e-05,0.7640353917484648,0.7640353917484648,0.25701150670905504
quota,31,8717,zhao_relative_epsilon,zhao_topk,2,68,21724,387821,399167,30,15,338902,338902,0.04735248533518183,0.8453823533899654,0.8701147245455596,6.321512105695683e-05,3.0517644648186055e-05,0.7387471634939216,0.7387471634939216,0.4629196604320365
quota,7,2899,wang,siren;wang_robust,3,69,132,165860,260716,34710,7675,18,59,0.0002855579606365981,0.36154471597882076,0.5683148374608448,0.07565978057813498,0.016728028930727126,3.705713992994021e-05,0.00012643024211391366,0.14609948689874402
quota,31,13801,wang_robust,yang_harmfulness;yang_refusal;wang,4,70,5354,112,448,2444,73918,54,18,0.011668639414409996,0.0002419613254249037,0.0009743847969813689,0.005325328991108466,0.1611266242471406,0.00011553108331099005,3.705713992994021e-05,0.02564136099975804
quota,10,4789,siren,,1,71,11,8169,7161,151013,162072,457934,457934,2.179831760584718e-05,0.017804865820455977,0.015607595405786582,0.32918075382941947,0.35328751326972585,0.9982168976198417,0.9982168976198417,0.387476617411811
quota,31,8937,yang_harmfulness,wang;wang_robust,3,72,13038,12,2394,1714,32089,99,33,0.028418466662742968,2.39781493664319e-05,0.00521633740307923,0.0037340518058816222,0.06994644153364243,0.00021362351253730236,6.975461633871098e-05,0.015374664811941241
quota,31,3084,yang_refusal,yang_harmfulness,2,73,2432,183,13,1735,26722,456637,456637,0.00529917100998145,0.0003967293804264187,2.6157981127016616e-05,0.003779828272853901,0.05824728447458425,0.9953896558263633,0.9953896558263633,0.2940754975388143
quota,1,6412,zhao_topk,wang_robust,2,74,109428,130886,312512,16,406930,90951,107,0.23853245006550394,0.2853072799841308,0.6812214033320908,3.269747640877077e-05,0.8870367585029787,0.1982556986251801,0.0002310621666219801,0.327231050021845
quota,12,13860,zhao_relative_epsilon,zhao_topk,2,75,44565,26358,233629,37,16,338981,338981,0.09714202257869738,0.057453825713731414,0.5092697345618865,7.847394338104985e-05,3.269747640877077e-05,0.7389193702030077,0.7389193702030077,0.30597364209716005
quota,29,4946,wang,siren;wang_robust,3,76,449,20584,16926,39641,158247,19,25,0.0009765646287419538,0.04486747712811525,0.03689365254789635,0.08640853098957822,0.3449496567854893,3.9236971690524926e-05,5.231596225403323e-05,0.07345534785910937
quota,31,3166,wang_robust,yang_harmfulness;yang_refusal;wang,4,77,2812,201,129,1583,22869,57,19,0.006127507079003642,0.0004359663521169436,0.0002790184653548439,0.003448493845245024,0.04984839270105133,0.00012207057859274422,3.9236971690524926e-05,0.008614383713293578
quota,11,8111,siren,,1,78,12,31545,15255,227360,103062,458590,458590,2.39781493664319e-05,0.06876061305588435,0.03325115367595929,0.4956043692547809,0.22465564107762162,0.9996468672547852,0.9996468672547852,0.40308421281759754
quota,31,14276,yang_harmfulness,yang_refusal;wang;wang_robust,4,79,4373,15,28,661,5159,137,42,0.009530224457276387,3.0517644648186055e-05,5.8855457535787386e-05,0.001438688961985914,0.011243572221095975,0.00029645711943952167,8.937310218397344e-05,0.0032410984234522494
quota,31,10674,yang_refusal,yang_harmfulness;wang_robust,3,80,28164,59,14,1650,27285,2244,417,0.06139060187334742,0.00012643024211391366,2.8337812887601334e-05,0.0035945425732042003,0.05947452975579345,0.004889362638991522,0.0009068100124032427,0.01863008784410591
quota,13,8310,zhao_topk,zhao_relative_epsilon,2,81,33633,478,473,18,29,465,822,0.07331210177198524,0.0010397797497989105,0.001028880590995987,3.705713992994021e-05,6.103528929637211e-05,0.0010114419369113092,0.0017896418754400536,0.011182848336336829
quota,31,801,zhao_relative_epsilon,zhao_topk,2,82,23619,1212,23416,42,17,2833,489,0.05148326652148987,0.0026397762620680937,0.051040760674091176,8.937310218397344e-05,3.487730816935549e-05,0.0061732835459759215,0.0010637578991653425,0.01607501361616339
quota,19,4513,wang,zhao_topk;wang_robust,3,83,2958,9492,4800,167,705,20,61,0.0064457625160490115,0.02068878323970956,0.010461012619046061,0.0003618520722570632,0.0015346015594516415,4.1416803451109644e-05,0.0001307899056350831,0.00566631695937136
quota,31,2756,wang_robust,yang_harmfulness;yang_refusal;wang,4,84,4458,222,431,1138,9572,66,21,0.009715510156926089,0.0004817428190892227,0.0009373276570514287,0.0024784687117848244,0.020863169780556336,0.00014168906443800668,4.359663521169436e-05,0.0049516435464368
quota,12,8197,siren,,1,85,13,53183,5299,12189,2058,458680,458680,2.6157981127016616e-05,0.11592781269141647,0.011548748667577836,0.026567789498006544,0.004483913931522765,0.9998430521132379,0.9998430521132379,0.3083200752851609
quota,31,14224,yang_harmfulness,yang_refusal;zhao_topk;zhao_relative_epsilon,4,86,18794,16,78,111,365,435522,435522,0.04096557827666861,3.269747640877077e-05,0.0001678470455650233,0.00023978149366431898,0.0007934587608528374,0.949362508201617,0.949362508201617,0.27727491135091337
quota,31,2549,yang_refusal,yang_harmfulness,2,87,15585,26,15,2350,56798,159366,100268,0.033970498156952245,5.449579401461795e-05,3.0517644648186055e-05,0.005120424805613503,0.12380790450593024,0.3473888885255836,0.21856519113854792,0.10413398865304146
quota,19,13845,zhao_topk,zhao_relative_epsilon,2,88,17098,2441,3482,19,56,26281,29166,0.03726858361071692,0.005318789495826712,0.007587994358595403,3.9236971690524926e-05,0.00011989074683215949,0.05728597866816639,0.0635747932974533,0.02445646673561163
quota,7,6673,zhao_relative_epsilon,zhao_topk,2,89,42985,28880,62490,27,19,422557,422557,0.09369788839697352,0.06295136141392607,0.13621550688717846,5.667562577520267e-05,3.9236971690524926e-05,0.9211009894256361,0.9211009894256361,0.3050232354495451
quota,22,11622,wang,siren;wang_robust,3,90,225,153816,319050,68875,215424,22,60,0.0004882823143709769,0.3352908222543384,0.6954731433827938,0.15013373267851188,0.4695858973604417,4.577646697227908e-05,0.00012861007387449837,0.2358780377901862
quota,31,2207,wang_robust,siren;yang_harmfulness;wang,4,91,271,45,1885,2735,78143,69,22,0.0005885545753578739,9.59125974657276e-05,0.004106803036941609,0.005959660033438619,0.17033641343561104,0.00014822855971976083,4.577646697227908e-05,0.025897335529358134
quota,13,9215,siren,,1,92,14,283736,285695,182940,140856,458451,458451,2.8337812887601334e-05,0.618494564589505,0.6227648550084904,0.39877624244960774,0.3070402026371605,0.999343870640064,0.999343870640064,0.5636845633968257
quota,31,5509,yang_harmfulness,yang_refusal,2,93,15544,17,293,793,3265,394733,394733,0.03388112505476827,3.487730816935549e-05,0.0006365108740907377,0.0017264267543830967,0.0071149708665485195,0.860449350519127,0.860449350519127,0.2520418016994591
quota,31,2398,yang_refusal,yang_harmfulness;zhao_topk,3,94,371839,269,16,133,1050,41467,6371,0.8105442821923003,0.0005841949118367045,3.269747640877077e-05,0.0002877377923971828,0.0022866435168533692,0.09038890378440592,0.013885528314924653,0.13114428399844671
quota,24,5326,zhao_topk,zhao_relative_epsilon,2,95,22201,1622,7644,20,70,819,1302,0.04839226508498074,0.003533507283907828,0.016660454146149,4.1416803451109644e-05,0.00015040839148034555,0.0017831023801582993,0.002835961120520718,0.01048530217294972
quota,3,6390,zhao_relative_epsilon,zhao_topk,2,96,44988,206399,62711,25,20,458262,458262,0.09806409141342472,0.44991291572116465,0.13669724970626768,5.231596225403323e-05,4.1416803451109644e-05,0.9989318824373135,0.9989318824373135,0.38323310778302705
quota,30,14215,wang,zhao_topk;zhao_relative_epsilon;wang_robust,4,97,6598,2725,26415,361,120,23,29,0.014380350124577385,0.005937861715832772,0.05757807612408474,0.0007847394338104985,0.00025939997950958146,4.79562987328638e-05,6.103528929637211e-05,0.011292774137977742
quota,31,13869,wang_robust,yang_harmfulness;yang_refusal;wang,4,98,12416,71,197,1050,12615,74,24,0.027062611307659273,0.00015258822324093027,0.00042724702507460473,0.0022866435168533692,0.027496397828015634,0.00015912771852268442,5.0136130493448515e-05,0.008233535964265707
quota,14,2015,siren,,1,99,15,138099,94970,360866,276214,458749,458749,3.0517644648186055e-05,0.3010304064732284,0.2070164424709701,0.7866249882834043,0.6020978700863867,0.9999934605047183,0.9999934605047183,0.5566838779954392
quota,31,11010,yang_harmfulness,yang_refusal;wang_robust,3,100,22526,18,332,3301,83853,1107,274,0.049100710407170775,3.705713992994021e-05,0.0007215243127535417,0.00719344480992957,0.1827832527885498,0.002410893927206698,0.000595094070639628,0.034691711065168565
quota,31,2305,yang_refusal,yang_harmfulness;wang_robust,3,101,15302,41,17,1568,10165,720,200,0.03335360576870677,8.719327042338872e-05,3.487730816935549e-05,0.0034157963688362532,0.022155810014583076,0.0015672990358604124,0.0004337865203563589,0.008721195469562232
quota,25,3897,zhao_topk,zhao_relative_epsilon;wang;wang_robust,4,102,14967,39716,19652,21,27,25,77,0.03262336212891089,0.08657201837162208,0.042835873927250294,4.359663521169436e-05,5.667562577520267e-05,5.231596225403323e-05,0.00016566721380443857,0.023192787123546946
quota,30,3382,zhao_relative_epsilon,zhao_topk,2,103,27730,622,745,28,21,56715,32343,0.06044455488925365,0.0013536755233231098,0.0016217948298750302,5.8855457535787386e-05,4.359663521169436e-05,0.1236269784698017,0.07050011880083096,0.03680708208654742
quota,16,11992,wang,siren;wang_robust,3,104,106,4916,6032,78531,250367,24,70,0.0002288823348613954,0.01071387310327389,0.013146565348086435,0.1711821881587179,0.5457557585705535,5.0136130493448515e-05,0.00015040839148034555,0.10588968743392384
quota,31,3175,wang_robust,yang_harmfulness;yang_refusal;wang,4,105,11312,44,95,1123,8555,83,26,0.024656077043973747,9.373276570514288e-05,0.0002049041854949635,0.0024457712353760535,0.01864628088004168,0.00017874620436794688,5.449579401461795e-05,0.0066114297298534505
quota,15,9635,siren,,1,106,16,17217,5991,89034,125246,458598,458598,3.269747640877077e-05,0.03752798359022651,0.013057192245902462,0.1940769611401392,0.273013028854433,0.9996643059088699,0.9996643059088699,0.35957663930354994
quota,31,1324,yang_harmfulness,yang_refusal,2,107,12433,19,211,1321,18691,78053,19925,0.027099668447589216,3.9236971690524926e-05,0.0004577646697227908,0.002877377923971828,0.04074105560532838,0.1701402285771584,0.043430967997889924,0.04068375717047872
