layer,neuron_index,rank_siren,percentile_siren,rank_yang_harmfulness,percentile_yang_harmfulness,rank_yang_refusal,percentile_yang_refusal,rank_zhao_topk,percentile_zhao_topk,rank_zhao_relative_epsilon,percentile_zhao_relative_epsilon,rank_wang,percentile_wang,rank_wang_robust,percentile_wang_robust,consensus_score,n_methods_at_N,methods_that_selected_it_at_N
30,3700,9547,0.02080867398654172,767,0.001669751128607894,3086,0.006724780981403855,400,0.0008697528724733025,143,0.00030953611000302997,116,0.0002506806524672426,111,0.00023978149366431898,0.004410422460737338,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust
30,1130,1818,0.003960754308982433,68,0.00014604872795917612,145,0.0003138957735241994,368,0.0007999982561345915,130,0.00028119829711542864,8833,0.01925227410948423,3670,0.007997802729585331,0.004678853171826485,7,siren;yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust
29,5230,2411,0.00525339454300917,3702,0.008067557345924042,757,0.0016479528110020468,3832,0.008350935474800055,3945,0.008597256463746128,251,0.0005449579401461795,243,0.0005275192860615018,0.004712796266384161,7,siren;yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust
31,6432,14750,0.032150338636864007,14,2.8337812887601334e-05,1,0.0,156,0.0003378739228906313,624,0.0013580351868442793,268,0.0005820150800761197,84,0.0001809260361285316,0.0049482180965273095,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust
31,2756,4458,0.009715510156926089,222,0.0004817428190892227,431,0.0009373276570514287,1138,0.0024784687117848244,9572,0.020863169780556336,66,0.00014168906443800668,21,4.359663521169436e-05,0.0049516435464368,6,siren;yang_harmfulness;yang_refusal;zhao_topk;wang;wang_robust
30,625,3790,0.008259382540855497,1001,0.002179831760584718,2055,0.004477374436241011,5546,0.012087167112442261,3178,0.006925325503377649,327,0.0007106251539506181,285,0.0006190722200060599,0.005036968389636831,7,siren;yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust
10,4978,5655,0.012324768774345995,3856,0.008403251437054088,2083,0.004538409725537383,766,0.0016675712968473094,637,0.0013863729997318807,1282,0.0027923644853090237,1928,0.004200535802646752,0.00504475350306749,7,siren;yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust
16,6521,12052,0.026269152546806437,2582,0.005626145774069158,1848,0.004026149261799975,11,2.179831760584718e-05,18,3.705713992994021e-05,21,4.359663521169436e-05,67,0.0001438688961985914,0.005166824081660235,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust
27,5147,14494,0.03159230170615432,708,0.0015411410547333958,755,0.0016435931474808774,173,0.0003749310628205715,330,0.0007171646492323722,50,0.00010681175626865118,139,0.0003008167829606911,0.0051823943085215545,6,yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust
21,5280,2524,0.005499715531955243,2406,0.005242495384206247,8065,0.017578163317355167,798,0.0017373259131860204,1776,0.0038692013750378745,480,0.00104413941332008,775,0.0016871897826925717,0.005236890102536172,7,siren;yang_harmfulness;yang_refusal;zhao_topk;zhao_relative_epsilon;wang;wang_robust
