variant,layer,neuron_index,rank_siren,rank_yang_harmfulness,rank_wang_robust,rank_zhao_topk,percentile_siren,percentile_yang_harmfulness,percentile_wang_robust,percentile_zhao_topk,consensus_score,n_methods_at_N,methods_that_selected_it_at_N,selection_rank
rank_consensus,17,12927,354,22590,755,35166,0.0007694806114864055,0.0492402196398482,0.0016435931474808774,0.07665378386096161,0.03207676931494427,1,siren,318
rank_consensus,22,526,174,56909,763,1070,0.0003771108945811562,0.12404986583135513,0.0016610318015655551,0.0023302401520650636,0.03210456216989173,1,siren,319
rank_consensus,17,4652,209,35873,1337,22237,0.00045340500620162134,0.078194924915695,0.0029122552321411833,0.04847073902836179,0.0325078310455999,1,siren,320
rank_consensus,29,10666,23444,29080,7598,109,0.05110179596338755,0.06338732776604301,0.016560181885162104,0.00023542183014314954,0.032821181861183955,1,zhao_topk,321
rank_consensus,29,4946,449,20584,25,39641,0.0009765646287419538,0.04486747712811525,5.231596225403323e-05,0.08640853098957822,0.03307622217717236,2,siren;wang_robust,322
rank_consensus,30,3382,27730,622,32343,28,0.06044455488925365,0.0013536755233231098,0.07050011880083096,5.8855457535787386e-05,0.033089301167735875,1,zhao_topk,323
rank_consensus,13,7787,144,3610,657,56326,0.0003117159417636147,0.007867012823950248,0.001429969634943575,0.12277902391493424,0.03309693057889792,1,siren,324
rank_consensus,29,7566,1697,52355,302,6471,0.0036969946659516817,0.11412291199365233,0.0006561293599360001,0.014103511490983127,0.033144886877630786,1,wang_robust,325
rank_consensus,31,207,27096,33698,277,58,0.059062541553042934,0.07345379083642324,0.0006016335659213822,0.00012425041035332894,0.03331055409143522,2,wang_robust;zhao_topk,326
rank_consensus,10,853,27784,1407,32193,35,0.06056226580432522,0.0030648434553821138,0.07017314403674324,7.411427985988042e-05,0.03346859189407761,1,zhao_topk,327
rank_consensus,26,592,26536,5213,29614,184,0.0578418357671155,0.011361283136167551,0.06455135792619526,0.0003989092121870034,0.03353834651041633,1,zhao_topk,328
rank_consensus,31,12968,60272,402,252,1794,0.13138064004220154,0.0008741125359944719,0.0005471377719067643,0.0039084383467284,0.0341775821742078,2,yang_harmfulness;wang_robust,329
rank_consensus,20,3972,32267,21576,8956,64,0.07033445158702652,0.047029870234615294,0.01952039341603615,0.00013732940091683724,0.0342555111596487,1,zhao_topk,330
rank_consensus,30,12387,36499,208,20667,6553,0.07955949959782103,0.0004512251744410366,0.045048403164243786,0.014282257695351073,0.034835346407964235,1,yang_harmfulness,331
rank_consensus,26,450,6084,59511,28,22,0.01325991659963684,0.12972178807239657,5.8855457535787386e-05,4.577646697227908e-05,0.03577158414913537,2,wang_robust;zhao_topk,332
rank_consensus,29,3637,2458,57136,237,5908,0.005355846635756652,0.12454468764100787,0.0005144402954979935,0.01287626620977393,0.035822810195509106,1,wang_robust,333
rank_consensus,17,9004,6496,58014,1107,277,0.014158007284997744,0.12645857992680126,0.002410893927206698,0.0006016335659213822,0.03590727867623177,1,zhao_topk,334
rank_consensus,31,6566,39893,263,813,25535,0.08695784859324557,0.0005711159212731962,0.001770023389594791,0.05565982417477019,0.03623970301972094,1,yang_harmfulness,335
rank_consensus,15,8390,25269,20256,21170,192,0.05507998892645466,0.044152492310643464,0.046144858539817896,0.00041634786627168114,0.036448421910796926,1,zhao_topk,336
rank_consensus,29,11835,1888,1206,233,63594,0.004113342532223363,0.002626697271504585,0.0005057209684556546,0.138622041150864,0.0364669504807619,1,wang_robust,337
rank_consensus,26,10070,15237,51219,1206,154,0.03321191670426876,0.1116466231136281,0.002626697271504585,0.00033351425936946187,0.036954687837192725,1,zhao_topk,338
rank_consensus,28,10405,170,58879,479,8531,0.00036839156753881735,0.12834413439970704,0.0010419595815594953,0.018593964917787646,0.03708711261664825,1,siren,339
rank_consensus,31,13115,9298,404,56563,2122,0.020265895878156123,0.0008784721995156414,0.12329564404219283,0.004623423164200187,0.0372658588210162,1,yang_harmfulness,340
rank_consensus,1,3400,55319,10726,2868,113,0.12058393333202544,0.0233786956322711,0.006249577657596386,0.00024414115718548844,0.03761408694476961,1,zhao_topk,341
rank_consensus,10,1648,45922,14340,8551,311,0.10010005427781084,0.03125660761502427,0.01863756155299934,0.0006757478457812626,0.03766749282290393,1,zhao_topk,342
rank_consensus,6,10831,33257,30813,6471,179,0.07249248503000538,0.06716497620713634,0.014103511490983127,0.0003880100533840798,0.03853724569537723,1,zhao_topk,343
rank_consensus,31,4581,70185,815,192,54,0.15298931228487786,0.0017743830531159605,0.00041634786627168114,0.00011553108331099005,0.03882389357189413,2,wang_robust;zhao_topk,344
rank_consensus,23,8249,120,24305,1692,46192,0.00025939997950958146,0.05297863110925099,0.0036860955071487582,0.10068860885316872,0.039403183862269514,1,siren,345
rank_consensus,3,11533,1533,67415,238,3142,0.003339502257215788,0.14695117830805818,0.0005166201272585782,0.0068468515599966,0.03941353806313229,1,wang_robust,346
rank_consensus,30,7813,18915,47,53547,29,0.041229337919699356,0.00010027226098689703,0.11672127145226932,6.103528929637211e-05,0.03952797923056299,2,yang_harmfulness;zhao_topk,347
rank_consensus,14,4671,451,33029,1854,37928,0.0009809242922631232,0.07199548338859207,0.004039228252363482,0.08267447918369661,0.03992252877922882,1,siren,348
rank_consensus,9,3354,4581,65682,388,4916,0.009983629463478009,0.14317352986696485,0.0008435948913462859,0.01071387310327389,0.04117865683126576,1,wang_robust,349
rank_consensus,31,13102,69998,391,4397,1399,0.1525816837456485,0.00085013438662804,0.009582540419530421,0.003047404801297436,0.0415154408382761,1,yang_harmfulness,350
rank_consensus,13,9240,327,66233,511,9381,0.0007106251539506181,0.14437461716704705,0.0011117141978982063,0.020446821914284655,0.041660944608295135,1,siren,351
rank_consensus,2,7163,2075,66361,189,7944,0.004520971071452705,0.14465363563240188,0.000409808370989927,0.017314403674324415,0.04172470468729223,1,wang_robust,352
rank_consensus,11,11149,50539,10787,15952,247,0.11016433751643048,0.02351166536966677,0.03477049641308684,0.0005362386131038407,0.04224568447807198,1,zhao_topk,353
rank_consensus,15,8218,330,63378,220,15735,0.0007171646492323722,0.13815119749057767,0.00047738315556805324,0.034297472921039955,0.043410804554104516,2,siren;wang_robust,354
rank_consensus,23,9075,4860,74481,361,405,0.010591802524681145,0.1623538695283498,0.0007847394338104985,0.0008806520312762261,0.04365276587952941,2,wang_robust;zhao_topk,355
rank_consensus,2,12475,567,78694,320,946,0.0012337847764909505,0.1715375007356932,0.0006953663316265251,0.0020599410137525586,0.04388164821439081,1,wang_robust,356
rank_consensus,31,1572,18276,51,58845,3366,0.039836425424685726,0.0001089915880292359,0.12827002011984714,0.007335133874367576,0.04388764275173242,1,yang_harmfulness,357
rank_consensus,31,13030,79015,122,312,1716,0.1722372267308409,0.0002637596430307509,0.0006779276775418473,0.0037384114694027915,0.04422933138020407,2,yang_harmfulness;wang_robust,358
rank_consensus,9,9420,300,66122,1600,15356,0.0006517696964148307,0.14413265584162213,0.003485550985174964,0.03347131668377835,0.04543532330174757,1,siren,359
rank_consensus,16,11992,106,4916,70,78531,0.0002288823348613954,0.01071387310327389,0.00015040839148034555,0.1711821881587179,0.04556883799708339,2,siren;wang_robust,360
rank_consensus,30,4063,504,58458,310,25508,0.0010964553755741131,0.12742642522850087,0.0006735680140206779,0.055600968717234404,0.04619935433383252,1,wang_robust,361
rank_consensus,24,3166,169,40877,622,44014,0.00036621173577823263,0.08910280304566094,0.0013536755233231098,0.09594093527861519,0.04669090639584437,1,siren,362
rank_consensus,17,8931,54371,358,25645,5474,0.11851745282299112,0.0007781999385287443,0.05589960566843451,0.011930219225680163,0.04678136941390863,1,yang_harmfulness,363
rank_consensus,2,8037,233,69627,416,16041,0.0005057209684556546,0.15177296616247157,0.000904630180642658,0.034964501439778875,0.047036954687837196,2,siren;wang_robust,364
rank_consensus,28,482,75421,452,5544,6318,0.16440291138329943,0.0009831041240237078,0.012082807448921092,0.013769997231613665,0.04780970504696448,1,yang_harmfulness,365
rank_consensus,31,2266,8662,123,35373,43846,0.018879522878424242,0.0002659394747913356,0.07710500903540264,0.09557472354283697,0.0479562987328638,1,yang_harmfulness,366
rank_consensus,15,1719,377,74862,974,12460,0.000819616741979854,0.16318438542913258,0.0021209763030489307,0.027158523905125003,0.048320875594821594,1,siren,367
rank_consensus,18,7417,31142,55659,2083,49,0.0678821408563687,0.12132507613062424,0.004538409725537383,0.00010463192450806646,0.0484625646592596,1,zhao_topk,368
rank_consensus,30,5114,6664,77175,231,5069,0.014524219020775976,0.16822633629136502,0.0005013613049344852,0.011047387362643352,0.0485748259949297,1,wang_robust,369
rank_consensus,30,13935,5627,82907,208,1476,0.012263733485049624,0.18072113194303663,0.0004512251744410366,0.003215251846862459,0.04916283561234744,1,wang_robust,370
rank_consensus,15,9762,514,17272,297,72683,0.0011182536931799603,0.037647874337058664,0.0006452302011330766,0.1584345320228185,0.04946147256354755,1,wang_robust,371
rank_consensus,31,13605,88574,276,270,2149,0.19307423853027023,0.0005994537341607975,0.0005863747435972892,0.004682278621735974,0.04973558640744107,2,yang_harmfulness;wang_robust,372
rank_consensus,2,1012,14071,72943,4115,326,0.030670232871426985,0.1590012882805705,0.00896782786304553,0.0007084453221900334,0.04983694858430826,1,zhao_topk,373
rank_consensus,16,2995,298,35762,384,55032,0.0006474100328936613,0.0779529635902701,0.000834875564303947,0.11995832161673763,0.04984839270105133,2,siren;wang_robust,374
rank_consensus,31,4374,82768,431,3237,6065,0.18041813532831535,0.0009373276570514287,0.007053935577252148,0.01321849979618573,0.05040697458970116,1,yang_harmfulness,375
rank_consensus,31,674,83345,372,861,8178,0.18167589825417274,0.0008087175831769304,0.0018746553141028575,0.01782448430630124,0.05054593886443844,1,yang_harmfulness,376
rank_consensus,2,4639,2287,84727,134,5973,0.004983095404696666,0.18468842574730082,0.0002899176241577675,0.013017955274211936,0.05074484851259179,1,wang_robust,377
rank_consensus,31,7851,25828,55,66647,927,0.056298514880621514,0.00011771091507157477,0.14527706751592911,0.002018524210301449,0.05092795438048091,1,yang_harmfulness,378
rank_consensus,2,1683,3984,87588,2190,369,0.008682269902408932,0.1909249244143337,0.0047716517239199474,0.0008021780878951762,0.051295256032139434,1,zhao_topk,379
rank_consensus,4,9258,24502,29516,40165,310,0.05340805796608618,0.06433773441365795,0.08755076283212462,0.0006735680140206779,0.051492530806472356,1,zhao_topk,380
rank_consensus,25,3787,26,43690,2209,49087,5.449579401461795e-05,0.09523466978818575,0.004813068527371058,0.10699922180006147,0.05177536397740822,1,siren,381
rank_consensus,20,13974,21,79344,140,15784,4.359663521169436e-05,0.1729543913800733,0.0003029966147212758,0.034404284677308605,0.051926317326828716,2,siren;wang_robust,382
rank_consensus,31,11248,352,64035,1409,29606,0.000765120947965236,0.13958334695728183,0.003069203118903283,0.06453391927211058,0.05198789757406524,1,siren,383
rank_consensus,30,8226,86546,7169,439,1343,0.18865353971980442,0.01562503405987126,0.0009547663111361065,0.002925334222704692,0.05203966857837912,1,wang_robust,384
rank_consensus,29,12041,44839,1975,378,48580,0.0977392964810976,0.004302987895394234,0.0008217965737404387,0.10589404709744502,0.05218953201191932,1,wang_robust,385
rank_consensus,31,12252,94573,233,234,945,0.20615104926201797,0.0005057209684556546,0.0005079008002162393,0.002057761181991974,0.05230560805317046,2,yang_harmfulness;wang_robust,386
rank_consensus,31,118,21379,71809,248,3420,0.046600443377780104,0.15652935906406742,0.0005384184448644254,0.007452844789439151,0.052780266419037776,1,wang_robust,387
rank_consensus,31,10759,34749,259,61160,1779,0.07574479401679779,0.0005623965942308573,0.13331633064560078,0.0038757408703196288,0.053374815531737264,1,yang_harmfulness,388
rank_consensus,26,5062,357,2609,1462,94167,0.0007760201067681596,0.005685001231604945,0.003184734202214273,0.20526603756722056,0.05372794827695199,1,siren,389
rank_consensus,27,1633,218,13781,716,85277,0.0004730234920468838,0.030038081660857415,0.0015585797088180735,0.18588733321562242,0.0544892545193362,1,siren,390
rank_consensus,24,5698,217,36746,991,62069,0.0004708436602862991,0.08009791804268547,0.0021580334429788708,0.13529779771597228,0.05450614821548073,1,siren,391
rank_consensus,0,12650,723,104228,145,312,0.0015738385311421664,0.2271973249104634,0.0003138957735241994,0.0006779276775418473,0.05744074672316791,2,wang_robust;zhao_topk,392
rank_consensus,24,1392,10940,92501,2370,374,0.02384517962903623,0.2016344378540864,0.005164021440825197,0.0008130772466980998,0.05786417904266149,1,zhao_topk,393
rank_consensus,24,12539,14761,90747,1912,391,0.032174316786230436,0.19781101294602083,0.0041656584944773966,0.00085013438662804,0.058750280653339176,1,zhao_topk,394
rank_consensus,14,8504,1121,106674,193,496,0.0024414115718548843,0.23252919339685363,0.00041852769803226586,0.0010790167214894354,0.059117037347057554,1,wang_robust,395
rank_consensus,31,11817,18216,206,89585,2383,0.03970563551905064,0.0004468655109198672,0.1952780484402214,0.005192359253712799,0.06015572718097618,1,yang_harmfulness,396
rank_consensus,31,8060,9021,97276,138,4001,0.019662082480474158,0.21204313451087844,0.0002986369512001064,0.008719327042338873,0.0601807952462229,1,wang_robust,397
rank_consensus,17,9309,14509,95423,711,73,0.03162499918256309,0.20800390625851498,0.0015476805500151498,0.0001569478867620997,0.060333383469463826,1,zhao_topk,398
rank_consensus,30,4903,6837,100205,326,4441,0.014901329915357133,0.2184278617376311,0.0007084453221900334,0.009678453016996148,0.060929022498043606,1,wang_robust,399
rank_consensus,31,4120,53592,289,41691,16492,0.11681936388149562,0.0006277915470483988,0.0908771860987769,0.03594760556380259,0.06106798677278088,1,yang_harmfulness,400
rank_consensus,24,8765,15890,94592,1559,204,0.03463534684393058,0.20619246606546907,0.003396177882990991,0.00044250584739869775,0.06116662415994733,1,zhao_topk,401
rank_consensus,20,5288,41696,14623,56595,439,0.09088808525757983,0.031873500003269745,0.12336539865853154,0.0009547663111361065,0.0617704375576293,1,zhao_topk,402
rank_consensus,23,9657,8709,101025,3248,440,0.018981974971171725,0.22021532378131056,0.0070779137266185795,0.0009569461428966912,0.06180803965549939,1,zhao_topk,403
rank_consensus,12,1481,1589,3789,294,109912,0.003461572835808532,0.008257202709094911,0.0006386907058513224,0.23958748863762694,0.06298623872209543,1,wang_robust,404
rank_consensus,30,1741,3447,48385,323,63628,0.007511700246974938,0.105468979904131,0.0007019058269082792,0.13869615543072386,0.06309468535218452,1,wang_robust,405
rank_consensus,31,4768,113724,1759,95,514,0.2478970073089759,0.0038321442351079344,0.0002049041854949635,0.0011182536931799603,0.06326307735568969,1,wang_robust,406
rank_consensus,1,9067,1629,110206,136,4686,0.003548766106231921,0.24022835917523885,0.00029427728767893695,0.010212511798339404,0.06357097859187229,1,wang_robust,407
rank_consensus,18,290,214,15559,362,101287,0.00046430416500454493,0.03391382253117704,0.0007869192655710832,0.22078643970258374,0.0639878714160841,2,siren;wang_robust,408
rank_consensus,29,763,6728,107099,215,3570,0.014663728253453398,0.23345562189510213,0.00046648399676512965,0.007779819553526859,0.06409141342471188,1,wang_robust,409
rank_consensus,23,2913,264,42337,786,74368,0.0005732957530337809,0.09228535741611463,0.0017111679320590037,0.16210754853940373,0.06416934241015279,1,siren,410
rank_consensus,31,2549,15585,26,100268,2350,0.033970498156952245,5.449579401461795e-05,0.21856519113854792,0.005120424805613503,0.06442765247378207,1,yang_harmfulness,411
rank_consensus,30,2762,8681,322,108646,1296,0.018920939681875353,0.0006997259951476945,0.2368278216287267,0.00282288212995721,0.06481784235892674,1,yang_harmfulness,412
rank_consensus,26,7267,172,85966,1501,31425,0.0003727512310599868,0.1873892372986653,0.003269747640877077,0.06849903324461418,0.06488269235380414,1,siren,413
rank_consensus,20,5425,353,21500,280,97805,0.0007673007797258208,0.04686420302081085,0.0006081730612031364,0.21319626551222776,0.06535898559349189,2,siren;wang_robust,414
rank_consensus,31,5924,29576,454,80347,9643,0.06446852431929304,0.0009874637875448772,0.17514076263593975,0.021017937835557852,0.06540367214458387,1,yang_harmfulness,415
rank_consensus,0,10902,94292,25856,885,85,0.20553851653729366,0.05635955016991789,0.0019269712763568907,0.00018310586788911632,0.06600203596286439,1,zhao_topk,416
rank_consensus,31,5074,94517,399,2199,24112,0.2060289786834252,0.0008675730407127178,0.004791270209765211,0.05255792357945814,0.06606143637834032,1,yang_harmfulness,417
rank_consensus,31,1712,119645,630,430,939,0.260803791163398,0.0013711141774077876,0.000935147825290844,0.0020446821914284655,0.06628868383938127,1,wang_robust,418
rank_consensus,4,8346,342,122872,74,1196,0.0007433226303593889,0.2678381082548049,0.00015912771852268442,0.0026048989538987382,0.06783636438939643,2,siren;wang_robust,419
rank_consensus,3,14182,508,115394,346,9240,0.001105174702616452,0.2515373263491524,0.0007520419574017277,0.02013946563604221,0.06838350216130319,1,wang_robust,420
rank_consensus,21,9054,824,20043,260,106955,0.001794001538961223,0.04368818814563892,0.000564576425991442,0.23314172612157794,0.06979712305804238,1,wang_robust,421
rank_consensus,10,3809,20610,105351,380,2564,0.04492415275389045,0.22964527597760004,0.0008261562372616081,0.005586908802378632,0.07024562344278268,1,wang_robust,422
rank_consensus,31,9501,109973,375,6729,12468,0.23972045837502262,0.0008152570784586845,0.014665908085213984,0.02717596255920968,0.07059439652447624,1,yang_harmfulness,423
rank_consensus,15,3816,195,5153,1021,123587,0.0004228873615534353,0.011230493230532467,0.0022234283957964125,0.269396687963623,0.07081837423787632,1,siren,424
rank_consensus,31,2945,128533,92,170,1790,0.280178135851475,0.00019836469021320934,0.00036839156753881735,0.0038997190196860608,0.07116115278222827,2,yang_harmfulness;wang_robust,425
rank_consensus,29,7999,17441,57190,56024,410,0.03801626590459748,0.12466239855607944,0.12212071472323766,0.0008915511900791497,0.07142273259349843,1,zhao_topk,426
rank_consensus,15,3346,20803,108413,3934,237,0.04534486028368331,0.23631992082851044,0.008573278314379696,0.0005144402954979935,0.07268812493051786,1,zhao_topk,427
rank_consensus,29,9228,20017,917,113028,442,0.04363151251986372,0.001996725892695602,0.24637984440360894,0.0009613058064178606,0.07324234715564652,1,zhao_topk,428
rank_consensus,21,12666,79513,44186,10890,404,0.1733227829476121,0.09631586634143577,0.023736188041006995,0.0008784721995156414,0.07356332738239263,1,zhao_topk,429
rank_consensus,5,966,401,58017,5517,71812,0.0008719327042338872,0.126465119422083,0.012023951991385305,0.15653589855934918,0.07397422566926284,1,siren,430
rank_consensus,31,1314,95082,337,14389,26070,0.20726058362815558,0.0007324234715564653,0.031363419371292924,0.05682603416668301,0.074045615159422,1,yang_harmfulness,431
rank_consensus,16,6950,17,16240,199,120007,3.487730816935549e-05,0.035398287960135236,0.00043160668859577417,0.2615928902607297,0.07436441555440751,2,siren;wang_robust,432
rank_consensus,5,10862,7853,125472,2801,433,0.017116038984111206,0.2735056708323252,0.0061035289296372105,0.0009416873205725982,0.07441673151666155,1,zhao_topk,433
rank_consensus,4,10275,4668,131910,228,95,0.010173274826648879,0.28753942770696955,0.000494821809652731,0.0002049041854949635,0.07460310713219152,2,wang_robust;zhao_topk,434
rank_consensus,26,8518,310,45644,2511,91105,0.0006735680140206779,0.09949406104836829,0.005471377719067643,0.19859139271631016,0.07605759987444169,1,siren,435
rank_consensus,8,2712,52771,10160,76501,316,0.11502972200605557,0.022144910855780152,0.16675712968473094,0.0006866470045841862,0.07615460238778772,1,zhao_topk,436
rank_consensus,5,11992,140,93844,1197,44686,0.0003029966147212758,0.2045619519085517,0.002607078785659323,0.09740578222172813,0.07621945238266511,1,siren,437
rank_consensus,30,3342,115742,295,23302,764,0.25229590780183586,0.0006408705376119071,0.050792259853384515,0.00166321163332614,0.07634806245653962,1,yang_harmfulness,438
rank_consensus,0,703,7644,128731,83,4235,0.016660454146149,0.28060974254007076,0.00017874620436794688,0.009229407674315696,0.07666958764122586,1,wang_robust,439
rank_consensus,31,5437,45088,292,72155,23894,0.09828207458948318,0.000634331042330153,0.15728358085322974,0.052082720255650666,0.07707067668517342,1,yang_harmfulness,440
rank_consensus,25,2355,625,8034,263,132596,0.001360215018604864,0.017510588532777042,0.0005711159212731962,0.28903479229473067,0.07711917794184645,1,wang_robust,441
rank_consensus,7,13018,12549,119610,9072,387,0.02735252893181704,0.26072749705177756,0.01977325390026398,0.0008414150595857012,0.07717367373586106,1,zhao_topk,442
rank_consensus,18,9289,9260,132112,465,63,0.020183062271253903,0.2879797537226077,0.0010114419369113092,0.00013514956915625253,0.0773273518749823,1,zhao_topk,443
rank_consensus,21,10289,18153,123915,179,78,0.039568306118133806,0.27011167278109477,0.0003880100533840798,0.0001678470455650233,0.07755895899954443,2,wang_robust;zhao_topk,444
rank_consensus,24,8749,1297,81691,358,60089,0.0028250619617177946,0.17807045652216563,0.0007781999385287443,0.13098173083001455,0.07816386231310668,1,wang_robust,445
rank_consensus,3,640,273,140526,599,3294,0.0005929142388790433,0.3063208581561675,0.0013035393928296614,0.007178185987605477,0.07884887444387043,1,siren,446
rank_consensus,30,5024,139276,116,3830,1734,0.30359606845543663,0.0002506806524672426,0.008346575811278886,0.0037776484410933166,0.07899274334006902,1,yang_harmfulness,447
rank_consensus,31,13027,8468,135132,281,2107,0.01845663551687081,0.2945628456395735,0.0006103528929637211,0.004590725687791416,0.07955513993429987,1,wang_robust,448
rank_consensus,2,5276,7081,136142,392,3017,0.015433208864939804,0.2967644757177641,0.0008523142183886247,0.0065743725899235095,0.079906092847754,1,wang_robust,449
rank_consensus,31,3848,28437,430,7587,112807,0.06198569594398704,0.000935147825290844,0.01653620373579567,0.24589810158451972,0.08133878727239832,1,yang_harmfulness,450
rank_consensus,20,9928,181,116988,108,32260,0.00039236971690524925,0.2550119781755244,0.00023324199838256482,0.07031919276470242,0.08148919566387866,2,siren;wang_robust,451
rank_consensus,5,13950,13562,131811,401,4104,0.029560698505289362,0.28732362436267167,0.0008719327042338872,0.008943849713679099,0.08167502632146852,1,wang_robust,452
rank_consensus,4,12309,17305,85634,210,46843,0.03771980878515796,0.18666553315415116,0.00045558483796220606,0.10210767932930936,0.08173715152664518,1,wang_robust,453
rank_consensus,16,13601,2327,114716,452,33413,0.0050702886751200545,0.2500594004154759,0.0009831041240237078,0.0728325387846566,0.08223633299981907,1,wang_robust,454
rank_consensus,31,10803,149820,650,182,1550,0.3265802145390419,0.0014147108126194821,0.00039454954866583396,0.003376559397145728,0.08294150857436823,1,wang_robust,455
rank_consensus,14,75,367,27738,700,123584,0.0007978184243740068,0.060461993543338324,0.001523702400648718,0.2693901484683412,0.08304341570917556,1,siren,456
rank_consensus,12,9114,204,41688,505,110209,0.00044250584739869775,0.09087064660349514,0.001098635207334698,0.2402348986705206,0.08316167158218729,1,siren,457
rank_consensus,14,907,26170,119498,8458,348,0.05704401734274149,0.26048335589459204,0.01843483719926496,0.0007564016209228972,0.08417965301438035,1,zhao_topk,458
rank_consensus,5,4690,322,25350,11463,119319,0.0006997259951476945,0.05525655529906202,0.02498523163982204,0.2600931660094474,0.08525866973586978,1,siren,459
