variant,layer,neuron_index,rank_siren,rank_yang_harmfulness,rank_wang_robust,rank_zhao_topk,percentile_siren,percentile_yang_harmfulness,percentile_wang_robust,percentile_zhao_topk,consensus_score,n_methods_at_N,methods_that_selected_it_at_N,selection_rank
rank_consensus,30,14261,9519,4023,147,6272,0.020747638697245347,0.008767283341071736,0.00031825543704536884,0.013669724970626768,0.010875725611497305,1,wang_robust,149
rank_consensus,31,7944,16658,526,177,2628,0.036309457636059646,0.001144411674306977,0.0003836503898629104,0.005726418035056054,0.010890984433821397,1,wang_robust,150
rank_consensus,2,3328,17153,2215,224,402,0.037388474357549085,0.004826147517934566,0.0004861024826103921,0.0008741125359944719,0.01089370922352213,2,wang_robust;zhao_topk,151
rank_consensus,31,7892,5484,1775,434,12918,0.011952017543286009,0.00386702154327729,0.0009438671523331829,0.028156886851472804,0.01122994827259232,1,wang_robust,152
rank_consensus,31,8682,7826,1207,396,11338,0.01705718352657542,0.00262887710326517,0.0008610335454309636,0.02471275266974895,0.011314961711255126,1,wang_robust,153
rank_consensus,31,3428,18732,196,324,1706,0.040830428707512356,0.00042506719331402,0.0007040856586688639,0.0037166131517969445,0.011419048677823045,2,yang_harmfulness;wang_robust,154
rank_consensus,31,2188,16714,236,2672,1464,0.03643152821465239,0.0005122604637374088,0.005822330632521782,0.0031890938657354426,0.011488803294161756,1,yang_harmfulness,155
rank_consensus,12,10867,297,2624,858,17319,0.0006452302011330766,0.005717698708013716,0.0018681158188211034,0.03775032642980615,0.011495342789443511,1,siren,156
rank_consensus,13,10677,6042,9264,454,5341,0.013168363665692281,0.020191781598296245,0.0009874637875448772,0.011640301601522395,0.01149697766326395,1,wang_robust,157
rank_consensus,30,635,12998,137,3461,4716,0.02833127339231958,0.00029645711943952167,0.007542217891623125,0.010277906751156946,0.011611963788634792,1,yang_harmfulness,158
rank_consensus,3,13690,259,20193,719,169,0.0005623965942308573,0.044015162909726624,0.0015651192040998275,0.00036621173577823263,0.011627222610958887,2,siren;zhao_topk,159
rank_consensus,30,5336,14478,1000,225,5668,0.031557424397984965,0.0021776519288241336,0.0004882823143709769,0.012353106587233598,0.011644116307103419,1,wang_robust,160
rank_consensus,27,462,8098,11536,458,1435,0.017650097765454464,0.025144359358344723,0.0009961831145872161,0.003125878744678486,0.011729129745766223,1,wang_robust,161
rank_consensus,31,5615,18157,76,283,3106,0.03957702544517614,0.00016348738204385386,0.0006147125564848905,0.006768377616615549,0.011780900750080108,2,yang_harmfulness;wang_robust,162
rank_consensus,21,12373,4398,15147,372,1718,0.009584720251291005,0.03301573184581614,0.0008087175831769304,0.003742771132923961,0.01178798520330201,1,wang_robust,163
rank_consensus,31,1165,16623,455,2376,2202,0.036233163524439185,0.000989643619305462,0.005177100431388706,0.0047978097050469645,0.01179942932004508,1,yang_harmfulness,164
rank_consensus,31,12863,10559,136,823,10213,0.023014663728253452,0.00029427728767893695,0.0017918217072006382,0.02226044193909114,0.011840301165556042,1,yang_harmfulness,165
rank_consensus,29,12988,17912,296,3465,101,0.03904296666383288,0.0006430503693724918,0.007550937218665463,0.0002179831760584718,0.011863734356982326,2,yang_harmfulness;zhao_topk,166
rank_consensus,31,11652,10425,198,616,10661,0.022722566272335102,0.00042942685683518945,0.0013405965327596015,0.023237006567833094,0.011932399057440746,1,yang_harmfulness,167
rank_consensus,14,9318,12199,9255,265,217,0.02658958781561239,0.020172163112450982,0.0005754755847943656,0.0004708436602862991,0.011952017543286009,2,wang_robust;zhao_topk,168
rank_consensus,31,2657,18035,165,2470,1322,0.0393110859703848,0.00035749240873589376,0.005382004616883669,0.0028795577557324125,0.011982535187934195,1,yang_harmfulness,169
rank_consensus,31,12032,17486,2868,315,1395,0.038114358333823796,0.006249577657596386,0.0006844671728236015,0.003038685474255097,0.012021772159624721,1,wang_robust,170
rank_consensus,31,6467,12556,80,821,8724,0.027367787754141136,0.00017220670908619273,0.0017874620436794688,0.019014672447580497,0.012085532238621823,1,yang_harmfulness,171
rank_consensus,31,13909,10604,260,609,10962,0.023112756157479767,0.000564576425991442,0.0013253377104355086,0.023893135927769094,0.012223951555418952,1,yang_harmfulness,172
rank_consensus,25,13410,4691,13083,343,4395,0.010223410957142328,0.028516559091969283,0.0007455024621199736,0.00957818075600925,0.01226591331681021,1,wang_robust,173
rank_consensus,31,1395,11335,90,3666,7488,0.024706213174467195,0.0001940050266920399,0.007989083402542991,0.016320400391497784,0.012302425498800004,1,yang_harmfulness,174
rank_consensus,31,4426,12396,3861,349,6131,0.02701901467244758,0.008414150595857012,0.0007585814526834819,0.013362368692384321,0.012388528853343099,1,wang_robust,175
rank_consensus,29,1246,15993,324,1845,4657,0.034859869515270814,0.0007040856586688639,0.00401960976651822,0.010149296677282447,0.012433215404435085,1,yang_harmfulness,176
rank_consensus,31,7861,21791,370,91,1162,0.04749853406314101,0.000804357919655761,0.00019618485845262462,0.0025307846740388576,0.012757465378822063,2,yang_harmfulness;wang_robust,177
rank_consensus,31,9575,21548,42,87,1768,0.04696883494531892,8.937310218397344e-05,0.00018746553141028575,0.0038517627209531968,0.012774359074966594,2,yang_harmfulness;wang_robust,178
rank_consensus,31,1386,21294,1189,207,1068,0.046415157678130405,0.002589640131574645,0.0004490453426804519,0.0023258804885438944,0.012944930910232348,1,wang_robust,179
rank_consensus,31,6069,22440,207,377,794,0.048913244875760487,0.0004490453426804519,0.000819616741979854,0.0017286065861436815,0.012977628386641118,2,yang_harmfulness;wang_robust,180
rank_consensus,30,11920,18607,1512,3537,309,0.040557949737439265,0.003293725790243509,0.007707885105427563,0.0006713881822600932,0.013057737203842606,1,zhao_topk,181
rank_consensus,31,11222,1813,3448,105,18669,0.003949855150179509,0.007513880078735523,0.00022670250310081067,0.040693099306595516,0.01309588425965284,1,wang_robust,182
rank_consensus,29,1521,10922,1605,412,11108,0.023805942657345706,0.0034964501439778877,0.0008959108536003191,0.024211391364814462,0.013102423754934592,1,wang_robust,183
rank_consensus,27,8140,22734,330,1079,39,0.049554115413372395,0.0007171646492323722,0.002349858637910326,8.283360690221929e-05,0.013175993076854329,2,yang_harmfulness;zhao_topk,184
rank_consensus,31,11752,15335,7706,167,1116,0.03342554021680607,0.016795603715305252,0.0003618520722570632,0.002430512413051961,0.013253377104355087,1,wang_robust,185
rank_consensus,31,888,16218,6089,291,1775,0.035350331661402376,0.013270815758439764,0.0006321512105695683,0.00386702154327729,0.013280080043422248,1,wang_robust,186
rank_consensus,29,8331,818,6057,121,17684,0.0017809225483977147,0.013201061142101053,0.0002615798112701662,0.03854596502241957,0.013447382131047125,1,wang_robust,187
rank_consensus,30,3727,8427,172,796,15321,0.018367262414686836,0.0003727512310599868,0.001732966249664851,0.03339502257215788,0.013467000616892388,1,yang_harmfulness,188
rank_consensus,26,12113,23335,690,679,155,0.05086419430148381,0.0015019040830428708,0.0014779259336764388,0.0003356940911300466,0.013544929602333292,1,zhao_topk,189
rank_consensus,31,5933,23486,114,11,1264,0.051193348897332104,0.00024632098894607316,2.179831760584718e-05,0.002753127513618499,0.01355364892937563,2,yang_harmfulness;wang_robust,190
rank_consensus,31,3611,19877,186,557,4444,0.043326336073381856,0.00040326887570817283,0.0012119864588851033,0.009684992512277902,0.013656645980063258,1,yang_harmfulness,191
rank_consensus,24,5326,22201,1622,1302,20,0.04839226508498074,0.003533507283907828,0.002835961120520718,4.1416803451109644e-05,0.013700787573215098,1,zhao_topk,192
rank_consensus,27,7090,16493,7640,841,255,0.03594978539556317,0.016651734819106662,0.0018310586788911631,0.0005536772671885184,0.013746564040187379,1,zhao_topk,193
rank_consensus,31,13622,22507,154,282,2325,0.04905929360371967,0.00033351425936946187,0.0006125327247243058,0.0050659290115988844,0.013767817399853081,2,yang_harmfulness;wang_robust,194
rank_consensus,31,4790,22268,209,1141,1671,0.048538313812939916,0.00045340500620162134,0.0024850082070665786,0.0036403190401764793,0.013779261516596147,1,yang_harmfulness,195
rank_consensus,31,4710,5929,13351,119,5925,0.01292204267674621,0.029100754003805986,0.00025722014774899675,0.01291332334970387,0.013798335044501266,1,wang_robust,196
rank_consensus,31,801,23619,1212,489,42,0.05148326652148987,0.0026397762620680937,0.0010637578991653425,8.937310218397344e-05,0.01381904344622682,1,zhao_topk,197
rank_consensus,31,10107,12457,10594,449,2006,0.027151984409843247,0.02309095783987392,0.0009765646287419538,0.004370562679972359,0.013897517389607868,1,wang_robust,198
rank_consensus,27,13857,22133,3317,279,52,0.04824403652526098,0.007228322118098925,0.0006059932294425516,0.00011117141978982062,0.01404738082314807,2,wang_robust;zhao_topk,199
rank_consensus,31,11057,429,13257,562,11728,0.0009329679935302593,0.028895849818311024,0.0012228856176880268,0.02556288705637699,0.014153647621476573,1,siren,200
rank_consensus,31,11010,22526,18,274,3301,0.049100710407170775,3.705713992994021e-05,0.000595094070639628,0.00719344480992957,0.014231576606917479,2,yang_harmfulness;wang_robust,201
rank_consensus,31,9261,11230,238,953,13828,0.0244773308396058,0.0005166201272585782,0.0020751998360766517,0.030140533753604898,0.014302421139136483,1,yang_harmfulness,202
rank_consensus,31,3023,22229,572,239,3268,0.048453300374277114,0.001244683935293874,0.0005187999590191629,0.007121510361830274,0.014334573657605106,1,wang_robust,203
rank_consensus,28,447,16212,6342,3648,308,0.03533725267083886,0.013822313193867697,0.007949846430852467,0.0006692083504995085,0.014444655161514634,1,zhao_topk,204
rank_consensus,26,2128,76,13763,58,12693,0.00016348738204385386,0.02999884468916689,0.00012425041035332894,0.027666424705341242,0.01448825179672633,2,siren;wang_robust,205
rank_consensus,31,8591,23726,451,669,1805,0.05171650851987244,0.0009809242922631232,0.0014561276160705917,0.003932416496094831,0.014521494231075247,1,yang_harmfulness,206
rank_consensus,30,1797,11266,279,316,15659,0.02455580478298685,0.0006059932294425516,0.0006866470045841862,0.034131805707235514,0.014995062681062276,2,yang_harmfulness;wang_robust,207
rank_consensus,31,7019,21967,150,752,4659,0.04788218445300392,0.000324794932327123,0.0016370536521991233,0.010153656340803617,0.014999422344583445,1,yang_harmfulness,208
rank_consensus,28,4382,10007,15575,90,2271,0.02181139659641069,0.0339486998393464,0.0001940050266920399,0.00494821809652731,0.01522557988974411,1,wang_robust,209
rank_consensus,27,2165,315,14410,227,13063,0.0006844671728236015,0.0314091958382652,0.0004926419778921463,0.028472962456757588,0.015264816861434634,2,siren;wang_robust,210
rank_consensus,31,3461,2402,702,435,24486,0.005233776057163908,0.0015280620641698875,0.0009460469840937676,0.053373180657916824,0.015270266440836096,1,wang_robust,211
rank_consensus,31,11013,26089,374,213,1715,0.056867450970134126,0.0008130772466980998,0.0004621243332439602,0.003736231637642207,0.0154697210469296,2,yang_harmfulness;wang_robust,212
rank_consensus,31,12973,13582,446,2721,11688,0.029604295140501054,0.0009700251334601995,0.005929142388790433,0.0254756937859536,0.015494789112176322,1,yang_harmfulness,213
rank_consensus,31,4577,10380,37,264,17771,0.02262447384310879,7.847394338104985e-05,0.0005732957530337809,0.03873561038559044,0.015502963481278515,2,yang_harmfulness;wang_robust,214
rank_consensus,31,4436,25541,62,104,3051,0.0556729031653337,0.0001329697373956678,0.00022452267134022595,0.00664848686978339,0.015669720610963247,2,yang_harmfulness;wang_robust,215
rank_consensus,31,102,26002,347,670,1778,0.056677805606963255,0.0007542217891623124,0.0014583074478311765,0.003873561038559044,0.015690973970628946,1,yang_harmfulness,216
rank_consensus,31,8664,24914,319,2482,1336,0.05430614865144708,0.0006931864998659403,0.0054081625980106855,0.0029100754003805987,0.015829393287426077,1,yang_harmfulness,217
rank_consensus,20,1043,584,24078,424,4167,0.0012708419164208905,0.052483809299598255,0.0009220688347273357,0.009081179114595935,0.015939474791335603,1,wang_robust,218
rank_consensus,31,3568,17320,106,7995,3938,0.03775250626156673,0.0002288823348613954,0.017425575094114236,0.008581997641422034,0.0159972403329911,1,yang_harmfulness,219
rank_consensus,31,2943,7151,944,421,21307,0.015585797088180734,0.002055581350231389,0.0009155293394455816,0.046443495491018005,0.016250100817218928,1,wang_robust,220
rank_consensus,10,8888,16043,7375,6349,171,0.034968861103300046,0.016074079402551712,0.01383757201619179,0.00037057139929940207,0.016312770980335737,1,zhao_topk,221
rank_consensus,30,11603,11999,3324,350,14428,0.02615362146349545,0.0072435809404230184,0.0007607612844440666,0.031448432809955726,0.016401599124579565,1,wang_robust,222
rank_consensus,30,1793,18506,409,7000,4346,0.040337786729620205,0.0008893713583185649,0.015256642492332441,0.0094713689997406,0.016488792395002953,1,yang_harmfulness,223
rank_consensus,31,10674,28164,59,417,1650,0.06139060187334742,0.00012643024211391366,0.0009068100124032427,0.0035945425732042003,0.016504596175267196,2,yang_harmfulness;wang_robust,224
rank_consensus,22,5031,73,5556,34,24681,0.0001569478867620997,0.01210896543004811,7.19344480992957e-05,0.05379824785123084,0.016534023904035088,2,siren;wang_robust,225
rank_consensus,31,2241,24735,128,1160,4429,0.05391595876630242,0.0002768386335942592,0.0025264250105176884,0.009652295035869132,0.016592879361570875,1,yang_harmfulness,226
rank_consensus,29,14025,28183,283,1678,500,0.061432018676798525,0.0006147125564848905,0.0036555778625005724,0.0010877360485317743,0.01669751128607894,1,yang_harmfulness,227
rank_consensus,31,9355,21746,352,6050,2879,0.04740044163391469,0.000765120947965236,0.01318580231977696,0.006273555806962819,0.016906230177154927,1,yang_harmfulness,228
rank_consensus,30,12150,6425,144,468,24181,0.01400323922999623,0.0003117159417636147,0.0010179814321930633,0.05270833197093848,0.017010317143722847,1,yang_harmfulness,229
rank_consensus,31,11913,17941,406,2968,9931,0.039106181784889844,0.0008828318630368108,0.0064675608336548585,0.02164572938260625,0.01702557596604694,1,yang_harmfulness,230
rank_consensus,29,14145,5075,23287,448,2749,0.01106046635320686,0.05075956237697574,0.0009743847969813689,0.005990177678086806,0.017196147801312695,1,wang_robust,231
rank_consensus,31,11342,30216,72,1493,185,0.06586361664606726,0.00015476805500151499,0.0032523089867923993,0.0004010890439475881,0.01741794568295219,2,yang_harmfulness;zhao_topk,232
rank_consensus,31,1157,26608,1646,385,3421,0.057998783653877596,0.0035858232461618614,0.0008370553960645317,0.007455024621199736,0.01746917172932593,1,wang_robust,233
rank_consensus,28,11851,1384,7456,352,23044,0.003014707324888665,0.016250645775159073,0.000765120947965236,0.050229863259153656,0.017565084326791658,1,wang_robust,234
rank_consensus,31,7973,21594,70,7027,3981,0.04706910720630582,0.00015040839148034555,0.015315497949868228,0.008675730407127179,0.017802685988695395,1,yang_harmfulness,235
rank_consensus,31,1324,12433,19,19925,1321,0.027099668447589216,3.9236971690524926e-05,0.043430967997889924,0.002877377923971828,0.018361812835285374,1,yang_harmfulness,236
rank_consensus,30,6976,18434,247,14535,490,0.040180838842858106,0.0005362386131038407,0.03168167480833829,0.001065937730925927,0.01836617249880654,1,yang_harmfulness,237
rank_consensus,8,64,27560,4321,1620,274,0.06007398348995425,0.009416873205725982,0.0035291476203866586,0.000595094070639628,0.018403774596676626,1,zhao_topk,238
rank_consensus,31,6772,6619,400,5094,21665,0.014426126591549664,0.0008697528724733025,0.01110188315665797,0.047223875261307335,0.01840540947049707,1,yang_harmfulness,239
rank_consensus,22,11106,3566,29258,204,799,0.00777110022648452,0.0637753378194271,0.00044250584739869775,0.001739505744946605,0.01843211240956423,1,wang_robust,240
rank_consensus,31,5562,25455,383,7029,1144,0.05548543763392341,0.0008326957325433623,0.0153198576133894,0.002491547702348333,0.018532384670551124,1,yang_harmfulness,241
rank_consensus,31,3410,6542,22931,292,4399,0.014258279545984642,0.049983542270207584,0.000634331042330153,0.00958690008305159,0.018615763235393493,1,wang_robust,242
rank_consensus,31,5814,26371,125,4124,3555,0.057482163526619015,0.00027029913831250505,0.008987446348890793,0.007747122077118088,0.018621757772735097,1,yang_harmfulness,243
rank_consensus,30,9485,14058,20065,431,91,0.03064189505853938,0.04373614444437178,0.0009373276570514287,0.00019618485845262462,0.018877888004603806,2,wang_robust;zhao_topk,244
rank_consensus,26,14003,112,15442,150,18973,0.0002419613254249037,0.03365878221518863,0.000324794932327123,0.04135576816181327,0.018895326658688483,2,siren;wang_robust,245
rank_consensus,13,8310,33633,478,822,18,0.07331210177198524,0.0010397797497989105,0.0017896418754400536,3.705713992994021e-05,0.019044645134288534,1,zhao_topk,246
rank_consensus,31,3197,24173,54,9917,1046,0.0526908933168538,0.00011553108331099005,0.021615211737958065,0.0022779241898110304,0.019174890081983472,1,yang_harmfulness,247
rank_consensus,30,3296,30657,2157,2004,419,0.06682492245248511,0.004699717275820652,0.00436620301645119,0.0009111696759244121,0.019200503105170342,1,zhao_topk,248
rank_consensus,20,2873,1658,33417,68,278,0.003611981227288878,0.07284125811169893,0.00014604872795917612,0.0006038133976819669,0.01930077536615724,2,wang_robust;zhao_topk,249
rank_consensus,31,4594,28696,179,3250,3859,0.06255027236997848,0.0003880100533840798,0.007082273390139749,0.008409790932335843,0.019607586686459542,1,yang_harmfulness,250
rank_consensus,30,1969,13454,22329,117,189,0.02932527667514621,0.048671283550335585,0.0002528604842278273,0.000409808370989927,0.01966480727017489,2,wang_robust;zhao_topk,251
rank_consensus,26,6601,13551,12709,9925,177,0.02953672035592293,0.027701302013510596,0.021632650392042742,0.0003836503898629104,0.019813580787834795,1,zhao_topk,252
rank_consensus,18,12797,20674,14830,1235,13,0.045063661986567874,0.03232472517771078,0.002689912392561542,2.6157981127016616e-05,0.0200261143844918,1,zhao_topk,253
rank_consensus,2,4359,9099,26043,369,1612,0.019832109357799766,0.05676717870914723,0.0008021780878951762,0.003511708966301981,0.02022829378028604,1,wang_robust,254
rank_consensus,31,996,34235,53,141,2818,0.07462436049185724,0.00011335125155040534,0.00030517644648186054,0.006140586069567151,0.02029586856486416,2,yang_harmfulness;wang_robust,255
rank_consensus,28,8985,425,14252,2866,20099,0.0009242486664879204,0.031064782420092817,0.006245217994075217,0.043810258724231665,0.020511126951221904,1,siren,256
rank_consensus,31,566,33737,138,3720,207,0.07353880427508605,0.0002986369512001064,0.008106794317614567,0.0004490453426804519,0.020598320221645296,2,yang_harmfulness;zhao_topk,257
rank_consensus,31,13076,4318,32,31328,2194,0.009410333710444228,6.757478457812626e-05,0.06828758956383746,0.004780371050962287,0.020636467277455522,1,yang_harmfulness,258
rank_consensus,19,2059,464,36447,339,717,0.0010092621051507244,0.07944614834627063,0.0007367831350776347,0.0015607595405786581,0.02068823828176941,1,wang_robust,259
rank_consensus,31,1946,30931,3363,303,3792,0.06742219635488533,0.0073285943790858225,0.0006583091916965849,0.008263742204376666,0.020918210532511104,1,wang_robust,260
rank_consensus,31,8784,25365,10872,317,2061,0.05528925277547079,0.02369695106931647,0.0006888268363447709,0.004490453426804519,0.021041371026984137,1,wang_robust,261
rank_consensus,30,11725,17222,163,7974,13730,0.03753888274902943,0.0003531327452147243,0.01737979862714196,0.029926910241067594,0.021299681090613427,1,yang_harmfulness,262
rank_consensus,31,5082,36218,170,305,2451,0.07894696687309674,0.00036839156753881735,0.0006626688552177543,0.005340587813432559,0.021329653777321468,2,yang_harmfulness;wang_robust,263
rank_consensus,13,12570,284,34812,2139,2273,0.0006168923882454752,0.07588212341771462,0.004660480304130127,0.0049525777600484796,0.021528018467534677,1,siren,264
rank_consensus,31,2958,15899,104,21095,2468,0.03465496532977585,0.00022452267134022595,0.045981371157774044,0.005377644953362499,0.021559626028063154,1,yang_harmfulness,265
rank_consensus,30,10840,20050,364,19403,239,0.043703446967963015,0.0007912789290922526,0.0422930958188647,0.0005187999590191629,0.021826655418734783,2,yang_harmfulness;zhao_topk,266
rank_consensus,29,1303,22478,15883,2927,130,0.04899607848266271,0.034620088021606495,0.006378187731470885,0.00028119829711542864,0.02256888813321388,1,zhao_topk,267
rank_consensus,31,12174,5537,10605,335,25253,0.012067548626596999,0.02311493598924035,0.0007280638080352958,0.0550451116182853,0.022738915010539484,1,wang_robust,268
rank_consensus,31,3607,1607,361,314,39799,0.0035008098074990573,0.0007847394338104985,0.0006822873410630168,0.08675294440775061,0.022930195247530795,2,yang_harmfulness;wang_robust,269
rank_consensus,30,3587,178,34571,153,7458,0.0003858302216234951,0.0753567839634137,0.00033133442760887715,0.016255005438680244,0.023082238512831584,2,siren;wang_robust,270
rank_consensus,31,1095,22960,202,18012,1676,0.05004675739126454,0.0004381461838775283,0.039260949839891354,0.0036512181989794027,0.023349267903503206,1,yang_harmfulness,271
rank_consensus,17,10762,2451,4978,269,36458,0.005340587813432559,0.010849022672430143,0.0005841949118367045,0.07947012649563706,0.024060982973334116,1,wang_robust,272
rank_consensus,28,9152,12578,27016,432,4427,0.027415744052874,0.05888815501219616,0.0009395074888120135,0.009647935372347961,0.024222835481557535,1,wang_robust,273
rank_consensus,29,11005,229,3913,51,40354,0.0004970016414133158,0.008527501847407417,0.0001089915880292359,0.08796275103487512,0.02427406152793127,2,siren;wang_robust,274
rank_consensus,30,1595,319,11864,98,32305,0.0006931864998659403,0.02585934417581651,0.00021144368077671765,0.07041728519392873,0.024295314887596973,2,siren;wang_robust,275
rank_consensus,13,12428,21185,11297,12167,116,0.04617755601622667,0.024623379567564975,0.02651983319927368,0.0002506806524672426,0.024392862358883136,1,zhao_topk,276
rank_consensus,31,9445,8121,443,2338,34353,0.017700233895947912,0.0009634856381784453,0.005094266824486486,0.07488158063960623,0.02465989174955477,1,yang_harmfulness,277
rank_consensus,5,14182,17024,27021,1061,383,0.03710727606043365,0.05889905417099908,0.0023106216662198012,0.0008326957325433623,0.024787411907548976,1,zhao_topk,278
rank_consensus,31,9664,18974,13,24821,1929,0.041357947993573854,2.6157981127016616e-05,0.054103424297712706,0.004202715634407337,0.02492256147670523,1,yang_harmfulness,279
rank_consensus,31,13470,38272,426,3353,3687,0.08342434130933775,0.0009264284982485051,0.007306796061479975,0.00803485986951527,0.024923106434645376,1,yang_harmfulness,280
rank_consensus,31,6096,17430,405,19954,8307,0.03799228775523105,0.0008806520312762261,0.04349418311894688,0.01810568260341667,0.025118201377217708,1,yang_harmfulness,281
rank_consensus,20,9623,1826,4454,195,40039,0.003978192963067111,0.00970679082988375,0.0004228873615534353,0.08727610403029094,0.02534599379619881,1,wang_robust,282
rank_consensus,30,8223,18374,313,21695,6440,0.040050048937223026,0.000680107509302432,0.04728927021412487,0.014035936706405,0.02551384084176383,1,yang_harmfulness,283
rank_consensus,23,306,21989,21371,3541,50,0.04793014075173678,0.04658300472369543,0.007716604432469902,0.00010681175626865118,0.025584140416042695,1,zhao_topk,284
rank_consensus,30,13048,41043,4936,395,627,0.089464655117918,0.010757469738485584,0.0008588537136703789,0.0013645746821260335,0.025611388313049998,1,wang_robust,285
rank_consensus,27,14294,1373,41420,251,3974,0.002990729175522233,0.09028645169165844,0.0005449579401461795,0.008660471584803086,0.025620652598032485,1,wang_robust,286
rank_consensus,11,13106,10255,10427,26288,438,0.0223519948730357,0.02272692593585627,0.057301237490490486,0.0009525864793755218,0.025833186194689495,1,zhao_topk,287
rank_consensus,29,7839,16924,25470,5837,214,0.03688929288437518,0.055518135110332184,0.012721498154772415,0.00046430416500454493,0.02639830757862108,1,zhao_topk,288
rank_consensus,19,13845,17098,2441,29166,19,0.03726858361071692,0.005318789495826712,0.0635747932974533,3.9236971690524926e-05,0.026550350843921867,1,zhao_topk,289
rank_consensus,27,11829,15639,729,32145,431,0.03408820907202382,0.0015869175217056747,0.07006851211223518,0.0009373276570514287,0.026670241590754026,1,zhao_topk,290
rank_consensus,25,319,18845,12438,18434,228,0.04107674969645843,0.02711056760639214,0.040180838842858106,0.000494821809652731,0.027215744488840354,1,zhao_topk,291
rank_consensus,31,12584,16310,177,7329,26147,0.035550876183376164,0.0003836503898629104,0.015973807141564815,0.05699388121224804,0.027225553731762983,1,yang_harmfulness,292
rank_consensus,30,8142,22252,448,10031,17376,0.04850343650477056,0.0009743847969813689,0.021863712558664723,0.03787457684015948,0.027304027675144033,1,yang_harmfulness,293
rank_consensus,9,12002,18250,29628,2576,34,0.03977974979891052,0.06458187557084344,0.005613066783505649,7.19344480992957e-05,0.027511656650339725,1,zhao_topk,294
rank_consensus,29,9301,124,31060,92,19815,0.00026811930655192034,0.06770339465200076,0.00019836469021320934,0.043191186504225605,0.027840266288247872,2,siren;wang_robust,295
rank_consensus,15,7566,17958,33388,236,72,0.03914323892481978,0.07277804299064199,0.0005122604637374088,0.00015476805500151499,0.028147077608550175,2,wang_robust;zhao_topk,296
rank_consensus,17,431,16333,30752,4753,160,0.03560101231386961,0.06703200646974067,0.01035856052629858,0.0003465932499329702,0.028334543139960457,1,zhao_topk,297
rank_consensus,31,11244,49233,258,1261,1658,0.10731747723710684,0.0005602167624702726,0.0027465880183367448,0.003611981227288878,0.028559065811300684,1,yang_harmfulness,298
rank_consensus,30,6623,4204,267,3261,44740,0.00916183288973757,0.000579835248315535,0.007106251539506181,0.0975234931367997,0.028592853203589747,1,yang_harmfulness,299
rank_consensus,27,1253,69,5402,296,47014,0.00014822855971976083,0.011773271338918062,0.0006430503693724918,0.10248043056036935,0.028761245207094915,2,siren;wang_robust,300
rank_consensus,31,11504,42512,314,4487,6815,0.09266682797421695,0.0006822873410630168,0.009778725277983045,0.014853373616624269,0.02949530355247182,1,yang_harmfulness,301
rank_consensus,30,11258,10537,38250,143,5206,0.02296670742952059,0.08337638501060488,0.00030953611000302997,0.011346024313843458,0.02949966321599299,1,wang_robust,302
rank_consensus,31,14256,12936,25133,337,15813,0.02819612382316333,0.05478353180701513,0.0007324234715564653,0.03446749979836556,0.029544894725025125,1,wang_robust,303
rank_consensus,31,9175,18310,166,33708,2324,0.039910539704545604,0.0003596722404964785,0.07347558915402909,0.0050637491798383,0.02970238756972737,1,yang_harmfulness,304
rank_consensus,25,3897,14967,39716,77,21,0.03262336212891089,0.08657201837162208,0.00016566721380443857,4.359663521169436e-05,0.029851161087387276,2,wang_robust;zhao_topk,305
rank_consensus,31,11827,24938,304,7366,22257,0.05435846461370111,0.0006604890234571696,0.01605446091670645,0.04851433566357349,0.029896937554359557,1,yang_harmfulness,306
rank_consensus,31,8112,3351,425,4063,47128,0.0073024363979588055,0.0009242486664879204,0.008854476611495125,0.10272893138107601,0.029952523264254467,1,yang_harmfulness,307
rank_consensus,31,4655,9417,41360,191,4200,0.020525295857665705,0.09015566178602336,0.0004141680345110964,0.009153113562695232,0.030062059810223845,1,wang_robust,308
rank_consensus,11,12356,9567,38426,7867,395,0.020852270621753412,0.0837600354004678,0.017146556628759392,0.0008588537136703789,0.030654429091162744,1,zhao_topk,309
rank_consensus,12,1559,47188,1138,8313,96,0.10285972128671109,0.0024784687117848244,0.018118761593980178,0.0002070840172555482,0.03091600890243291,1,zhao_topk,310
rank_consensus,22,5848,3353,48875,190,4412,0.007306796061479975,0.10653709746681751,0.0004119882027505117,0.009615237895939191,0.0309677799067468,1,wang_robust,311
rank_consensus,1,11506,788,51002,442,4864,0.0017155275955801732,0.1111735996215812,0.0009613058064178606,0.010600521851723483,0.03111273871882568,1,wang_robust,312
rank_consensus,31,4788,53424,726,276,2741,0.11645315214571739,0.0015803780264239207,0.0005994537341607975,0.005972739024002128,0.03115143073257606,1,wang_robust,313
rank_consensus,11,5737,103,50150,553,6376,0.00022234283957964124,0.10931638296156303,0.0012032671318427644,0.013896427473727577,0.031159605101678253,1,siren,314
rank_consensus,4,12270,3704,52564,202,1229,0.008071917009445212,0.11457849683161453,0.0004381461838775283,0.002676833401998034,0.031441348356733824,1,wang_robust,315
rank_consensus,31,6227,43926,346,534,13032,0.09574911008368374,0.0007520419574017277,0.0011618503283916547,0.028405387672179462,0.03151709751041414,1,yang_harmfulness,316
rank_consensus,30,10303,412,39490,321,17642,0.0008959108536003191,0.08607937639372994,0.0006975461633871098,0.03845441208847501,0.031531811374798095,2,siren;wang_robust,317
