layer,neuron_index,rank_siren,percentile_siren,rank_yang_harmfulness,percentile_yang_harmfulness,rank_wang_robust,percentile_wang_robust,rank_zhao_topk,percentile_zhao_topk,consensus_score,n_methods_at_N,methods_that_selected_it_at_N
31,7104,1982,0.004318246717718326,584,0.0012708419164208905,341,0.0007411427985988041,1776,0.0038692013750378745,0.002549858201943974,1,wang_robust
31,8053,3176,0.00692096583985648,126,0.00027247897007308977,53,0.00011335125155040534,1624,0.0035378669474289974,0.0027111657522272434,2,yang_harmfulness;wang_robust
31,10973,2497,0.005440860074419456,95,0.0002049041854949635,245,0.0005318789495826712,2167,0.0047215155934265,0.002724789700730898,2,yang_harmfulness;wang_robust
31,14276,4373,0.009530224457276387,15,3.0517644648186055e-05,42,8.937310218397344e-05,661,0.001438688961985914,0.002772201041523615,2,yang_harmfulness;wang_robust
31,13336,1140,0.002482828375305994,2657,0.005789633156113011,65,0.00013950923267742196,1447,0.0031520367258055025,0.0028910018724754823,1,wang_robust
31,13995,1105,0.002406534263685529,474,0.0010310604227565716,41,8.719327042338872e-05,4031,0.008784721995156414,0.003077377488005476,1,wang_robust
31,11638,3497,0.007620691835004174,124,0.00026811930655192034,40,8.5013438662804e-05,2116,0.0046103441736366785,0.003146042188463894,2,yang_harmfulness;wang_robust
31,2756,4458,0.009715510156926089,222,0.0004817428190892227,21,4.359663521169436e-05,1138,0.0024784687117848244,0.0031798295807529573,2,yang_harmfulness;wang_robust
30,1130,1818,0.003960754308982433,68,0.00014604872795917612,3670,0.007997802729585331,368,0.0007999982561345915,0.003226151005665383,2,yang_harmfulness;zhao_topk
30,1171,5049,0.011003790727431656,117,0.0002528604842278273,79,0.000170026877325608,683,0.0014866452607187777,0.0032283308374259673,2,yang_harmfulness;wang_robust
19,1399,312,0.0006779276775418473,3515,0.0076599288066947,881,0.0019182519493145518,1332,0.00290135607333826,0.00328936612672234,1,siren
31,2954,1914,0.004170018157998566,156,0.0003378739228906313,697,0.0015171629053669638,3355,0.007311155725001145,0.003334052677814326,1,yang_harmfulness
30,4306,2593,0.005650123923435589,765,0.0016653914650867246,247,0.0005362386131038407,2629,0.0057285978668166395,0.0033950879671106986,1,wang_robust
31,12145,3380,0.007365651519015763,719,0.0015651192040998275,135,0.00029209745591835223,2429,0.005292631514699695,0.003628874923433409,1,wang_robust
30,5526,5868,0.01278907293935054,418,0.0009089898441638274,171,0.00037057139929940207,547,0.001190188141279256,0.0038147055810232567,2,yang_harmfulness;wang_robust
30,9138,5519,0.012028311654906474,761,0.0016566721380443857,154,0.00033351425936946187,602,0.0013100788881114155,0.0038321442351079344,1,wang_robust
31,11581,1427,0.003108440090593808,133,0.0002877377923971828,38,8.065377514163457e-05,5575,0.012150382233499218,0.0039068034729079605,2,yang_harmfulness;wang_robust
28,11293,1025,0.0022321477228387514,4185,0.00912041608628646,186,0.00040326887570817283,1986,0.0043269660447606655,0.004020699682398512,1,wang_robust
31,14107,4150,0.009044121974665996,381,0.0008283360690221928,75,0.00016130755028326914,2786,0.00607083145322844,0.004026149261799975,2,yang_harmfulness;wang_robust
31,3646,2367,0.005157481945543443,152,0.00032915459584829243,110,0.00023760166190373426,4824,0.010513328581300095,0.004059391696148891,2,yang_harmfulness;wang_robust
31,6657,5748,0.012527493128080375,52,0.00011117141978982062,52,0.00011117141978982062,1736,0.003782008104614486,0.004132961018068626,2,yang_harmfulness;wang_robust
