variant,layer,neuron_index
wang_robust,0,491
wang_robust,0,703
wang_robust,0,762
wang_robust,0,989
wang_robust,0,1253
wang_robust,0,1493
wang_robust,0,1590
wang_robust,0,1726
wang_robust,0,1981
wang_robust,0,3297
wang_robust,0,3817
wang_robust,0,4252
wang_robust,0,6332
wang_robust,0,6344
wang_robust,0,6436
wang_robust,0,6677
wang_robust,0,7749
wang_robust,0,8092
wang_robust,0,8253
wang_robust,0,8268
wang_robust,0,8733
wang_robust,0,8866
wang_robust,0,8963
wang_robust,0,9362
wang_robust,0,9846
wang_robust,0,10268
wang_robust,0,11282
wang_robust,0,11311
wang_robust,0,11338
wang_robust,0,11425
wang_robust,0,11579
wang_robust,0,11762
wang_robust,0,11910
wang_robust,0,12261
wang_robust,0,12271
wang_robust,0,12650
wang_robust,0,12810
wang_robust,0,12829
wang_robust,0,13111
wang_robust,0,13834
wang_robust,0,13838
wang_robust,0,14042
wang_robust,0,14168
wang_robust,1,198
wang_robust,1,591
wang_robust,1,733
wang_robust,1,1306
wang_robust,1,1735
wang_robust,1,2088
wang_robust,1,2427
wang_robust,1,2532
wang_robust,1,2757
wang_robust,1,2759
wang_robust,1,2895
wang_robust,1,2956
wang_robust,1,3463
wang_robust,1,4273
wang_robust,1,4555
wang_robust,1,4568
wang_robust,1,4909
wang_robust,1,5253
wang_robust,1,5410
wang_robust,1,5573
wang_robust,1,5786
wang_robust,1,6058
wang_robust,1,6412
wang_robust,1,7029
wang_robust,1,7843
wang_robust,1,8182
wang_robust,1,8305
wang_robust,1,8396
wang_robust,1,8599
wang_robust,1,8738
wang_robust,1,8839
wang_robust,1,9067
wang_robust,1,9911
wang_robust,1,10912
wang_robust,1,11000
wang_robust,1,11506
wang_robust,1,11611
wang_robust,1,11707
wang_robust,1,11737
wang_robust,1,11951
wang_robust,1,12219
wang_robust,1,12398
wang_robust,1,12434
wang_robust,1,14244
wang_robust,1,14330
wang_robust,2,901
wang_robust,2,3328
wang_robust,2,3796
wang_robust,2,4259
wang_robust,2,4359
wang_robust,2,4639
wang_robust,2,5276
wang_robust,2,5681
wang_robust,2,7034
wang_robust,2,7163
wang_robust,2,8037
wang_robust,2,9255
wang_robust,2,9805
wang_robust,2,9841
wang_robust,2,10014
wang_robust,2,12388
wang_robust,2,12475
wang_robust,2,12538
wang_robust,2,13418
wang_robust,2,13496
wang_robust,2,13712
wang_robust,2,13935
wang_robust,3,2444
wang_robust,3,6792
wang_robust,3,7339
wang_robust,3,9013
wang_robust,3,9050
wang_robust,3,11533
wang_robust,3,14182
wang_robust,3,14192
wang_robust,3,14241
wang_robust,4,2435
wang_robust,4,3736
wang_robust,4,5443
wang_robust,4,6390
wang_robust,4,7169
wang_robust,4,8346
wang_robust,4,9158
wang_robust,4,10275
wang_robust,4,12270
wang_robust,4,12309
wang_robust,4,12934
wang_robust,5,3132
wang_robust,5,13950
wang_robust,6,1372
wang_robust,6,7994
wang_robust,6,8885
wang_robust,6,9066
wang_robust,7,2899
wang_robust,7,11478
wang_robust,9,3354
wang_robust,10,3809
wang_robust,10,6230
wang_robust,10,9064
wang_robust,10,12642
wang_robust,10,14295
wang_robust,11,1756
wang_robust,11,4258
wang_robust,12,1481
wang_robust,12,1493
wang_robust,12,2963
wang_robust,12,5006
wang_robust,12,10397
wang_robust,12,13868
wang_robust,12,13916
wang_robust,13,10677
wang_robust,14,1559
wang_robust,14,3917
wang_robust,14,5718
wang_robust,14,8504
wang_robust,14,9318
wang_robust,15,6164
wang_robust,15,7566
wang_robust,15,8218
wang_robust,15,9762
wang_robust,16,2995
wang_robust,16,6521
wang_robust,16,6738
wang_robust,16,6950
wang_robust,16,11992
wang_robust,16,13601
wang_robust,16,13985
wang_robust,17,1632
wang_robust,17,9219
wang_robust,17,10712
wang_robust,17,10748
wang_robust,17,10762
wang_robust,17,11378
wang_robust,17,14096
wang_robust,18,290
wang_robust,18,1454
wang_robust,18,7148
wang_robust,18,10048
wang_robust,18,10517
wang_robust,18,11018
wang_robust,18,13926
wang_robust,19,47
wang_robust,19,2059
wang_robust,19,3340
wang_robust,19,4513
wang_robust,19,4762
wang_robust,19,5247
wang_robust,19,6848
wang_robust,19,10348
wang_robust,19,11694
wang_robust,19,11771
wang_robust,19,11871
wang_robust,20,1043
wang_robust,20,2873
wang_robust,20,5425
wang_robust,20,8083
wang_robust,20,8337
wang_robust,20,9059
wang_robust,20,9424
wang_robust,20,9623
wang_robust,20,9928
wang_robust,20,11031
wang_robust,20,13974
wang_robust,21,713
wang_robust,21,3259
wang_robust,21,4626
wang_robust,21,8816
wang_robust,21,9054
wang_robust,21,10289
wang_robust,21,12373
wang_robust,21,13063
wang_robust,22,3766
wang_robust,22,5031
wang_robust,22,5848
wang_robust,22,8042
wang_robust,22,8121
wang_robust,22,10627
wang_robust,22,11106
wang_robust,22,11622
wang_robust,23,2565
wang_robust,23,9075
wang_robust,23,10306
wang_robust,24,1685
wang_robust,24,8749
wang_robust,24,8824
wang_robust,25,2355
wang_robust,25,3897
wang_robust,25,4953
wang_robust,25,10021
wang_robust,25,12815
wang_robust,25,13410
wang_robust,26,450
wang_robust,26,2128
wang_robust,26,5298
wang_robust,26,7711
wang_robust,26,12620
wang_robust,26,14003
wang_robust,26,14088
wang_robust,27,81
wang_robust,27,462
wang_robust,27,798
wang_robust,27,1253
wang_robust,27,2165
wang_robust,27,2503
wang_robust,27,3878
wang_robust,27,5147
wang_robust,27,7827
wang_robust,27,8051
wang_robust,27,8295
wang_robust,27,12956
wang_robust,27,13857
wang_robust,27,13988
wang_robust,27,14294
wang_robust,28,545
wang_robust,28,2807
wang_robust,28,4382
wang_robust,28,5085
wang_robust,28,9152
wang_robust,28,11293
wang_robust,28,11851
wang_robust,29,763
wang_robust,29,1175
wang_robust,29,1251
wang_robust,29,1521
wang_robust,29,3400
wang_robust,29,3438
wang_robust,29,3637
wang_robust,29,4946
wang_robust,29,5230
wang_robust,29,7349
wang_robust,29,7425
wang_robust,29,7566
wang_robust,29,8331
wang_robust,29,9301
wang_robust,29,9571
wang_robust,29,9923
wang_robust,29,11005
wang_robust,29,11794
wang_robust,29,11835
wang_robust,29,11909
wang_robust,29,12041
wang_robust,29,14023
wang_robust,29,14145
wang_robust,30,625
wang_robust,30,1171
wang_robust,30,1562
wang_robust,30,1595
wang_robust,30,1741
wang_robust,30,1797
wang_robust,30,1969
wang_robust,30,2653
wang_robust,30,3430
wang_robust,30,3587
wang_robust,30,3700
wang_robust,30,4063
wang_robust,30,4306
wang_robust,30,4438
wang_robust,30,4903
wang_robust,30,5114
wang_robust,30,5336
wang_robust,30,5526
wang_robust,30,5549
wang_robust,30,5948
wang_robust,30,6159
wang_robust,30,6894
wang_robust,30,7305
wang_robust,30,7410
wang_robust,30,7463
wang_robust,30,7675
wang_robust,30,7872
wang_robust,30,8226
wang_robust,30,8726
wang_robust,30,9114
wang_robust,30,9138
wang_robust,30,9485
wang_robust,30,10111
wang_robust,30,10303
wang_robust,30,11258
wang_robust,30,11484
wang_robust,30,11603
wang_robust,30,12012
wang_robust,30,12016
wang_robust,30,12258
wang_robust,30,12446
wang_robust,30,13047
wang_robust,30,13048
wang_robust,30,13935
wang_robust,30,14215
wang_robust,30,14261
wang_robust,31,118
wang_robust,31,207
wang_robust,31,416
wang_robust,31,437
wang_robust,31,515
wang_robust,31,888
wang_robust,31,996
wang_robust,31,997
wang_robust,31,1129
wang_robust,31,1157
wang_robust,31,1190
wang_robust,31,1209
wang_robust,31,1386
wang_robust,31,1506
wang_robust,31,1654
wang_robust,31,1681
wang_robust,31,1712
wang_robust,31,1778
wang_robust,31,1946
wang_robust,31,1973
wang_robust,31,2207
wang_robust,31,2223
wang_robust,31,2305
wang_robust,31,2467
wang_robust,31,2653
wang_robust,31,2754
wang_robust,31,2756
wang_robust,31,2800
wang_robust,31,2943
wang_robust,31,2945
wang_robust,31,3023
wang_robust,31,3166
wang_robust,31,3175
wang_robust,31,3268
wang_robust,31,3409
wang_robust,31,3410
wang_robust,31,3428
wang_robust,31,3461
wang_robust,31,3548
wang_robust,31,3607
wang_robust,31,3646
wang_robust,31,3811
wang_robust,31,4160
wang_robust,31,4179
wang_robust,31,4261
wang_robust,31,4426
wang_robust,31,4436
wang_robust,31,4577
wang_robust,31,4581
wang_robust,31,4655
wang_robust,31,4710
wang_robust,31,4768
wang_robust,31,4786
wang_robust,31,4788
wang_robust,31,5082
wang_robust,31,5099
wang_robust,31,5253
wang_robust,31,5540
wang_robust,31,5615
wang_robust,31,5919
wang_robust,31,5933
wang_robust,31,6069
