variant,layer,neuron_index
wang,0,354
wang,0,491
wang,0,611
wang,0,699
wang,0,703
wang,0,762
wang,0,989
wang,0,1090
wang,0,1151
wang,0,1173
wang,0,1228
wang,0,1253
wang,0,1493
wang,0,1521
wang,0,1590
wang,0,1629
wang,0,1689
wang,0,1726
wang,0,1737
wang,0,1981
wang,0,2016
wang,0,2215
wang,0,2266
wang,0,2316
wang,0,2358
wang,0,2453
wang,0,2542
wang,0,2578
wang,0,2605
wang,0,2699
wang,0,3242
wang,0,3267
wang,0,3297
wang,0,3348
wang,0,3381
wang,0,3400
wang,0,3497
wang,0,3644
wang,0,3741
wang,0,3804
wang,0,3817
wang,0,3851
wang,0,3858
wang,0,4077
wang,0,4098
wang,0,4252
wang,0,4278
wang,0,4279
wang,0,4528
wang,0,4596
wang,0,4696
wang,0,4715
wang,0,4878
wang,0,4973
wang,0,4999
wang,0,5080
wang,0,5159
wang,0,5250
wang,0,5357
wang,0,5552
wang,0,5914
wang,0,5925
wang,0,5956
wang,0,6029
wang,0,6050
wang,0,6076
wang,0,6135
wang,0,6144
wang,0,6332
wang,0,6337
wang,0,6344
wang,0,6436
wang,0,6530
wang,0,6631
wang,0,6677
wang,0,6718
wang,0,6743
wang,0,6766
wang,0,7068
wang,0,7182
wang,0,7279
wang,0,7378
wang,0,7386
wang,0,7495
wang,0,7669
wang,0,7749
wang,0,7868
wang,0,8092
wang,0,8253
wang,0,8268
wang,0,8367
wang,0,8465
wang,0,8733
wang,0,8853
wang,0,8866
wang,0,8963
wang,0,8975
wang,0,9362
wang,0,9519
wang,0,9846
wang,0,9894
wang,0,9983
wang,0,10190
wang,0,10268
wang,0,10486
wang,0,10539
wang,0,10729
wang,0,10902
wang,0,10953
wang,0,11122
wang,0,11195
wang,0,11282
wang,0,11311
wang,0,11314
wang,0,11338
wang,0,11425
wang,0,11484
wang,0,11574
wang,0,11579
wang,0,11643
wang,0,11752
wang,0,11762
wang,0,11801
wang,0,11910
wang,0,11987
wang,0,12201
wang,0,12242
wang,0,12261
wang,0,12271
wang,0,12339
wang,0,12417
wang,0,12650
wang,0,12767
wang,0,12810
wang,0,12813
wang,0,12829
wang,0,12900
wang,0,12934
wang,0,13080
wang,0,13111
wang,0,13343
wang,0,13531
wang,0,13539
wang,0,13570
wang,0,13622
wang,0,13808
wang,0,13834
wang,0,13838
wang,0,13869
wang,0,13879
wang,0,14042
wang,0,14131
wang,0,14168
wang,0,14178
wang,1,198
wang,1,2427
wang,2,69
wang,2,72
wang,2,92
wang,2,284
wang,2,285
wang,2,338
wang,2,378
wang,2,395
wang,2,614
wang,2,621
wang,2,684
wang,2,709
wang,2,755
wang,2,842
wang,2,901
wang,2,977
wang,2,1031
wang,2,1301
wang,2,1355
wang,2,1588
wang,2,1601
wang,2,1608
wang,2,1683
wang,2,1698
wang,2,1778
wang,2,1810
wang,2,1857
wang,2,1928
wang,2,2041
wang,2,2148
wang,2,2159
wang,2,2368
wang,2,2378
wang,2,2470
wang,2,2556
wang,2,2585
wang,2,2669
wang,2,2882
wang,2,2894
wang,2,3229
wang,2,3241
wang,2,3328
wang,2,3470
wang,2,3558
wang,2,3620
wang,2,3633
wang,2,3741
wang,2,3796
wang,2,3948
wang,2,3996
wang,2,4134
wang,2,4157
wang,2,4259
wang,2,4354
wang,2,4359
wang,2,4510
wang,2,4557
wang,2,4591
wang,2,4639
wang,2,4658
wang,2,4724
wang,2,4732
wang,2,4767
wang,2,4800
wang,2,5157
wang,2,5172
wang,2,5219
wang,2,5241
wang,2,5276
wang,2,5308
wang,2,5332
wang,2,5416
wang,2,5470
wang,2,5488
wang,2,5503
wang,2,5681
wang,2,5777
wang,2,5863
wang,2,5917
wang,2,5965
wang,2,5979
wang,2,6149
wang,2,6250
wang,2,6252
wang,2,6272
wang,2,6391
wang,2,6599
wang,2,6850
wang,2,6858
wang,2,6879
wang,2,6922
wang,2,7034
wang,2,7159
wang,2,7163
wang,2,7173
wang,2,7246
wang,2,7436
wang,2,7583
wang,2,7587
wang,2,7712
wang,2,7776
wang,2,7949
wang,2,7977
wang,2,8037
wang,2,8071
wang,2,8135
wang,2,8343
wang,2,8427
wang,2,8660
wang,2,8876
wang,2,8918
wang,2,9255
wang,2,9260
wang,2,9353
wang,2,9452
wang,2,9552
wang,2,9805
wang,2,9841
wang,2,9921
wang,2,9956
wang,2,9961
wang,2,9969
wang,2,10014
wang,2,10053
wang,2,10272
wang,2,10383
wang,2,10429
wang,2,10524
wang,2,10583
wang,2,10785
wang,2,11013
wang,2,11015
wang,2,11030
wang,2,11075
wang,2,11315
wang,2,11857
wang,2,11871
wang,2,11931
wang,2,12167
wang,2,12311
wang,2,12318
wang,2,12388
wang,2,12475
wang,2,12523
wang,2,12538
wang,2,12648
wang,2,12673
wang,2,12809
