layer,neuron_index,score,rank
20,10306,0.22973849255816237,131018
5,4329,0.229735844927299,131019
24,8589,0.22973475276910518,131020
0,5209,0.22973003124318986,131021
2,7884,0.22972873679891007,131022
30,8480,0.22972051917610664,131023
29,1445,0.22972022870212827,131024
11,6604,0.22971960896035637,131025
15,13253,0.22971939198530944,131026
13,5026,0.22971856582878403,131027
17,12771,0.2297183545784788,131028
8,11043,0.2297113745487047,131029
26,11161,0.2297112371225458,131030
17,11016,0.22971044871093427,131031
13,11233,0.2297027374395154,131032
30,13317,0.22970157627418145,131033
9,9,0.2296992994630779,131034
14,11751,0.22969858008515856,131035
20,11621,0.2296958386366739,131036
24,3337,0.22969471625704735,131037
30,1871,0.22969269320664004,131038
7,9115,0.2296899935135298,131039
24,8484,0.22968478344303153,131040
1,13198,0.22968247596514715,131041
6,14263,0.22967872496079933,131042
2,4362,0.2296771238377841,131043
16,3503,0.22967334763558445,131044
0,9118,0.22967209023498417,131045
21,2592,0.22967182007881978,131046
21,8532,0.22966265046801784,131047
12,13068,0.22965646596134473,131048
24,8742,0.22965548319094206,131049
15,470,0.2296551003868977,131050
17,2571,0.2296531315062517,131051
29,4628,0.22964760891018446,131052
7,4293,0.2296472101622638,131053
9,13815,0.2296466948621162,131054
18,8053,0.22964390040222243,131055
13,9467,0.22964159077806745,131056
11,5524,0.22963806331701317,131057
25,5248,0.22963423602816033,131058
18,13569,0.22963241208703591,131059
27,5031,0.22963230788168162,131060
1,13639,0.22963057081767616,131061
15,10481,0.22962808130586893,131062
2,3922,0.22962602501760487,131063
1,2758,0.22962178136390735,131064
1,605,0.2296190947983751,131065
7,6332,0.22961452756768033,131066
18,5311,0.22961161706339714,131067
18,7669,0.22961136709732943,131068
19,5249,0.22961068959239153,131069
5,11989,0.22960752994652944,131070
26,7000,0.22960545796679957,131071
4,2166,0.22960501659173613,131072
17,5340,0.22960400914199927,131073
23,421,0.2296016582816737,131074
13,13611,0.2296011876223041,131075
31,801,0.22960061102291635,131076
20,14202,0.2296001678838982,131077
28,13438,0.22960003646980393,131078
26,7835,0.22959889443305356,131079
13,12509,0.2295977343452509,131080
23,198,0.22959743822825165,131081
25,1098,0.2295923189831612,131082
25,5813,0.229586763320418,131083
27,6940,0.22958657351977035,131084
0,10868,0.22958411331566467,131085
25,1690,0.22958007958219123,131086
27,4710,0.22957838205324416,131087
17,6510,0.22957483373799498,131088
25,2627,0.22957309772207304,131089
15,13967,0.22957265957342374,131090
19,566,0.22957045971758133,131091
18,6175,0.2295685335907666,131092
2,7355,0.22956769237480412,131093
4,6387,0.2295668854441154,131094
6,10942,0.22956606086152528,131095
22,6570,0.22956180243815122,131096
6,1479,0.22955841320681,131097
3,13294,0.2295497529202352,131098
19,479,0.2295497301957418,131099
5,5696,0.22954952328184633,131100
1,3456,0.22954932978914624,131101
8,11508,0.22954366071914312,131102
17,12292,0.2295431769235276,131103
10,1510,0.22954257816279622,131104
27,2871,0.22953636735268834,131105
7,3986,0.22953619396937605,131106
1,2333,0.22953553874996915,131107
13,8608,0.22953439860706182,131108
23,1441,0.22953150138985473,131109
25,9656,0.22953141448971248,131110
24,2646,0.22952742370856175,131111
12,9145,0.22952417399172773,131112
2,7569,0.2295189901635222,131113
21,3656,0.22951880259893678,131114
23,330,0.22951643447172096,131115
21,8707,0.2295074315053022,131116
0,11739,0.22950534025388666,131117
19,7572,0.22950511910880536,131118
6,7593,0.22950182004236175,131119
19,2968,0.22949909385481382,131120
25,7187,0.2294976112129607,131121
28,4429,0.22949644529858024,131122
1,8646,0.22949612155526108,131123
26,2459,0.2294948477232482,131124
0,3212,0.2294878658345996,131125
26,8489,0.22948691600065466,131126
25,3465,0.22948597419942243,131127
10,13347,0.2294831489514895,131128
13,8607,0.22948040906834213,131129
19,9150,0.22947948735817342,131130
24,3016,0.22947736385823264,131131
14,1318,0.2294702170888804,131132
5,5367,0.22946150398629683,131133
25,8643,0.22946067697116804,131134
21,2653,0.22945861180905006,131135
5,13188,0.22945567148069185,131136
28,4298,0.22945472392907826,131137
6,8504,0.22945323437622517,131138
15,5025,0.22945121638642157,131139
13,14192,0.22945084060721901,131140
12,10121,0.22944923148930332,131141
6,7568,0.2294471344500958,131142
1,4950,0.22944576225043478,131143
0,13341,0.22944321834306308,131144
10,13195,0.2294370065818339,131145
3,13365,0.22943452932412484,131146
15,7338,0.22943243246265546,131147
27,12095,0.22943159097775528,131148
6,6367,0.22943037422748797,131149
6,2576,0.2294240793474491,131150
20,555,0.2294229696519811,131151
26,774,0.22941927923856184,131152
2,12734,0.229416280611236,131153
6,3188,0.2294129818244965,131154
8,5667,0.22940956509923355,131155
22,529,0.22940755096753465,131156
3,3039,0.22940725720044025,131157
19,722,0.2294068073301345,131158
24,6284,0.22940398087586014,131159
16,4782,0.22940366934439785,131160
9,6069,0.2294032651440474,131161
19,13192,0.2294024551981265,131162
20,3658,0.229399907166217,131163
9,2447,0.2293986726569401,131164
1,7993,0.22939864504133844,131165
23,8302,0.2293948544384837,131166
22,11280,0.22939411908041912,131167
19,7854,0.22938695197610534,131168
2,12569,0.2293864024920829,131169
23,12628,0.22937400594810772,131170
18,5898,0.2293713438244436,131171
4,11438,0.22937035732350416,131172
15,8801,0.22936957869228575,131173
28,5324,0.229368273827657,131174
26,6669,0.22936807658914546,131175
10,13040,0.22936517101523257,131176
12,11933,0.22936347534866997,131177
30,2547,0.22935859790683655,131178
8,3772,0.2293565121583801,131179
22,12092,0.22935542569434256,131180
11,369,0.2293554148526639,131181
27,13942,0.22935239758135265,131182
5,7842,0.22935041717861554,131183
5,8649,0.2293476650586585,131184
0,7758,0.22934420673510386,131185
28,202,0.22933980108057753,131186
5,10552,0.229338809962253,131187
22,433,0.22933716921663902,131188
3,3374,0.22933418180882156,131189
15,2912,0.22932890247320883,131190
8,145,0.2293266403545517,131191
20,10379,0.22932343196207491,131192
16,470,0.2293220110001266,131193
22,7412,0.2293207350547119,131194
21,8160,0.22931370104051993,131195
23,3731,0.229312124946418,131196
4,2719,0.22931167171006703,131197
5,9520,0.22930652315023292,131198
2,7598,0.2293054766532289,131199
12,11998,0.2293048752204356,131200
29,826,0.22930431521631678,131201
3,10786,0.2293010386252754,131202
8,11087,0.22929822641119957,131203
30,4128,0.22929523774996502,131204
21,10719,0.2292913466675689,131205
9,1817,0.22929115530729685,131206
1,5606,0.2292902806364266,131207
22,1385,0.22928899509862705,131208
4,4417,0.2292847502119685,131209
18,9055,0.22928454064975332,131210
28,4339,0.22928081829938415,131211
28,12214,0.22927359323540897,131212
2,13985,0.2292700854862472,131213
16,4642,0.22926975617249504,131214
11,2935,0.22926956826916756,131215
26,13223,0.2292685250431548,131216
0,12465,0.2292628334901618,131217
30,4072,0.22926272840724757,131218
4,2744,0.229258860304046,131219
18,11642,0.22925765133730427,131220
0,8408,0.22924727841591092,131221
31,7723,0.22924654753748627,131222
11,8350,0.22924254810671754,131223
1,11708,0.2292391921006117,131224
8,10441,0.22923693107275983,131225
6,3357,0.22923581313117788,131226
19,1599,0.2292345182906918,131227
19,249,0.2292344885091105,131228
24,14226,0.2292316721203785,131229
10,499,0.22922871866324812,131230
9,13995,0.22922510378784483,131231
13,756,0.22921847548334906,131232
12,3462,0.22921807711151865,131233
23,2242,0.22921178633008746,131234
2,4220,0.22921135610695242,131235
7,11291,0.22920975851588601,131236
27,10511,0.22920726293356858,131237
6,4022,0.22920480173915922,131238
27,8052,0.2292041628897026,131239
23,7886,0.22920026000723964,131240
11,4869,0.22919993485526505,131241
1,12632,0.22919791244304735,131242
27,9954,0.22919690888187902,131243
15,6279,0.22919615146196864,131244
4,3662,0.22919322034085218,131245
20,1374,0.22919199455137437,131246
27,10596,0.22918623859523848,131247
20,5914,0.22918218074024885,131248
29,4394,0.22918071320108171,131249
10,2481,0.2291773999588156,131250
9,8620,0.22917736196100663,131251
4,11903,0.22917490057242665,131252
15,9389,0.2291721957744374,131253
1,7808,0.22917192203551034,131254
12,9572,0.22916848849023713,131255
14,444,0.22916834198736416,131256
8,806,0.2291625341569102,131257
19,7676,0.22915968858207578,131258
31,9959,0.2291580778503916,131259
14,2984,0.2291577001808342,131260
25,11421,0.22915744082684397,131261
19,13609,0.22915507877305336,131262
31,7009,0.2291517603658898,131263
30,10576,0.2291500069384131,131264
24,9908,0.22914843051604575,131265
6,9356,0.2291474824524551,131266
19,7184,0.22914516616285244,131267
16,8083,0.2291439446169362,131268
5,10248,0.22914392040185882,131269
20,1303,0.22914339337033293,131270
23,10092,0.22914037965372883,131271
25,9924,0.22914014977685382,131272
8,3576,0.2291393870490109,131273
18,7182,0.2291346792743433,131274
19,11203,0.22913123374527006,131275
27,3073,0.22912940243477803,131276
12,8871,0.22912917236497676,131277
1,3447,0.22912738928172585,131278
26,11367,0.2291272882288938,131279
7,9046,0.22912659624800727,131280
3,9300,0.22912497778276145,131281
26,3347,0.2291246749313082,131282
26,9174,0.22912259340808264,131283
27,10261,0.22912228522562356,131284
11,9317,0.22912054512275717,131285
26,8670,0.22911641581006248,131286
6,10091,0.22911605570611127,131287
14,5874,0.2291153166139355,131288
16,4400,0.2291129267411179,131289
31,13266,0.22911130425322282,131290
21,1917,0.2291095755004639,131291
5,824,0.2291094529755895,131292
14,7466,0.2291042610683483,131293
20,10602,0.22910159417220394,131294
28,9894,0.2290975750482125,131295
24,12756,0.22909708195401718,131296
13,12728,0.22909595169936145,131297
3,3451,0.2290946447956583,131298
11,8550,0.22909442596591448,131299
9,4796,0.2290841928428313,131300
28,3233,0.2290831660791443,131301
13,428,0.22908167022764186,131302
13,332,0.2290805663694228,131303
26,1535,0.22907802558111173,131304
28,8221,0.22907600354995306,131305
5,14259,0.22907535549831318,131306
8,7232,0.22907477184490813,131307
22,5651,0.22907113441023055,131308
6,12173,0.22907077120286434,131309
17,9233,0.22906703305384934,131310
11,10457,0.22906702818933952,131311
30,6752,0.22906601660626505,131312
3,7053,0.22906485939116633,131313
25,12556,0.2290612866794312,131314
21,1271,0.22905997970401032,131315
10,262,0.22905828072988665,131316
25,6844,0.2290550906802401,131317
28,8492,0.22904937682701992,131318
7,4205,0.22904829934908752,131319
3,12936,0.22904774299834496,131320
10,11909,0.2290455905222642,131321
8,3294,0.22904306038736624,131322
16,2887,0.22904159461026014,131323
15,13655,0.22904093380397825,131324
20,10097,0.22903661402921235,131325
9,10674,0.22903518018756286,131326
30,10584,0.22903405793485435,131327
9,7075,0.22903050050725546,131328
0,8777,0.2290279067948306,131329
2,1553,0.22902621740691542,131330
24,6793,0.22902260048649695,131331
19,3295,0.22902165169161884,131332
24,2808,0.22901989937507705,131333
30,6633,0.22901960289238674,131334
25,11344,0.2290181723662143,131335
16,8650,0.22901092597331404,131336
19,4232,0.22900877660288385,131337
9,2894,0.22900601063789,131338
23,3784,0.22900483796212526,131339
12,4226,0.22900423392811325,131340
2,13423,0.2289985709848023,131341
31,6028,0.22899098359142567,131342
1,7191,0.22898786045882488,131343
3,13398,0.22898152174589814,131344
14,11962,0.22898042115714176,131345
19,199,0.22897871044481255,131346
4,2908,0.22897750198794764,131347
9,965,0.22897669446500662,131348
6,10225,0.2289739733915286,131349
18,5363,0.22897088527072743,131350
4,11397,0.22896957649371608,131351
1,9960,0.22896821234228182,131352
15,4127,0.22896807112381756,131353
22,13085,0.22896371926142378,131354
3,1887,0.22895998141445223,131355
18,2457,0.22895458742395636,131356
19,1502,0.228950292232959,131357
7,14097,0.22894947394710166,131358
31,9922,0.2289467359931855,131359
28,6039,0.2289425757099031,131360
9,5323,0.22893836226581793,131361
10,9037,0.22893803136476323,131362
25,8099,0.22893654366087354,131363
10,194,0.22893558183246118,131364
14,3112,0.22893516600042935,131365
15,9483,0.22892818870992326,131366
23,2532,0.22892771961808256,131367
6,336,0.2289248548118703,131368
14,6516,0.22892359165716164,131369
20,13667,0.2289230637992888,131370
15,9421,0.22892128553046032,131371
12,882,0.22891956305221403,131372
1,4686,0.22890947620800678,131373
29,1541,0.228909307748908,131374
18,5230,0.22890496135908409,131375
14,2694,0.22890089521250973,131376
2,3934,0.2288949340728473,131377
6,4148,0.2288937115825306,131378
29,4266,0.2288930164130475,131379
17,8708,0.2288903921044829,131380
14,14201,0.22888297196026444,131381
15,832,0.22888020262308564,131382
12,7069,0.22887654747840547,131383
1,3999,0.22887314618676483,131384
16,6177,0.2288728671522705,131385
0,2287,0.2288692723342583,131386
5,996,0.22886797879146623,131387
10,12722,0.22886523796921213,131388
28,7194,0.22886264586502605,131389
4,11662,0.2288590709543569,131390
17,2300,0.22885614888320965,131391
18,12717,0.22885589710967008,131392
0,2566,0.22885467877406204,131393
5,414,0.2288542823649281,131394
31,7526,0.22885180891879828,131395
14,11614,0.2288469408206237,131396
26,7888,0.2288444991085566,131397
12,9213,0.22884297811021895,131398
16,13728,0.22883903167253206,131399
9,12676,0.228837841623935,131400
2,2387,0.22883643200380924,131401
12,3170,0.22881871572613383,131402
26,9428,0.22881698221799301,131403
2,4060,0.22881517674632526,131404
10,885,0.22880807578460619,131405
16,13592,0.22880301673478107,131406
26,4875,0.22879977454999764,131407
30,4898,0.22879905893702138,131408
6,14249,0.2287984070044917,131409
20,2936,0.22879810569515768,131410
3,7541,0.22879780729514515,131411
10,7097,0.22879724556225892,131412
13,3306,0.228796964720172,131413
26,1391,0.22879619287592423,131414
5,9298,0.22879542577658607,131415
9,10528,0.22879393212940072,131416
15,2103,0.22879238209939662,131417
