global_rank,layer,neuron_index,layer_rank,abs_weight,entry_threshold
285228,0,2180,7017,0.0092499983,0.98371444
285229,5,7162,7453,0.0050239344,0.98371497
285230,28,5830,10285,0.0014908829,0.98371532
285231,9,8967,8962,0.0015108472,0.98371532
285232,25,8288,9594,0.0015239889,0.98371562
285233,20,7523,9173,0.0012920615,0.9837157
285234,1,4827,7584,0.0020464973,0.9837157
285235,31,13435,9763,0.00063739961,0.98371576
285236,8,3084,8813,0.0014321317,0.983716
285237,14,12933,8920,0.0014527573,0.98371635
285238,2,694,6807,0.0034246109,0.9837164
285239,3,8983,6199,0.0043990235,0.98371693
285240,26,9120,8824,0.0040215366,0.98371704
285241,17,5754,9329,0.0014283088,0.98371718
285242,21,12337,9412,0.0014876762,0.98371743
285243,11,1970,8717,0.001381774,0.98371752
285244,19,6548,9125,0.001353445,0.98371777
285245,24,231,9483,0.001458635,0.98371796
285246,10,12920,8893,0.0013841857,0.98371818
285247,4,9197,9321,0.0011107993,0.98371821
285248,29,8771,10392,0.0012892217,0.98371844
285249,16,9298,9236,0.0014138216,0.98371854
285250,12,1434,8709,0.0013284737,0.98371885
285251,22,9919,9416,0.0013427367,0.9837192
285252,13,2671,8723,0.0013700636,0.98371925
285253,6,8014,8811,0.0013095193,0.98371926
285254,18,586,9251,0.0014408005,0.98371956
285255,15,8313,9206,0.0014547773,0.98371967
285256,30,4759,10088,0.0011188352,0.9837197
285257,27,7794,9725,0.0015265653,0.98371975
285258,7,5934,8592,0.0013217637,0.98372006
285259,0,13056,7018,0.00923796,0.98372007
285260,5,5038,7454,0.0050231642,0.98372062
285261,23,4466,9436,0.001471763,0.98372076
285262,1,10397,7585,0.0020449867,0.98372088
285263,2,11178,6808,0.0034239416,0.98372129
285264,9,4418,8963,0.0015102404,0.98372163
285265,3,2080,6200,0.0043985969,0.98372179
285266,8,1710,8814,0.0014313246,0.98372215
285267,20,5184,9174,0.0012908648,0.98372223
285268,14,13290,8921,0.0014524623,0.98372255
285269,25,6957,9595,0.0015226066,0.9837226
285270,31,13264,9764,0.00063710037,0.98372304
285271,28,13128,10286,0.0014908117,0.98372345
285272,11,4564,8718,0.001381585,0.98372356
285273,26,9298,8825,0.0040181708,0.98372368
285274,17,11597,9330,0.0014283063,0.98372386
285275,21,14249,9413,0.0014871659,0.98372413
285276,19,12432,9126,0.0013533498,0.98372417
285277,10,7256,8894,0.001384182,0.98372437
285278,12,10275,8710,0.0013283121,0.98372484
285279,24,4003,9484,0.0014584862,0.98372487
285280,4,4370,9322,0.0011107203,0.98372497
285281,16,1776,9237,0.0014137321,0.98372506
285282,13,5968,8724,0.0013699409,0.98372518
285283,6,10595,8812,0.0013095189,0.98372536
285284,0,7437,7019,0.0092357527,0.98372571
285285,22,6644,9417,0.0013409621,0.983726
285286,7,4046,8593,0.0013211039,0.98372601
285287,1,19,7586,0.002044925,0.98372605
285288,18,10373,9252,0.0014407523,0.98372616
285289,15,5926,9207,0.0014545223,0.98372617
285290,2,13727,6809,0.0034237469,0.98372618
285291,5,1688,7455,0.0050199796,0.98372628
285292,3,5034,6201,0.0043973872,0.98372665
285293,29,1586,10393,0.0012887556,0.98372666
285294,27,4579,9726,0.0015264169,0.98372704
285295,30,13064,10089,0.0011188048,0.98372757
285296,23,3834,9437,0.0014712381,0.9837276
285297,9,7358,8964,0.0015101973,0.98372794
285298,8,6358,8815,0.0014311868,0.9837283
285299,14,6506,8922,0.0014520072,0.98372874
285300,20,8166,9175,0.0012907051,0.98372876
285301,25,2134,9596,0.0015224619,0.98372957
285302,11,7711,8719,0.0013815084,0.9837296
285303,31,262,9765,0.00063701341,0.98373032
285304,26,2969,8826,0.0040158601,0.98373032
285305,17,10582,9331,0.0014282685,0.98373055
285306,10,6001,8895,0.0013831061,0.98373056
285307,19,12080,9127,0.0013531141,0.98373057
285308,12,9168,8711,0.0013280433,0.98373084
285309,21,8247,9414,0.0014870889,0.98373084
285310,2,12633,6810,0.0034232796,0.98373106
285311,13,11505,8725,0.0013698573,0.98373112
285312,1,1797,7587,0.00204486,0.98373123
285313,0,10765,7020,0.0092339236,0.98373134
285314,6,10995,8813,0.001308765,0.98373145
285315,3,10936,6202,0.004396975,0.98373151
285316,16,9136,9238,0.0014133042,0.98373158
285317,28,5717,10287,0.0014901826,0.98373159
285318,4,8531,9323,0.0011106064,0.98373174
285319,24,4295,9485,0.0014579952,0.98373178
285320,5,7573,7456,0.0050190715,0.98373193
285321,7,12372,8594,0.0013210442,0.98373196
285322,15,2569,9208,0.001454405,0.98373267
285323,18,1623,9253,0.0014405757,0.98373276
285324,22,6673,9418,0.0013408593,0.9837328
285325,9,13613,8965,0.0015088721,0.98373425
285326,27,8141,9727,0.0015244529,0.98373434
285327,23,9922,9438,0.001470714,0.98373444
285328,8,12497,8816,0.0014310844,0.98373445
285329,29,4185,10394,0.0012880933,0.98373488
285330,14,4707,8923,0.0014518477,0.98373494
285331,20,2169,9176,0.0012904524,0.98373528
285332,30,8482,10090,0.0011186588,0.98373544
285333,11,1965,8720,0.0013814395,0.98373564
285334,2,9190,6811,0.0034228694,0.98373595
285335,3,12776,6203,0.0043965694,0.98373637
285336,1,12039,7588,0.0020445124,0.9837364
285337,25,8521,9597,0.0015222359,0.98373655
285338,10,3755,8896,0.0013830856,0.98373675
285339,12,2066,8712,0.0013279306,0.98373683
285340,26,12778,8827,0.0040155747,0.98373697
285341,19,13935,9128,0.001353097,0.98373697
285342,0,4213,7021,0.0092316037,0.98373698
285343,13,2165,8726,0.0013693711,0.98373706
285344,17,628,9332,0.0014270217,0.98373723
285345,31,11336,9766,0.00063689641,0.98373751
285346,6,9218,8814,0.0013085782,0.98373754
285347,21,718,9415,0.001486987,0.98373755
285348,5,3597,7457,0.0050189998,0.98373758
285349,7,11567,8595,0.0013208098,0.9837379
285350,16,4174,9239,0.0014132765,0.98373811
285351,4,10111,9324,0.0011098769,0.9837385
285352,24,634,9486,0.0014576443,0.98373869
285353,15,12752,9209,0.0014543816,0.98373917
285354,18,11875,9254,0.0014403252,0.98373936
285355,22,893,9419,0.0013398594,0.9837396
285356,28,4552,10288,0.0014901556,0.98373972
285357,9,86,8966,0.0015080201,0.98374056
285358,8,8535,8817,0.0014310394,0.9837406
285359,2,9593,6812,0.0034224868,0.98374084
285360,14,2388,8924,0.0014513878,0.98374114
285361,3,10127,6204,0.0043948996,0.98374122
285362,23,7315,9439,0.0014703494,0.98374128
285363,1,5340,7589,0.0020439224,0.98374157
285364,27,14208,9728,0.0015240542,0.98374163
285365,11,11809,8721,0.0013813677,0.98374168
285366,20,10655,9177,0.0012903024,0.98374181
285367,0,13921,7022,0.0092310729,0.98374261
285368,12,959,8713,0.0013278428,0.98374283
285369,10,1777,8897,0.0013828161,0.98374295
285370,13,8475,8727,0.0013693174,0.98374299
285371,29,7666,10395,0.001287897,0.9837431
285372,5,8991,7458,0.005018957,0.98374324
285373,30,5987,10091,0.0011184494,0.98374331
285374,19,9499,9129,0.0013528171,0.98374337
285375,25,2612,9598,0.0015215027,0.98374353
285376,26,14140,8828,0.0040146899,0.98374361
285377,6,4027,8815,0.0013081949,0.98374364
285378,7,5642,8596,0.0013207202,0.98374385
285379,17,8253,9333,0.0014269705,0.98374391
285380,21,3405,9416,0.0014869726,0.98374426
285381,16,4089,9240,0.0014132574,0.98374463
285382,31,5426,9767,0.00063670916,0.9837447
285383,4,2546,9325,0.0011098138,0.98374527
285384,24,11231,9487,0.001457231,0.98374561
285385,15,8045,9210,0.0014541131,0.98374567
285386,2,12194,6813,0.0034220694,0.98374573
285387,18,5501,9255,0.0014401893,0.98374596
285388,3,1797,6205,0.004394854,0.98374608
285389,22,4811,9420,0.001339591,0.9837464
285390,1,9405,7590,0.0020439138,0.98374675
285391,8,8980,8818,0.0014309197,0.98374675
285392,9,5396,8967,0.0015069363,0.98374687
285393,14,2085,8925,0.0014512795,0.98374733
285394,11,8349,8722,0.0013812251,0.98374771
285395,28,10364,10289,0.0014900602,0.98374786
285396,23,5684,9440,0.0014697482,0.98374812
285397,0,9421,7023,0.0092244763,0.98374825
285398,20,13505,9178,0.0012901272,0.98374834
285399,12,14223,8714,0.001326855,0.98374882
285400,5,13334,7459,0.005017865,0.98374889
285401,27,10880,9729,0.0015239302,0.98374892
285402,13,6444,8728,0.0013691426,0.98374893
285403,10,8813,8898,0.0013827902,0.98374914
285404,6,10630,8816,0.0013080682,0.98374973
285405,19,13706,9130,0.0013525567,0.98374977
285406,7,6508,8597,0.0013203323,0.9837498
285407,26,6493,8829,0.0040140972,0.98375025
285408,25,255,9599,0.0015212024,0.9837505
285409,17,10895,9334,0.0014268208,0.9837506
285410,2,4379,6814,0.0034219727,0.98375061
285411,3,5469,6206,0.0043945936,0.98375094
285412,21,9360,9417,0.0014868766,0.98375097
285413,16,3088,9241,0.0014129196,0.98375115
285414,30,4922,10092,0.0011183638,0.98375117
285415,29,2824,10396,0.0012877341,0.98375132
285416,31,277,9768,0.00063654775,0.9837519
285417,1,4374,7591,0.0020429709,0.98375192
285418,4,10677,9326,0.0011097318,0.98375204
285419,15,4775,9211,0.0014534198,0.98375217
285420,24,13828,9488,0.0014571875,0.98375252
285421,18,1355,9256,0.0014401074,0.98375256
285422,8,3228,8819,0.001430791,0.9837529
285423,9,7237,8968,0.0015068859,0.98375318
285424,22,14212,9421,0.0013394167,0.9837532
285425,14,11509,8926,0.0014512778,0.98375353
285426,11,6290,8723,0.0013811199,0.98375375
285427,0,12969,7024,0.0092194937,0.98375388
285428,5,3365,7460,0.0050173723,0.98375454
285429,12,2562,8715,0.0013268421,0.98375481
285430,20,7905,9179,0.001289955,0.98375487
285431,13,12784,8729,0.0013691304,0.98375487
285432,23,2574,9441,0.0014692706,0.98375496
285433,10,638,8899,0.0013826198,0.98375533
285434,2,7491,6815,0.003421502,0.9837555
285435,7,9089,8598,0.0013202078,0.98375575
285436,3,8299,6207,0.0043933121,0.9837558
285437,6,4592,8817,0.001307779,0.98375582
285438,28,7067,10290,0.0014895826,0.98375599
285439,19,11920,9131,0.0013516529,0.98375617
285440,27,9219,9730,0.0015237649,0.98375622
285441,26,2239,8830,0.0040140403,0.9837569
285442,1,9622,7592,0.0020427555,0.98375709
285443,17,10420,9335,0.0014262185,0.98375728
285444,25,7461,9600,0.0015211122,0.98375748
285445,16,2142,9242,0.0014120111,0.98375767
285446,21,13668,9418,0.0014862175,0.98375768
285447,15,3487,9212,0.0014527446,0.98375867
285448,4,2743,9327,0.0011096933,0.9837588
285449,30,11837,10093,0.0011180146,0.98375904
285450,8,13054,8820,0.0014307653,0.98375905
285451,31,14076,9769,0.00063640036,0.98375909
285452,18,3949,9257,0.0014399664,0.98375916
285453,24,7563,9489,0.0014571734,0.98375936
285454,9,5494,8969,0.0015063565,0.98375949
285455,0,4972,7025,0.0092192795,0.98375952
285456,29,5941,10397,0.0012877333,0.98375953
285457,14,13164,8927,0.001450732,0.98375973
285458,11,2747,8724,0.0013806922,0.98375979
285459,22,10193,9422,0.0013386566,0.98376
285460,5,10063,7461,0.0050147371,0.98376019
285461,2,12872,6816,0.0034207518,0.98376039
285462,3,14059,6208,0.0043924563,0.98376066
285463,13,8734,8730,0.0013688944,0.98376081
285464,12,10201,8716,0.0013267993,0.98376081
285465,20,6782,9180,0.0012897656,0.98376139
285466,10,12702,8900,0.0013825728,0.98376153
285467,7,3912,8599,0.0013195943,0.9837617
285468,23,12610,9442,0.0014686522,0.9837618
285469,6,2543,8818,0.0013073202,0.98376192
285470,1,5009,7593,0.0020425129,0.98376227
285471,19,8343,9132,0.0013515826,0.98376257
285472,27,11058,9731,0.0015236676,0.98376351
285473,26,10446,8831,0.0040138974,0.98376354
285474,17,11316,9336,0.0014261538,0.98376389
285475,28,4062,10291,0.0014894992,0.98376412
285476,16,6331,9243,0.0014116752,0.98376419
285477,21,13950,9419,0.0014859467,0.98376439
285478,25,14124,9601,0.0015210257,0.98376445
285479,0,10554,7026,0.0092134262,0.98376515
285480,15,4858,9213,0.00145229,0.98376517
285481,8,6642,8821,0.0014301607,0.9837652
285482,2,3998,6817,0.0034206407,0.98376527
285483,3,2001,6209,0.0043919217,0.98376551
285484,4,10021,9328,0.0011093614,0.98376557
285485,18,11148,9258,0.0014399614,0.98376576
285486,11,3814,8725,0.0013802288,0.98376576
285487,9,9989,8970,0.0015063557,0.9837658
285488,5,6967,7462,0.0050116885,0.98376585
285489,14,6584,8928,0.0014506757,0.98376592
285490,24,6604,9490,0.0014564927,0.9837662
285491,31,7988,9770,0.00063631043,0.98376628
285492,13,9786,8731,0.0013687989,0.98376674
285493,22,11138,9423,0.0013385819,0.9837668
285494,12,5131,8717,0.0013266472,0.9837668
285495,30,1069,10094,0.0011179233,0.98376691
285496,1,1562,7594,0.0020423231,0.98376744
285497,7,1893,8600,0.0013194937,0.98376758
285498,10,13767,8901,0.001382446,0.98376772
285499,29,5281,10398,0.0012874255,0.98376775
285500,20,10154,9181,0.0012894847,0.98376792
285501,6,10340,8819,0.0013071467,0.98376801
285502,23,9474,9443,0.0014685419,0.98376864
285503,19,8090,9133,0.001351242,0.98376897
285504,2,8431,6818,0.0034198943,0.98377016
285505,26,7450,8832,0.0040137158,0.98377018
285506,3,7130,6210,0.0043919082,0.98377037
285507,17,3256,9337,0.0014260592,0.9837705
285508,0,6816,7027,0.0092091151,0.98377072
285509,16,3290,9244,0.0014103078,0.98377072
285510,27,8563,9732,0.0015229933,0.9837708
285511,21,10752,9420,0.0014855093,0.9837711
285512,8,5832,8822,0.0014300559,0.98377135
285513,25,4892,9602,0.0015204705,0.98377143
285514,5,9594,7463,0.005009843,0.9837715
285515,15,4852,9214,0.0014519437,0.98377168
285516,11,8896,8726,0.0013800036,0.98377173
285517,9,9866,8971,0.0015057987,0.98377211
285518,14,711,8929,0.0014506395,0.98377212
285519,28,4912,10292,0.0014892126,0.98377226
285520,4,2880,9329,0.0011091474,0.98377233
285521,18,4390,9259,0.0014393318,0.98377236
285522,1,6406,7595,0.0020421667,0.98377261
285523,13,6087,8732,0.0013681327,0.98377268
285524,12,1890,8718,0.0013266423,0.9837728
285525,24,8032,9491,0.0014562635,0.98377304
285526,7,326,8601,0.001319365,0.98377346
285527,31,5357,9771,0.00063609134,0.98377348
285528,22,1943,9424,0.0013380272,0.9837736
285529,10,7877,8902,0.0013824011,0.98377391
285530,6,5757,8820,0.0013069739,0.9837741
285531,20,9579,9182,0.0012894367,0.98377445
285532,30,7979,10095,0.001117842,0.98377478
285533,2,14139,6819,0.0034192344,0.98377505
285534,3,3816,6211,0.004388053,0.98377523
285535,19,1650,9134,0.0013508684,0.98377537
285536,23,11878,9444,0.0014683479,0.98377548
285537,29,5772,10399,0.0012873925,0.98377597
285538,0,3523,7028,0.0092073409,0.98377628
285539,26,885,8833,0.0040125018,0.98377683
285540,17,7281,9338,0.0014257288,0.98377711
285541,5,7686,7464,0.0050093187,0.98377715
285542,16,10193,9245,0.0014097719,0.98377717
285543,8,4217,8823,0.0014300382,0.9837775
285544,11,2863,8727,0.0013797466,0.98377771
285545,1,11606,7596,0.0020416405,0.98377779
285546,21,10193,9421,0.0014852404,0.98377781
285547,27,5658,9733,0.0015229031,0.9837781
285548,15,6581,9215,0.0014512313,0.98377818
285549,14,14089,8930,0.0014504587,0.98377832
285550,25,6500,9603,0.0015200457,0.98377841
285551,9,3108,8972,0.0015056549,0.98377842
285552,13,12333,8733,0.0013681198,0.98377862
285553,12,5948,8719,0.0013265909,0.98377879
285554,18,8221,9260,0.0014391304,0.98377896
285555,4,7177,9330,0.0011091138,0.9837791
285556,7,3549,8602,0.0013188178,0.98377934
285557,24,81,9492,0.0014562176,0.98377989
285558,2,8262,6820,0.0034190263,0.98377994
285559,3,3669,6212,0.0043875314,0.98378009
285560,10,11433,8903,0.0013817772,0.9837801
285561,6,11866,8821,0.0013062899,0.9837802
285562,28,6298,10293,0.001489125,0.98378039
285563,22,6542,9425,0.0013379904,0.9837804
285564,31,3430,9772,0.00063605007,0.98378067
285565,20,13726,9183,0.0012890548,0.98378097
285566,19,7478,9135,0.0013506126,0.98378177
285567,0,12025,7029,0.0092060426,0.98378184
285568,23,11762,9445,0.001468024,0.98378232
285569,30,10895,10096,0.0011175735,0.98378265
285570,5,7443,7465,0.005009037,0.9837828
285571,1,7902,7597,0.0020416169,0.98378296
285572,26,4025,8834,0.0040116291,0.98378347
285573,16,2887,9246,0.0014094262,0.98378362
285574,8,4816,8824,0.0014297485,0.98378365
285575,11,10810,8728,0.0013794121,0.98378368
285576,17,5616,9339,0.0014256067,0.98378372
285577,29,11054,10400,0.0012861172,0.98378419
285578,14,12926,8931,0.0014503477,0.98378451
285579,21,2356,9422,0.0014848878,0.98378451
285580,13,1080,8734,0.0013677663,0.98378456
285581,15,5406,9216,0.0014498257,0.98378468
285582,9,4849,8973,0.0015056259,0.98378473
285583,12,2682,8720,0.0013260309,0.98378478
285584,2,13507,6821,0.0034185774,0.98378482
285585,3,4490,6213,0.0043873843,0.98378495
285586,7,7237,8603,0.0013182127,0.98378522
285587,25,11856,9604,0.0015198522,0.98378538
285588,27,9875,9734,0.0015223833,0.98378539
285589,18,11257,9261,0.0014389608,0.98378556
285590,4,12279,9331,0.0011089892,0.98378586
285591,6,11102,8822,0.0013061278,0.98378629
285592,10,6669,8904,0.0013815338,0.9837863
285593,24,996,9493,0.0014549026,0.98378673
285594,22,3643,9426,0.0013378462,0.9837872
285595,0,5067,7030,0.0092058824,0.9837874
285596,20,7507,9184,0.0012889164,0.98378743
285597,31,2971,9773,0.00063535105,0.98378786
285598,1,14033,7598,0.0020410612,0.98378813
285599,19,10922,9136,0.0013501249,0.98378817
285600,5,10685,7466,0.0050080423,0.98378846
285601,28,8246,10294,0.001488831,0.98378852
285602,23,633,9446,0.0014671924,0.98378916
285603,11,6175,8729,0.0013793219,0.98378965
285604,2,10033,6822,0.0034185676,0.98378971
285605,3,7691,6214,0.0043853601,0.9837898
285606,8,2249,8825,0.0014296194,0.9837898
285607,16,5273,9247,0.0014093625,0.98379007
285608,26,6324,8835,0.0040111439,0.98379011
285609,17,4756,9340,0.0014253564,0.98379034
285610,13,9878,8735,0.0013674609,0.98379049
285611,30,11316,10097,0.0011172422,0.98379052
285612,14,13905,8932,0.0014499681,0.98379071
285613,12,4450,8721,0.001325822,0.98379078
285614,9,8871,8974,0.0015053937,0.98379104
285615,7,3939,8604,0.0013179006,0.9837911
285616,15,9617,9217,0.0014497722,0.98379118
285617,21,9687,9423,0.0014845188,0.98379122
285618,18,13065,9262,0.0014389107,0.98379216
285619,25,1625,9605,0.0015195713,0.98379236
285620,6,685,8823,0.001306011,0.98379239
285621,29,13714,10401,0.001285752,0.98379241
285622,10,5098,8905,0.0013814158,0.98379249
285623,4,3539,9332,0.0011085608,0.98379263
285624,27,12137,9735,0.0015215381,0.98379268
285625,0,7243,7031,0.0092052594,0.98379296
285626,1,5450,7599,0.0020410386,0.98379331
285627,24,2953,9494,0.0014546625,0.98379357
285628,20,9841,9185,0.0012881784,0.98379388
285629,22,2135,9427,0.0013378103,0.983794
285630,5,8540,7467,0.005007762,0.98379411
285631,19,10117,9137,0.0013500685,0.9837945
285632,2,13514,6823,0.0034178821,0.9837946
285633,3,930,6215,0.0043849773,0.98379466
285634,31,2462,9774,0.0006352443,0.98379506
285635,11,7909,8730,0.0013792729,0.98379562
285636,8,394,8826,0.0014295314,0.98379596
285637,23,11152,9447,0.0014666569,0.98379601
285638,13,34,8736,0.0013672538,0.98379643
285639,16,1055,9248,0.001409327,0.98379653
285640,28,7204,10295,0.0014887236,0.98379666
285641,26,1272,8836,0.0040105884,0.98379676
285642,12,5813,8722,0.0013254589,0.98379677
285643,14,8368,8933,0.0014497173,0.98379691
285644,17,6195,9341,0.0014248868,0.98379695
285645,7,3825,8605,0.001317765,0.98379698
285646,9,903,8975,0.0015051041,0.98379735
285647,15,12435,9218,0.0014491926,0.98379768
285648,21,4822,9424,0.0014841337,0.98379793
285649,30,8359,10098,0.001116916,0.98379838
285650,6,8317,8824,0.0013052822,0.98379848
285651,1,5003,7600,0.0020400891,0.98379848
285652,0,6174,7032,0.0092024384,0.98379852
285653,10,4269,8906,0.0013804893,0.98379868
285654,18,5044,9263,0.0014388198,0.98379876
285655,25,4763,9606,0.0015195478,0.98379934
285656,4,948,9333,0.0011082819,0.9837994
285657,2,768,6824,0.0034177862,0.98379948
285658,3,7385,6216,0.0043848972,0.98379952
285659,5,12324,7468,0.0050068321,0.98379976
285660,27,10673,9736,0.0015214697,0.98379998
285661,20,9391,9186,0.00128796,0.98380033
285662,24,10444,9495,0.0014546325,0.98380041
285663,29,12375,10402,0.0012846785,0.98380063
285664,22,13167,9428,0.0013376882,0.9838008
285665,19,8157,9138,0.0013497733,0.98380083
285666,11,7013,8731,0.0013791766,0.98380159
285667,8,3223,8827,0.0014291813,0.98380211
285668,31,7889,9775,0.0006352269,0.98380225
285669,13,4577,8737,0.0013669791,0.98380237
285670,12,1537,8723,0.0013252596,0.98380277
285671,23,3868,9448,0.0014665517,0.98380285
285672,7,11021,8606,0.0013177191,0.98380287
285673,16,138,9249,0.0014093182,0.98380298
285674,14,4791,8934,0.0014496685,0.9838031
285675,26,5649,8837,0.0040078983,0.9838034
285676,17,9016,9342,0.0014242734,0.98380356
285677,1,11069,7601,0.0020397347,0.98380365
285678,9,5962,8976,0.0015045145,0.98380366
285679,0,3402,7033,0.0092010517,0.98380408
285680,15,12806,9219,0.0014484295,0.98380418
285681,2,5255,6825,0.003413521,0.98380437
285682,3,12166,6217,0.0043841484,0.98380438
285683,6,2914,8825,0.0013052095,0.98380457
285684,21,3440,9425,0.0014840346,0.98380464
285685,28,6547,10296,0.0014884693,0.98380479
285686,10,14215,8907,0.0013804577,0.98380481
285687,18,6359,9264,0.0014385292,0.98380536
285688,5,10599,7469,0.0050066798,0.98380541
285689,4,13294,9334,0.0011080505,0.98380616
285690,30,5411,10099,0.0011168511,0.98380625
285691,25,11788,9607,0.0015194775,0.98380631
285692,20,4151,9187,0.0012874926,0.98380678
285693,19,1924,9139,0.0013489263,0.98380716
285694,24,12818,9496,0.0014544578,0.98380725
285695,27,13341,9737,0.0015208485,0.98380727
285696,11,3555,8732,0.0013790302,0.98380756
285697,22,12894,9429,0.0013375118,0.9838076
285698,8,4792,8828,0.0014287686,0.98380826
285699,13,7222,8738,0.0013661847,0.98380831
285700,7,13303,8607,0.0013173511,0.98380875
285701,12,11307,8724,0.0013247872,0.98380876
285702,1,10624,7602,0.0020396672,0.98380883
285703,29,10277,10403,0.0012845196,0.98380885
285704,3,9523,6218,0.0043835356,0.98380924
285705,2,2085,6826,0.0034124285,0.98380926
285706,14,4630,8935,0.0014495872,0.9838093
285707,16,12843,9250,0.0014092779,0.98380943
285708,31,13854,9776,0.00063519541,0.98380944
285709,0,4920,7034,0.0091955746,0.98380964
285710,23,7335,9449,0.0014661725,0.98380969
285711,9,9986,8977,0.0015043159,0.98380997
285712,26,7264,8838,0.0040077437,0.98381004
285713,17,2492,9343,0.0014237411,0.98381017
285714,6,8422,8826,0.0013051224,0.98381067
285715,15,8664,9220,0.0014482554,0.98381068
285716,10,1298,8908,0.0013804032,0.98381093
285717,5,364,7470,0.0050061527,0.98381107
285718,21,1428,9426,0.0014829815,0.98381135
285719,18,7233,9265,0.0014383002,0.98381196
285720,28,10942,10297,0.001487902,0.98381293
285721,4,2212,9335,0.0011078488,0.98381293
285722,20,10561,9188,0.0012873621,0.98381323
285723,25,4264,9608,0.0015189863,0.98381329
285724,19,6903,9140,0.0013486873,0.98381349
285725,11,625,8733,0.0013789791,0.98381354
285726,1,11736,7603,0.0020396279,0.983814
285727,24,7486,9497,0.001454305,0.98381409
285728,3,13034,6219,0.0043828269,0.98381409
285729,30,6780,10100,0.0011164279,0.98381412
285730,2,6804,6827,0.0034119072,0.98381415
285731,13,5402,8739,0.0013661219,0.98381424
285732,22,4277,9430,0.0013364379,0.9838144
285733,8,2419,8829,0.0014283691,0.98381441
285734,27,9132,9738,0.0015206867,0.98381456
285735,7,6649,8608,0.0013173451,0.98381463
285736,12,8421,8725,0.0013245449,0.98381475
285737,0,11960,7035,0.0091904001,0.9838152
285738,14,12886,8936,0.001449529,0.98381549
285739,16,13764,9251,0.0014092628,0.98381588
285740,9,12696,8978,0.0015041623,0.98381628
285741,23,5807,9450,0.0014658673,0.98381653
285742,31,2992,9777,0.00063516258,0.98381664
285743,26,5707,8839,0.004005875,0.98381669
285744,5,8700,7471,0.0050019026,0.98381672
285745,6,8855,8827,0.0013049854,0.98381676
285746,17,8247,9344,0.0014231536,0.98381678
285747,10,14099,8909,0.0013798132,0.98381706
285748,29,9141,10404,0.0012844554,0.98381707
285749,15,724,9221,0.0014477184,0.98381718
285750,21,6047,9427,0.0014825433,0.98381806
285751,18,13215,9266,0.0014379611,0.98381856
285752,3,12661,6220,0.004382716,0.98381895
