global_rank,layer,neuron_index,layer_rank,abs_weight,entry_threshold
44158,17,8100,1179,0.0093312385,0.8485684
44159,11,3107,560,0.039808497,0.84856991
44160,27,7102,2138,0.0076619852,0.84857615
44161,25,9951,1721,0.0086455205,0.84857666
44162,14,7858,662,0.018227525,0.84857911
44163,6,5332,722,0.01320877,0.84858356
44164,20,12284,1072,0.0089246668,0.84858414
44165,21,8347,1457,0.009199529,0.84858446
44166,19,8952,913,0.010879152,0.84858485
44167,28,10137,2808,0.0059990734,0.84858549
44168,18,3225,1062,0.010146782,0.84858567
44169,31,6779,2025,0.0034018366,0.84858614
44170,30,4208,2531,0.0050152075,0.8485874
44171,15,4211,1022,0.010339353,0.84858746
44172,9,10407,995,0.013531673,0.84858792
44173,24,7701,1506,0.008562983,0.84858833
44174,16,2248,1035,0.010234004,0.84859171
44175,23,385,1588,0.0088693593,0.84859222
44176,22,7979,1405,0.0078439545,0.84859767
44177,29,1544,3025,0.0049498715,0.84859844
44178,4,6085,1262,0.0065848334,0.84860304
44179,5,7020,2193,0.13487516,0.84860308
44180,13,6056,658,0.022010751,0.8486059
44181,17,3658,1180,0.0093265111,0.84861191
44182,27,5918,2139,0.0076595126,0.84861276
44183,25,9148,1722,0.0086448165,0.84861621
44184,28,8033,2809,0.0059975968,0.84861811
44185,10,4016,684,0.017183546,0.84862173
44186,8,7001,751,0.01573699,0.84862234
44187,30,4086,2532,0.0050123706,0.84862281
44188,31,234,2026,0.0033974638,0.84862479
44189,21,11930,1458,0.0091992896,0.84862616
44190,24,13999,1507,0.0085610338,0.84862873
44191,20,1985,1073,0.0089176884,0.84862906
44192,29,11757,3026,0.0049487283,0.84863015
44193,18,8257,1063,0.010146095,0.84863237
44194,23,7942,1589,0.0088676298,0.84863362
44195,15,13620,1023,0.010329524,0.84863385
44196,19,6309,914,0.010871126,0.84863613
44197,22,4181,1406,0.0078399647,0.84863739
44198,16,6003,1036,0.010226717,0.84863877
44199,4,10369,1263,0.0065829949,0.84864307
44200,9,8244,996,0.013530234,0.84864446
44201,6,8480,723,0.013203345,0.84864492
44202,27,11311,2140,0.007659208,0.84864937
44203,28,4707,2810,0.005996475,0.84865073
44204,17,6000,1181,0.0093227196,0.84865535
44205,25,76,1723,0.0086437119,0.84865577
44206,14,3903,663,0.018198865,0.84865706
44207,30,8736,2533,0.0050102957,0.84865821
44208,26,12279,2476,0.059375357,0.84866078
44209,29,14134,3027,0.0049466528,0.84866185
44210,31,9449,2027,0.0033940829,0.84866336
44211,21,7275,1459,0.0091905417,0.84866787
44212,12,5644,546,0.034979802,0.848668
44213,24,8856,1508,0.0085606752,0.84866913
44214,7,1114,557,0.024121443,0.84867312
44215,20,5896,1074,0.0089073461,0.84867391
44216,23,14012,1590,0.0088664005,0.84867502
44217,0,11162,2598,0.20666155,0.8486767
44218,22,12046,1407,0.0078393929,0.84867711
44219,18,14048,1064,0.010145338,0.84867906
44220,15,13221,1024,0.010324299,0.84868017
44221,4,1561,1264,0.0065790853,0.84868302
44222,28,3545,2811,0.0059952904,0.84868335
44223,16,12791,1037,0.010222833,0.84868576
44224,27,9628,2141,0.0076562949,0.84868598
44225,19,6900,915,0.01086756,0.84868733
44226,8,6058,752,0.015731243,0.8486898
44227,29,12474,3028,0.0049459129,0.84869355
44228,30,9895,2534,0.0050099422,0.84869362
44229,25,4956,1724,0.0086426977,0.84869525
44230,10,2546,685,0.017115319,0.84869836
44231,17,8234,1182,0.0093019297,0.84869879
44232,9,1286,997,0.013494977,0.84870099
44233,13,7813,659,0.021915741,0.84870103
44234,31,280,2028,0.0033940601,0.84870193
44235,6,3129,724,0.013201636,0.84870621
44236,21,14303,1460,0.0091897566,0.84870951
44237,24,5286,1509,0.0085604601,0.84870953
44238,28,44,2812,0.0059950347,0.84871596
44239,23,2048,1591,0.0088649094,0.84871642
44240,22,4633,1408,0.0078311004,0.84871683
44241,20,13402,1075,0.0089031225,0.84871875
44242,27,11096,2142,0.0076559647,0.8487226
44243,4,7754,1265,0.0065789893,0.84872297
44244,29,8241,3029,0.0049448786,0.84872525
44245,18,12960,1065,0.01011927,0.84872575
44246,15,6017,1025,0.01028326,0.84872649
44247,30,2934,2535,0.0050091678,0.84872903
44248,1,6921,562,0.12387012,0.84873112
44249,16,1711,1038,0.010218714,0.84873275
44250,25,6269,1725,0.008629309,0.84873474
44251,14,10501,664,0.018153215,0.84873487
44252,19,4796,916,0.010856143,0.84873854
44253,31,11892,2029,0.0033919725,0.8487405
44254,17,12097,1183,0.0092927366,0.84874216
44255,11,10226,561,0.037565216,0.84874303
44256,28,5539,2813,0.0059936089,0.84874858
44257,24,7990,1510,0.0085586617,0.84874993
44258,21,3192,1461,0.0091727087,0.84875114
44259,5,7515,2194,0.13486943,0.84875543
44260,22,9857,1409,0.0078261765,0.84875648
44261,29,2711,3030,0.004944684,0.84875695
44262,8,3560,753,0.015683025,0.84875725
44263,9,13313,998,0.013451377,0.84875733
44264,23,11942,1592,0.0088608144,0.84875782
44265,26,5116,2477,0.059311811,0.84875872
44266,27,6735,2143,0.0076544671,0.84875921
44267,4,4018,1266,0.0065771579,0.84876291
44268,20,4329,1076,0.0089011732,0.84876352
44269,30,1141,2536,0.0050069322,0.84876443
44270,6,4617,725,0.013168201,0.8487675
44271,3,9473,1608,0.18966594,0.84877213
44272,18,3409,1066,0.010118823,0.84877231
44273,15,8775,1026,0.010278986,0.84877261
44274,25,8398,1726,0.0086288135,0.84877422
44275,10,7127,686,0.017103778,0.84877471
44276,31,4001,2030,0.0033907865,0.84877906
44277,16,1469,1039,0.010212151,0.84877974
44278,28,7366,2814,0.0059929909,0.8487812
44279,7,13470,558,0.023995362,0.84878122
44280,17,4052,1184,0.0092921648,0.84878545
44281,29,8326,3031,0.0049426761,0.84878866
44282,19,12828,917,0.010853397,0.84878967
44283,24,6424,1511,0.0085574333,0.84879033
44284,21,8592,1462,0.0091708042,0.84879271
44285,13,3667,660,0.021875452,0.84879577
44286,27,6488,2144,0.0076544443,0.84879582
44287,22,470,1410,0.0078238091,0.84879612
44288,23,13525,1593,0.0088517629,0.84879922
44289,30,12592,2537,0.0050040195,0.84879979
44290,0,664,2599,0.20648779,0.84880224
44291,4,7350,1267,0.006575122,0.84880286
44292,20,780,1077,0.0088888006,0.84880829
44293,14,7359,665,0.018146608,0.84881249
44294,9,3590,999,0.01339389,0.84881355
44295,25,5798,1727,0.008625146,0.84881364
44296,28,1636,2815,0.0059919022,0.84881382
44297,31,3037,2031,0.0033898239,0.84881754
44298,15,10681,1027,0.010278297,0.84881873
44299,18,10535,1067,0.010118418,0.84881886
44300,29,6715,3032,0.0049409685,0.84882036
44301,8,1484,754,0.015655145,0.84882451
44302,12,4979,547,0.034721088,0.84882591
44303,16,9452,1040,0.010199874,0.84882666
44304,6,3511,726,0.013114589,0.84882865
44305,17,14234,1185,0.0092897546,0.84882875
44306,24,3413,1512,0.008552867,0.84883072
44307,27,1236,2145,0.0076538902,0.84883243
44308,21,3120,1463,0.0091613187,0.84883428
44309,30,5062,2538,0.0050032777,0.84883514
44310,22,654,1411,0.0078201648,0.84883576
44311,23,10853,1594,0.0088499309,0.84884056
44312,19,13075,918,0.010842944,0.8488408
44313,4,11680,1268,0.0065737865,0.8488428
44314,28,7872,2816,0.0059903278,0.84884644
44315,10,842,687,0.017068947,0.848851
44316,29,1591,3033,0.0049379459,0.84885206
44317,25,12452,1728,0.0086242259,0.84885305
44318,20,5186,1078,0.0088880518,0.84885306
44319,31,9383,2032,0.0033892384,0.84885602
44320,26,13427,2478,0.059250265,0.84885656
44321,15,7218,1028,0.010276433,0.84886485
44322,18,6558,1068,0.010109011,0.84886541
44323,27,3666,2146,0.0076537472,0.84886904
44324,9,7843,1000,0.013360068,0.84886951
44325,30,5237,2539,0.0050022509,0.84887049
44326,24,6419,1513,0.0085518649,0.84887112
44327,17,25,1186,0.0092772385,0.84887205
44328,16,13439,1041,0.010197646,0.84887351
44329,2,11416,868,0.23853944,0.84887432
44330,22,13953,1412,0.0078198873,0.8488754
44331,21,724,1464,0.0091596888,0.84887578
44332,28,9121,2817,0.0059898938,0.84887906
44333,23,2683,1595,0.0088397292,0.84888189
44334,4,3443,1269,0.0065707983,0.84888275
44335,29,4380,3034,0.0049376851,0.84888376
44336,7,2927,559,0.02348741,0.84888879
44337,6,3006,727,0.013078638,0.84888952
44338,14,1945,666,0.018108681,0.84889004
44339,13,1283,661,0.021777909,0.84889037
44340,8,4636,755,0.015619138,0.84889164
44341,19,11502,919,0.010838246,0.84889193
44342,25,4621,1729,0.0086226715,0.84889247
44343,31,871,2033,0.0033885397,0.8488945
44344,20,5057,1079,0.0088820988,0.84889775
44345,27,6920,2147,0.0076513197,0.84890566
44346,30,10059,2540,0.0050004562,0.84890585
44347,11,6918,562,0.037311111,0.84890639
44348,5,13904,2195,0.13481754,0.84890778
44349,15,6250,1029,0.010275607,0.8489109
44350,24,8179,1514,0.0085491436,0.84891145
44351,28,10036,2818,0.0059896684,0.84891167
44352,18,14018,1069,0.010095464,0.84891197
44353,22,8370,1413,0.0078111715,0.84891497
44354,17,2718,1187,0.0092697851,0.84891527
44355,29,14303,3035,0.0049369158,0.84891546
44356,21,10855,1465,0.009158765,0.84891727
44357,16,7066,1042,0.010178394,0.84892036
44358,4,682,1270,0.006568545,0.84892269
44359,23,8932,1596,0.0088318102,0.84892314
44360,9,30,1001,0.01335705,0.84892534
44361,10,6435,688,0.017050335,0.84892715
44362,0,6487,2600,0.20646141,0.8489277
44363,25,8681,1730,0.008620102,0.84893188
44364,31,8183,2034,0.0033880696,0.84893299
44365,30,11821,2541,0.0050002593,0.84894115
44366,27,369,2148,0.0076494822,0.84894219
44367,20,1764,1080,0.0088650025,0.84894244
44368,19,12500,920,0.010836121,0.84894299
44369,28,6173,2819,0.0059886668,0.84894429
44370,29,902,3036,0.0049367086,0.84894716
44371,6,5713,728,0.013075139,0.84895024
44372,24,421,1515,0.0085362317,0.84895178
44373,26,194,2479,0.059177682,0.8489543
44374,22,11659,1414,0.0078109405,0.84895453
44375,15,14225,1030,0.010269368,0.84895695
44376,18,2030,1070,0.010088764,0.84895845
44377,17,10146,1188,0.0092647038,0.8489585
44378,8,14229,756,0.015616646,0.84895864
44379,21,11798,1466,0.0091557242,0.84895877
44380,4,3727,1271,0.0065623852,0.84896255
44381,23,8223,1597,0.008831094,0.8489644
44382,16,13346,1043,0.01017723,0.84896713
44383,14,9835,667,0.01802389,0.84896746
44384,25,10037,1731,0.0086196503,0.8489713
44385,31,7795,2035,0.0033872991,0.84897147
44386,30,13007,2542,0.0049991403,0.84897645
44387,28,1633,2820,0.0059885369,0.84897683
44388,27,12322,2149,0.0076494697,0.84897873
44389,29,11522,3037,0.0049364022,0.84897887
44390,9,13717,1002,0.013319288,0.84898111
44391,3,8536,1609,0.18961945,0.84898177
44392,12,14235,548,0.034409042,0.84898265
44393,13,7,662,0.0216818,0.84898451
44394,20,9248,1081,0.0088599082,0.84898706
44395,24,10226,1516,0.0085160239,0.84899203
44396,7,9026,560,0.023221718,0.84899402
44397,19,2188,921,0.010828022,0.84899405
44398,22,12930,1415,0.0078072813,0.8489941
44399,21,4201,1467,0.0091553126,0.84900027
44400,17,11752,1189,0.0092568966,0.84900165
44401,4,10657,1272,0.0065428689,0.8490024
44402,15,9623,1031,0.010249279,0.849003
44403,10,7250,689,0.017030006,0.84900317
44404,18,1817,1071,0.010075512,0.84900486
44405,23,4318,1598,0.0088261962,0.84900566
44406,28,14006,2821,0.0059885206,0.84900936
44407,31,13317,2036,0.0033870249,0.84900995
44408,29,1197,3038,0.0049360842,0.84901057
44409,25,4780,1732,0.0086196018,0.84901071
44410,6,1587,729,0.013056478,0.84901097
44411,30,9098,2543,0.0049971803,0.84901175
44412,16,8979,1044,0.010173302,0.84901391
44413,27,3115,2150,0.0076485779,0.84901527
44414,8,12581,757,0.015603482,0.84902558
44415,20,12396,1082,0.0088577392,0.84903167
44416,24,6905,1517,0.0085130744,0.84903221
44417,22,12795,1416,0.0078060422,0.84903366
44418,9,3098,1003,0.013299191,0.84903675
44419,21,9168,1468,0.0091435676,0.84904177
44420,28,3477,2822,0.0059865857,0.8490419
44421,4,13773,1273,0.0065406649,0.84904216
44422,29,6488,3039,0.0049356543,0.84904217
44423,14,9481,668,0.017977817,0.8490445
44424,1,7093,563,0.12374708,0.84904453
44425,17,14249,1190,0.0092518739,0.8490448
44426,19,13118,922,0.010813526,0.84904511
44427,23,12009,1599,0.0088160532,0.84904685
44428,30,8260,2544,0.0049945763,0.84904705
44429,31,7727,2037,0.0033865282,0.84904843
44430,15,13161,1032,0.010229777,0.84904898
44431,25,5462,1733,0.0086181657,0.84905013
44432,18,5741,1072,0.010069688,0.84905121
44433,27,4793,2151,0.0076463493,0.84905181
44434,26,2589,2480,0.059090599,0.84905194
44435,0,5812,2601,0.20612347,0.84905309
44436,5,3730,2196,0.13477124,0.84906006
44437,16,12583,1045,0.010155558,0.84906069
44438,11,9536,563,0.036526538,0.84906863
44439,6,12153,730,0.013041433,0.84907162
44440,24,11393,1518,0.0085059255,0.8490724
44441,22,5624,1417,0.0078051137,0.84907323
44442,29,326,3040,0.0049339058,0.84907378
44443,28,5541,2823,0.0059852628,0.84907443
44444,20,1667,1083,0.0088501414,0.84907629
44445,13,4837,663,0.021645332,0.84907826
44446,10,9952,690,0.017016603,0.84907912
44447,4,1834,1274,0.0065379473,0.84908192
44448,30,12907,2545,0.004994296,0.84908234
44449,21,2181,1469,0.0091408156,0.8490832
44450,31,937,2038,0.003386226,0.84908691
44451,17,2830,1191,0.0092408871,0.84908789
44452,23,10666,1600,0.0088156583,0.84908804
44453,27,5210,2152,0.0076461961,0.84908835
44454,25,3251,1734,0.0086162863,0.84908954
44455,9,11972,1004,0.013296051,0.84909233
44456,8,11667,758,0.015554022,0.84909251
44457,15,11390,1033,0.010225296,0.84909482
44458,19,11140,923,0.010753897,0.8490961
44459,18,10815,1073,0.010057129,0.84909755
44460,7,9214,561,0.023207366,0.84909809
44461,29,12236,3041,0.0049336068,0.84910538
44462,28,7054,2824,0.0059842751,0.84910697
44463,16,1915,1046,0.010138679,0.8491074
44464,24,3813,1519,0.0085046943,0.84911251
44465,22,128,1418,0.0078047151,0.8491128
44466,30,8890,2546,0.0049934592,0.84911764
44467,20,14151,1084,0.0088481884,0.84912082
44468,14,8987,669,0.017924299,0.84912133
44469,4,11056,1275,0.0065346346,0.84912159
44470,21,11628,1470,0.0091374572,0.84912463
44471,27,13011,2153,0.0076461709,0.84912489
44472,31,12735,2039,0.0033859948,0.84912539
44473,25,12094,1735,0.0086102644,0.84912896
44474,23,5085,1601,0.0088118445,0.84912923
44475,17,5656,1192,0.0092356149,0.84913097
44476,6,6082,731,0.013034821,0.8491322
44477,29,4445,3042,0.0049327244,0.84913698
44478,12,8568,549,0.034338959,0.84913801
44479,28,10524,2825,0.0059820269,0.8491395
44480,15,608,1034,0.010219193,0.84914067
44481,18,8438,1074,0.010042313,0.84914382
44482,19,1958,924,0.01074447,0.8491468
44483,9,7227,1005,0.013285724,0.84914784
44484,26,6209,2481,0.058858689,0.84914938
44485,22,8877,1419,0.0078003136,0.84915228
44486,24,11351,1520,0.00850116,0.84915262
44487,30,3166,2547,0.0049926625,0.84915294
44488,16,12733,1047,0.010135637,0.84915397
44489,10,9555,691,0.017010322,0.849155
44490,8,3979,759,0.015532979,0.84915918
44491,4,5911,1276,0.0065341913,0.84916125
44492,27,12526,2154,0.0076461462,0.84916143
44493,31,3814,2040,0.0033849664,0.84916387
44494,20,8881,1085,0.008836993,0.84916536
44495,21,235,1471,0.0091348449,0.84916606
44496,25,7376,1736,0.0086079799,0.84916831
44497,29,12137,3043,0.0049313852,0.84916859
44498,23,3975,1602,0.0088115837,0.84917034
44499,13,1385,664,0.021532115,0.84917187
44500,28,4297,2826,0.0059804199,0.84917204
44501,17,10737,1193,0.0092284326,0.84917398
44502,0,5474,2602,0.2055344,0.84917833
44503,15,5569,1035,0.010216695,0.84918651
44504,30,5636,2548,0.0049901051,0.84918819
44505,18,2778,1075,0.010030547,0.84919002
44506,3,2258,1610,0.18940419,0.84919141
44507,22,14114,1420,0.0077972263,0.84919177
44508,6,10662,732,0.013026813,0.84919271
44509,24,5014,1521,0.0085002445,0.84919273
44510,19,11594,925,0.010664741,0.84919743
44511,27,5711,2155,0.0076452396,0.84919797
44512,14,11411,670,0.017803567,0.84919797
44513,29,1222,3044,0.00493035,0.84920019
44514,16,9523,1048,0.010134296,0.84920054
44515,4,4494,1277,0.0065338714,0.84920092
44516,7,6832,562,0.023063475,0.8492021
44517,31,6704,2041,0.0033847194,0.84920235
44518,9,3344,1006,0.013270522,0.84920336
44519,28,1500,2827,0.0059800781,0.84920457
44520,21,76,1472,0.0091295075,0.84920748
44521,25,4356,1737,0.0086015472,0.84920765
44522,20,9388,1086,0.0088214884,0.84920982
44523,23,5757,1603,0.0087926313,0.84921146
44524,5,9370,2197,0.13444787,0.84921226
44525,2,9561,869,0.23818819,0.84921537
44526,17,1298,1194,0.0092278123,0.84921699
44527,30,11588,2549,0.0049887504,0.84922343
44528,8,10228,760,0.015514206,0.84922579
44529,11,7060,564,0.035604216,0.84922748
44530,10,12507,692,0.016981738,0.84923088
44531,22,6934,1421,0.0077936649,0.84923126
44532,29,4076,3045,0.0049300417,0.8492318
44533,15,5409,1036,0.010216651,0.84923235
44534,24,13617,1522,0.0084942039,0.84923284
44535,27,7516,2156,0.0076450342,0.84923451
44536,18,6081,1076,0.010025295,0.84923615
44537,28,8705,2828,0.0059775687,0.84923711
44538,4,13039,1278,0.0065301023,0.84924059
44539,31,3994,2042,0.0033843415,0.84924083
44540,26,354,2482,0.058830421,0.84924641
44541,25,8776,1738,0.0086002061,0.849247
44542,16,12907,1049,0.010123534,0.84924711
44543,19,1212,926,0.010663982,0.8492477
44544,21,1804,1473,0.0091212541,0.84924884
44545,23,2405,1604,0.0087835127,0.8492525
44546,6,2182,733,0.013018343,0.84925322
44547,20,130,1087,0.0088102128,0.84925421
44548,30,11809,2550,0.004988302,0.84925868
44549,9,6388,1007,0.013245157,0.84925881
44550,17,3940,1195,0.00922684,0.84926001
44551,29,11231,3046,0.0049297516,0.8492634
44552,13,4222,665,0.021301834,0.84926496
44553,28,13366,2829,0.0059772171,0.84926964
44554,22,8306,1422,0.007791278,0.84927075
44555,27,7454,2157,0.0076411897,0.84927104
44556,24,14031,1523,0.0084816609,0.84927295
44557,14,6332,671,0.01777593,0.84927409
44558,15,12359,1037,0.010211564,0.8492782
44559,31,2977,2043,0.0033837885,0.84927931
44560,4,4394,1279,0.006528174,0.84928025
44561,18,4168,1077,0.010021696,0.84928229
44562,25,6197,1739,0.0085963542,0.84928634
44563,21,9719,1474,0.0091196895,0.8492902
44564,8,6289,761,0.015486433,0.84929233
44565,12,13860,550,0.034131687,0.84929303
44566,23,578,1605,0.0087813139,0.84929355
44567,16,11609,1050,0.010102921,0.84929361
44568,30,4758,2551,0.0049881167,0.84929393
44569,29,1316,3047,0.0049294112,0.849295
44570,19,517,927,0.010653704,0.84929796
44571,20,10470,1088,0.0088049704,0.84929852
44572,28,6866,2830,0.0059771752,0.84930218
44573,17,13934,1196,0.0092255464,0.84930302
44574,0,13096,2603,0.20549583,0.84930319
44575,7,855,563,0.023010356,0.84930542
44576,10,9662,693,0.0169507,0.84930662
44577,27,10657,2158,0.0076409183,0.84930758
44578,22,9771,1423,0.0077874633,0.84931024
44579,24,8622,1524,0.0084744561,0.84931299
44580,6,354,734,0.013012028,0.84931366
44581,9,8530,1008,0.013218459,0.84931413
44582,31,4604,2044,0.003383734,0.84931779
44583,4,7520,1280,0.0065281382,0.84931992
44584,15,10119,1038,0.010209861,0.84932397
44585,25,10006,1740,0.008591651,0.84932562
44586,29,12735,3048,0.0049291146,0.84932661
44587,18,2669,1078,0.010015578,0.84932842
44588,30,3010,2552,0.0049878238,0.84932917
44589,21,1903,1475,0.0091099683,0.84933156
44590,23,3026,1606,0.0087740831,0.84933452
44591,28,10472,2831,0.0059769987,0.84933471
44592,16,954,1051,0.010101597,0.84934004
44593,20,13218,1089,0.0087997802,0.84934282
44594,26,4431,2483,0.058815796,0.84934345
44595,27,1626,2159,0.0076373359,0.84934412
44596,17,172,1197,0.0092183296,0.84934603
44597,19,11551,928,0.010647401,0.84934816
44598,22,11226,1424,0.0077867326,0.84934965
44599,14,10432,672,0.017771401,0.84935008
44600,24,8999,1525,0.0084631164,0.84935295
44601,31,4894,2045,0.0033826458,0.84935627
44602,13,3329,666,0.021177955,0.84935705
44603,1,9695,564,0.12320663,0.84935764
44604,29,2218,3049,0.0049286345,0.84935821
44605,8,4241,762,0.015436932,0.84935874
44606,4,10196,1281,0.0065271081,0.84935959
44607,5,4254,2198,0.1342833,0.84936413
44608,30,3548,2553,0.0049871793,0.84936442
44609,25,14325,1741,0.0085883755,0.84936489
44610,28,9259,2832,0.0059760897,0.84936725
44611,9,8714,1009,0.013190906,0.84936933
44612,15,9441,1039,0.01019501,0.84936975
44613,21,6813,1476,0.0091060419,0.84937286
44614,6,4900,735,0.013004283,0.8493741
44615,18,11702,1079,0.010013461,0.84937448
44616,23,4484,1607,0.0087567363,0.8493755
44617,27,6012,2160,0.0076372703,0.84938066
44618,10,11146,694,0.016807487,0.84938223
44619,11,10867,565,0.032441594,0.84938228
44620,16,11142,1052,0.010098912,0.84938646
44621,20,13433,1090,0.0087971753,0.84938713
44622,17,710,1198,0.0091903592,0.84938897
44623,22,10326,1425,0.0077841566,0.84938906
44624,29,9633,3050,0.0049281758,0.84938982
44625,24,11516,1526,0.0084595243,0.84939292
44626,31,10652,2046,0.0033820735,0.84939467
44627,19,6785,929,0.010635248,0.84939836
44628,4,9009,1282,0.0065253773,0.84939926
44629,30,3550,2554,0.0049839206,0.84939966
44630,28,12896,2833,0.005974493,0.84939978
44631,3,3367,1611,0.18928765,0.84940078
44632,25,13703,1742,0.0085866926,0.84940417
44633,7,6771,564,0.022939004,0.84940854
44634,21,9336,1477,0.0090842973,0.84941415
44635,15,9117,1040,0.010191788,0.84941546
44636,23,1976,1608,0.0087545747,0.8494164
44637,27,512,2161,0.0076315091,0.8494172
44638,18,7583,1080,0.010012875,0.84942054
44639,29,2844,3051,0.0049246182,0.84942142
44640,9,3032,1010,0.013159066,0.84942439
44641,8,9650,763,0.015428623,0.84942495
44642,14,11730,673,0.01757638,0.84942607
44643,0,3991,2604,0.20543195,0.84942799
44644,22,3241,1426,0.0077762334,0.84942847
44645,20,12954,1091,0.0087970169,0.84943144
44646,17,13994,1199,0.0091846632,0.84943177
44647,28,12463,2834,0.0059740627,0.84943232
44648,24,1806,1527,0.0084572146,0.84943282
44649,16,9206,1053,0.010096524,0.84943289
44650,31,14271,2047,0.0033815915,0.84943306
44651,6,5806,736,0.013003379,0.84943447
44652,30,1723,2555,0.0049824859,0.84943485
44653,4,11182,1283,0.0065215891,0.84943892
44654,26,3232,2484,0.058792833,0.84944048
44655,25,13426,1743,0.008578307,0.84944345
44656,12,4319,551,0.03326853,0.84944716
44657,19,10749,930,0.010629166,0.84944848
44658,13,13839,667,0.021058043,0.84944862
44659,29,8713,3052,0.004922864,0.84945303
44660,27,6347,2162,0.0076306821,0.84945367
44661,21,1797,1478,0.0090704132,0.8494553
44662,10,12094,695,0.016758118,0.84945716
44663,23,6120,1609,0.0087460987,0.8494573
44664,15,14031,1041,0.010176106,0.84946117
44665,28,3706,2835,0.005970499,0.84946485
44666,18,11999,1081,0.010012814,0.8494666
44667,22,1703,1427,0.0077667874,0.84946788
44668,30,141,2556,0.0049823816,0.84947005
44669,31,2067,2048,0.0033808642,0.84947145
44670,24,557,1528,0.0084557999,0.84947271
44671,17,7745,1200,0.0091838408,0.84947457
44672,20,1338,1092,0.0087861605,0.84947575
44673,4,11510,1284,0.0065204771,0.8494785
44674,16,3191,1054,0.010083366,0.84947932
44675,9,8168,1011,0.013132883,0.84947933
44676,25,9090,1744,0.0085732322,0.84948265
44677,29,7109,3053,0.0049224608,0.84948463
44678,27,3521,2163,0.0076247202,0.84949013
44679,8,8972,764,0.015416387,0.8494911
44680,6,7114,737,0.012986694,0.84949484
44681,21,1821,1479,0.0090601202,0.84949638
44682,28,5044,2836,0.0059704576,0.84949731
44683,23,6952,1610,0.0087341424,0.84949814
44684,19,3320,931,0.010627625,0.84949861
44685,14,5641,674,0.017378975,0.84950121
44686,30,3826,2557,0.0049807834,0.84950524
44687,15,10788,1042,0.010162476,0.8495068
44688,22,11390,1428,0.0077663143,0.84950721
44689,31,6678,2049,0.0033756611,0.84950985
44690,7,3632,565,0.02264389,0.84951131
44691,24,9664,1529,0.0084524099,0.84951261
44692,18,10623,1082,0.010011413,0.84951267
44693,5,12932,2199,0.13424924,0.84951579
44694,29,2933,3054,0.0049217045,0.84951623
44695,17,6595,1201,0.0091832923,0.84951737
44696,4,12191,1285,0.0065134605,0.84951807
44697,20,8224,1093,0.008780418,0.84951998
44698,25,11350,1745,0.0085675828,0.84952186
44699,11,8313,566,0.031790487,0.84952335
44700,16,9582,1055,0.01008203,0.84952568
44701,27,653,2164,0.0076243621,0.8495266
44702,28,13753,2837,0.0059695859,0.84952976
44703,10,12639,696,0.016703969,0.84953188
44704,9,11348,1012,0.01313277,0.84953421
44705,26,7601,2485,0.058771439,0.84953742
44706,21,11087,1480,0.0090600038,0.84953746
44707,23,11804,1611,0.0087325592,0.8495389
44708,13,9330,668,0.021046344,0.84953966
44709,30,10648,2558,0.0049800198,0.84954043
44710,22,5900,1429,0.0077575324,0.84954654
44711,29,2596,3055,0.0049196938,0.84954784
44712,31,9620,2050,0.0033747354,0.84954816
44713,19,6702,932,0.010624988,0.84954866
44714,15,11169,1043,0.010160732,0.84955238
44715,24,370,1530,0.0084434059,0.8495525
44716,0,11503,2605,0.20530654,0.84955278
44717,6,12341,738,0.012981614,0.84955514
44718,2,13976,870,0.23698106,0.8495559
44719,8,11563,765,0.015402217,0.84955718
44720,4,11437,1286,0.0065119001,0.84955765
44721,18,9709,1083,0.010006228,0.84955873
44722,17,12193,1202,0.0091787269,0.84956017
44723,25,8094,1746,0.0085644489,0.849561
44724,28,3968,2838,0.0059668147,0.84956221
44725,27,9722,2165,0.007623875,0.84956306
44726,20,4314,1094,0.008779861,0.84956413
44727,16,7762,1056,0.010055725,0.84957204
44728,14,1,675,0.017203238,0.8495755
44729,30,2643,2559,0.0049780668,0.84957562
44730,21,4494,1481,0.0090593398,0.84957855
44731,29,8468,3056,0.0049193781,0.84957934
44732,23,6200,1612,0.0087305009,0.84957966
44733,22,7657,1430,0.0077532912,0.8495858
44734,31,1460,2051,0.0033741703,0.84958646
44735,9,8043,1013,0.013131754,0.84958909
44736,24,14280,1531,0.0084420359,0.84959232
44737,28,11771,2839,0.005964383,0.84959466
44738,4,4649,1287,0.0065052975,0.84959722
44739,12,10815,552,0.032820709,0.84959735
44740,15,3603,1044,0.010157464,0.84959795
44741,19,1713,933,0.0106193,0.84959871
44742,27,9077,2166,0.0076213232,0.84959953
44743,25,245,1747,0.0085582873,0.84960013
44744,17,12525,1203,0.0091723492,0.84960296
44745,18,2991,1084,0.0099873943,0.84960479
44746,10,9052,697,0.016649285,0.8496064
44747,20,5432,1095,0.0087660495,0.84960829
44748,3,9037,1612,0.18921049,0.84961001
44749,30,3808,2560,0.004977758,0.84961076
44750,29,7275,3057,0.0049192128,0.84961085
44751,7,11355,566,0.022517918,0.84961279
44752,6,8664,739,0.012905453,0.84961544
44753,16,8019,1057,0.01003976,0.84961826
44754,21,2073,1482,0.0090586217,0.84961963
44755,23,2273,1613,0.0087087406,0.84962042
44756,8,10341,766,0.015381426,0.8496232
44757,31,3199,2052,0.0033678056,0.84962477
