variant,layer,neuron_index
delta_harmfulness,2,3328
delta_harmfulness,4,10711
delta_harmfulness,5,5733
delta_harmfulness,7,3720
delta_harmfulness,8,7503
delta_harmfulness,9,802
delta_harmfulness,9,4434
delta_harmfulness,10,853
delta_harmfulness,10,1084
delta_harmfulness,10,1156
delta_harmfulness,10,1656
delta_harmfulness,10,2277
delta_harmfulness,10,9322
delta_harmfulness,11,898
delta_harmfulness,11,1525
delta_harmfulness,11,3787
delta_harmfulness,11,3969
delta_harmfulness,11,4146
delta_harmfulness,11,4800
delta_harmfulness,11,5133
delta_harmfulness,11,5533
delta_harmfulness,11,7366
delta_harmfulness,11,7480
delta_harmfulness,12,678
delta_harmfulness,12,1559
delta_harmfulness,12,2243
delta_harmfulness,12,2691
delta_harmfulness,12,4317
delta_harmfulness,12,4319
delta_harmfulness,12,7342
delta_harmfulness,12,8845
delta_harmfulness,12,11237
delta_harmfulness,12,12363
delta_harmfulness,12,12559
delta_harmfulness,12,12565
delta_harmfulness,12,13336
delta_harmfulness,12,13868
delta_harmfulness,13,1781
delta_harmfulness,13,2036
delta_harmfulness,13,2127
delta_harmfulness,13,2564
delta_harmfulness,13,3714
delta_harmfulness,13,3753
delta_harmfulness,13,4012
delta_harmfulness,13,5157
delta_harmfulness,13,5538
delta_harmfulness,13,5570
delta_harmfulness,13,6746
delta_harmfulness,13,8261
delta_harmfulness,13,8310
delta_harmfulness,13,8395
delta_harmfulness,13,10101
delta_harmfulness,13,10402
delta_harmfulness,13,12855
delta_harmfulness,13,13416
delta_harmfulness,14,366
delta_harmfulness,14,1464
delta_harmfulness,14,3917
delta_harmfulness,14,3940
delta_harmfulness,14,4484
delta_harmfulness,14,4538
delta_harmfulness,14,8090
delta_harmfulness,14,8258
delta_harmfulness,14,8955
delta_harmfulness,14,11317
delta_harmfulness,14,12639
delta_harmfulness,14,13175
delta_harmfulness,14,13798
delta_harmfulness,15,225
delta_harmfulness,15,344
delta_harmfulness,15,415
delta_harmfulness,15,3973
delta_harmfulness,15,4368
delta_harmfulness,15,5393
delta_harmfulness,15,5647
delta_harmfulness,15,6226
delta_harmfulness,15,6777
delta_harmfulness,15,7361
delta_harmfulness,15,7516
delta_harmfulness,15,8697
delta_harmfulness,15,11101
delta_harmfulness,16,458
delta_harmfulness,16,3196
delta_harmfulness,16,3285
delta_harmfulness,16,5033
delta_harmfulness,16,6003
delta_harmfulness,16,6673
delta_harmfulness,16,7048
delta_harmfulness,16,8328
delta_harmfulness,16,9024
delta_harmfulness,16,9576
delta_harmfulness,16,10940
delta_harmfulness,16,11277
delta_harmfulness,16,12418
delta_harmfulness,16,12963
delta_harmfulness,16,13422
delta_harmfulness,16,13510
delta_harmfulness,17,1195
delta_harmfulness,17,1580
delta_harmfulness,17,1994
delta_harmfulness,17,2120
delta_harmfulness,17,2941
delta_harmfulness,17,3349
delta_harmfulness,17,4044
delta_harmfulness,17,7176
delta_harmfulness,17,7619
delta_harmfulness,17,7640
delta_harmfulness,17,8931
delta_harmfulness,17,11170
delta_harmfulness,17,12136
delta_harmfulness,18,123
delta_harmfulness,18,9419
delta_harmfulness,18,11101
delta_harmfulness,18,11215
delta_harmfulness,19,613
delta_harmfulness,19,1035
delta_harmfulness,19,4082
delta_harmfulness,19,8064
delta_harmfulness,19,9770
delta_harmfulness,19,10931
delta_harmfulness,19,12806
delta_harmfulness,20,3917
delta_harmfulness,20,5237
delta_harmfulness,20,5410
delta_harmfulness,20,9238
delta_harmfulness,20,11985
delta_harmfulness,21,1382
delta_harmfulness,21,1832
delta_harmfulness,21,2698
delta_harmfulness,21,4759
delta_harmfulness,21,6408
delta_harmfulness,21,11770
delta_harmfulness,21,12314
delta_harmfulness,21,13398
delta_harmfulness,21,14162
delta_harmfulness,21,14245
delta_harmfulness,22,4433
delta_harmfulness,22,5523
delta_harmfulness,22,8514
delta_harmfulness,22,9766
delta_harmfulness,22,10310
delta_harmfulness,22,10929
delta_harmfulness,22,14052
delta_harmfulness,23,1751
delta_harmfulness,23,2565
delta_harmfulness,23,4616
delta_harmfulness,23,6839
delta_harmfulness,23,11765
delta_harmfulness,23,12485
delta_harmfulness,23,13591
delta_harmfulness,24,2788
delta_harmfulness,24,3644
delta_harmfulness,24,4413
delta_harmfulness,24,5326
delta_harmfulness,24,9551
delta_harmfulness,24,10772
delta_harmfulness,24,12012
delta_harmfulness,25,1684
delta_harmfulness,25,1877
delta_harmfulness,25,2226
delta_harmfulness,25,2815
delta_harmfulness,25,3634
delta_harmfulness,25,3814
