rank,neuron_id,layer,neuron_idx,score,importance
35,450391,31,5975,0.16917748749256134,0.16917748749256134
36,453935,31,9519,0.16844286024570465,0.16844286024570465
37,458612,31,14196,0.16681763529777527,0.16681763529777527
38,458411,31,13995,0.1658836007118225,0.1658836007118225
39,447890,31,3474,0.1653735190629959,0.1653735190629959
40,457329,31,12913,0.16399440169334412,0.16399440169334412
41,454241,31,9825,0.16254206001758575,0.16254206001758575
42,447825,31,3409,0.16232211887836456,0.16232211887836456
43,438306,30,8226,0.16145509481430054,0.16145509481430054
44,446893,31,2477,0.16043901443481445,0.16043901443481445
45,453603,31,9187,0.15930582582950592,0.15930582582950592
46,458692,31,14276,0.15894715487957,0.15894715487957
47,447500,31,3084,0.15815319120883942,0.15815319120883942
48,447170,31,2754,0.1570594161748886,0.1570594161748886
49,457492,31,13076,0.15651948750019073,0.15651948750019073
50,453278,31,8862,0.15595412254333496,0.15595412254333496
51,454855,31,10439,0.15497198700904846,0.15497198700904846
52,458285,31,13869,0.15449738502502441,0.15449738502502441
53,450335,31,5919,0.15429861843585968,0.15429861843585968
54,451866,31,7450,0.15391720831394196,0.15391720831394196
55,456345,31,11929,0.15024712681770325,0.15024712681770325
56,455389,31,10973,0.1496284157037735,0.1496284157037735
57,450882,31,6466,0.1496121734380722,0.1496121734380722
58,446721,31,2305,0.1478222906589508,0.1478222906589508
59,449864,31,5448,0.14625228941440582,0.14625228941440582
60,445369,31,953,0.14508476853370667,0.14508476853370667
61,454108,31,9692,0.14466778934001923,0.14466778934001923
62,449956,31,5540,0.14320935308933258,0.14320935308933258
63,447903,31,3487,0.14276185631752014,0.14276185631752014
64,444676,31,260,0.14272534847259521,0.14272534847259521
65,458443,31,14027,0.14144828915596008,0.14144828915596008
66,456601,31,12185,0.14055852591991425,0.14055852591991425
67,447172,31,2756,0.13931387662887573,0.13931387662887573
68,449534,31,5118,0.13913166522979736,0.13913166522979736
69,457257,31,12841,0.13578449189662933,0.13578449189662933
