,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,30.17197107846436,27.36423746142512,15.568931646005586,17.76584996143536,21.545825308410034,18.953949600839632,23.016391631149155,22.3524441030191,47.77444806419469,15.497098312054284,16.337674260532754,31.617035984651245,21.644273245913837,20.332751161583527,21.661688085017285,27.7275038696809,19.87352828720941,39.13195987615862,37.35409582377136,19.041500789908966,28.21366001546959,27.569853427380597,23.30858155733861,31.87340789061429,39.3366760472338,23.505922899543076,31.807855119891034,37.03526412791696,22.99355823105025,25.22405176091543,28.719874937100823,12.61535034235344
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.224770407512477,9.132747640588972,5.871633198949795,9.341797977664816,8.367364915628466,9.746463494140546,14.876935190379259,13.739185119294136,20.049403773020018,12.698884086764327,11.855272266726681,18.832188603558084,18.07146385975471,8.287395884453922,11.691945906063793,22.52356993035662,14.823301273416535,12.955046537505691,12.317958350009787,8.307100864837816,13.960884751625276,15.189312981327287,15.06492161219276,29.210956362092347,17.65473871313307,10.203253546332093,16.21085237635741,16.42729817770079,14.300480067049,9.018637537036225,6.855158374297036,4.044246671852159
3,9.19717495893636,23.84371561618533,20.888327394917702,13.645024503045512,46.06717688937301,21.178232753143117,17.424610668039506,17.71312502656652,12.531172092108479,15.539730200994233,21.259565869550787,18.63761729468778,20.126880275642264,11.67287396072105,23.44894699103544,14.796662841051035,54.86484310159944,27.578474009610918,18.722706149781548,15.640369179667694,21.49900191504629,42.567360852346646,28.559742887189113,26.776410547656013,28.61769521634544,11.528829764917598,27.939125447913515,20.42257881833512,19.712783945980334,20.95539277518781,21.620254046640547,9.070223103242029
4,22.000924234114322,39.27127476139949,12.279468258842295,35.869567189768915,21.97523503731653,27.730637372128253,17.75892616314494,37.5655457148675,33.80569056553155,13.373137275224382,14.164327720072158,16.12515075421607,18.865862685289894,22.860912764088223,25.48575501617296,29.017974608988677,25.021100629876003,20.186728963728974,22.96391157194964,12.355122247851963,19.386514247584113,47.674643104962584,48.099335526000075,28.808285986256397,30.338910038448162,11.420484054928842,29.530039984042162,28.795278121018264,48.563547202663706,37.20697979946054,14.914034418296053,21.682691998855525
5,3.1853810625268713,10.52203096039933,4.985305878546783,30.37163031518953,9.395956839972106,11.789864953810955,10.555179138384664,23.398705478945978,28.643169298958654,9.93172611046335,11.65505256987576,8.68547742892776,17.214590024158742,9.060252810476396,7.033172784591667,9.119181203973334,10.41496113886885,7.408299187261231,14.5897590651259,7.863531203088109,7.911106353743969,15.21939566842909,38.13102029566825,28.232843860243705,13.316610647480712,7.178774933500707,11.173239863531903,12.293330866341995,31.030263105891425,8.108163045108657,2.866669609461525,6.293723142165597
6,10.042154515116259,10.207846844045596,5.487011076235408,9.762484652373375,11.038355024298765,6.819737782444736,10.918736369549894,12.118601628404406,9.395323908842174,6.999366932627027,10.617224274833651,14.792401942918765,18.00183962071681,7.7183819087639725,27.48130034169286,11.670954147634246,10.115937494206594,16.368057100289818,12.01521174905816,8.171320095356938,11.748260534693303,14.364428886471838,11.273294004471348,17.7176530035511,14.206408582741938,7.9476465662942894,12.27607240048263,10.148544978777243,9.387682227184609,18.137007736845113,4.891948924254731,6.454016312654018
7,8.292033612042173,11.13819508483095,7.750866127025789,13.234174280685446,12.3476532269276,7.284682020317995,20.218853777312493,9.048559309160753,9.712322459924787,9.224932949812105,9.632412845713585,9.505529602920609,9.61838902417911,6.074108013409366,16.751044516306028,12.558856148845605,9.461758854546458,16.026212579867533,7.86797367474271,10.571495910094688,8.014714353787783,10.011996079358287,26.25470357956892,51.04517647735753,19.762229060994564,9.938873262973432,23.0358387074437,12.734647201048086,9.78079432418136,13.55115447696721,4.328584140775162,5.52254136638501
8,5.768766157670806,6.379760917347306,5.309913592766771,9.667796260052144,8.60799939657007,5.298743085747309,6.445166480487897,12.99528896797848,5.659641253854721,3.834420567925447,10.075903024688989,5.812529531823394,10.3844807476834,8.062495782296798,7.770074136494629,4.6192776606363966,8.043576581196742,6.4653838128172305,10.653508238475357,5.546685887587606,6.329623496375683,15.403601940639605,12.32410866131222,33.189431310575735,14.972904295815065,6.104643917479466,14.47345866263519,11.756077806192703,14.710856825841708,37.777893629785005,5.463951338473362,4.6738376699978845
9,-1.3355509777938355,1.4113222238547838,0.537997817892619,4.620184895820608,4.323086487112779,1.4822769003289324,3.2853168292417787,14.012749010228367,3.184370529416989,2.839242323341263,5.254410107321215,4.3323596091966365,15.921196611319308,2.9980477314293523,6.050434083730223,3.6017299958915254,4.735499455166315,6.376080100218325,3.1793065438576757,3.6055612302033673,3.332375191305787,7.819333215935702,12.627003623855733,20.342022575446705,9.068614064135334,2.8801340585740185,9.61598633678742,5.619832564834319,5.415989747782494,4.521398472077072,-2.423008712970862,-0.43444062031224273
