method_a,method_b,layer_a,layer_b,cka,null_mean,null_std,z
siren,wang,7,17,0.36490318891043766,0.22491751557579742,0.010947439879697813,12.78706938544104
siren,wang,7,18,0.4093975710111422,0.22551777768425046,0.017818797049066356,10.319428007432546
siren,wang,7,19,0.34996067122104085,0.21309856906255206,0.017981079141424213,7.6114509636515875
siren,wang,7,20,0.34805523784196096,0.19702667764882867,0.01587368712264869,9.514396940433812
siren,wang,7,21,0.37871607141876107,0.20322091945406534,0.013178724258058041,13.316550868525109
siren,wang,7,22,0.2955500035115883,0.17695411866573268,0.013424558378037398,8.834248509796693
siren,wang,7,23,0.2992211059646043,0.1534758942901176,0.015011024236819739,9.709211668381432
siren,wang,7,24,0.35154973225652386,0.17118649698066474,0.012502654867625687,14.42599489352384
siren,wang,7,25,0.3013469281148325,0.17456285672405125,0.010891907813534057,11.640207901249587
siren,wang,7,26,0.34347305064954325,0.16465278340220071,0.012137663223267578,14.732676624652827
siren,wang,7,27,0.3560693852447092,0.18930876583235065,0.01421019730030166,11.735278257453787
siren,wang,7,28,0.3425699756669908,0.17497025269684974,0.01266412175032105,13.234216021801293
siren,wang,7,29,0.3056807684955647,0.18765216593866918,0.024726310741515607,4.773401248198538
siren,wang,7,30,0.3538773963639496,0.2259908244809286,0.017994360494684725,7.107036225088235
siren,wang,7,31,0.3530478649473382,0.23148722053027745,0.018273644107389297,6.652238803748256
siren,wang,8,0,0.3263942321797686,0.13891069385264848,0.018881655134124913,9.929401686204942
siren,wang,8,2,0.32773455272214164,0.17095649067334706,0.01535182407937301,10.212340972526153
siren,wang,8,3,0.4246753877855916,0.21544166098744616,0.014108340872038678,14.830498404870966
siren,wang,8,4,0.4361970337712724,0.21563271116530056,0.019089850647625292,11.55400985986285
siren,wang,8,5,0.4108077421989761,0.22541050836714843,0.013140146508391926,14.109221210998227
siren,wang,8,6,0.4471498680036045,0.24801515025052492,0.019529999759292715,10.196350241035093
siren,wang,8,7,0.5053200896181672,0.26553941074598597,0.022096669538100577,10.851439781851973
