method_a,method_b,layer_a,layer_b,cka,null_mean,null_std,z
siren,wang,31,9,0.37767194492027356,0.2877192123094885,0.011278114936956197,7.975865923836917
siren,wang,31,10,0.4164629411273593,0.28196629196225365,0.008533561036561074,15.760905510474473
siren,wang,31,11,0.43406778133919216,0.3137167204429783,0.008996810656825147,13.377080555198
siren,wang,31,12,0.44361282815335656,0.3182588055631883,0.01552539772497684,8.074126332267939
siren,wang,31,13,0.43016471821950303,0.29648123441554114,0.015594372071667431,8.572546761715667
siren,wang,31,14,0.4579325217724591,0.2977405529080417,0.0060542675092139725,26.45934766189662
siren,wang,31,15,0.4367419370740935,0.2702776573552309,0.013264565580807611,12.549546285912172
siren,wang,31,16,0.44974936015065126,0.2686572429942778,0.009206637723231086,19.669734228753693
siren,wang,31,17,0.4539183556335785,0.24602437368022567,0.02237548695618117,9.291148941718236
siren,wang,31,18,0.49026002096201704,0.25840992675668695,0.01929601833152761,12.015437082504844
siren,wang,31,19,0.4040722364761895,0.25521139759033895,0.018464148294609784,8.062155725282347
siren,wang,31,20,0.4552178664602691,0.23417156298514036,0.008273366799552774,26.7178174050107
siren,wang,31,21,0.465337251325738,0.24677664427063828,0.013034257187214097,16.768167446434607
siren,wang,31,22,0.40240065977406875,0.21682545609854822,0.014525419777069226,12.775892643631657
siren,wang,31,23,0.36046052294132175,0.1887529421419557,0.013279889245535897,12.92989554540799
siren,wang,31,24,0.4366194498536304,0.21283196069070506,0.007467938051605788,29.966436199186948
siren,wang,31,25,0.41186756076787945,0.22718819260274076,0.013666080224311013,13.513704378568395
siren,wang,31,26,0.4984792571587329,0.21011064920581624,0.01585603103270392,18.18668286900681
siren,wang,31,27,0.48348048221726586,0.23948872214536934,0.015206912110391305,16.04479320329406
siren,wang,31,28,0.5048920424216704,0.23719315879199027,0.023007047107716772,11.635516821273926
siren,wang,31,29,0.5003736532250209,0.26205744471195774,0.021882811473430793,10.890566269440145
siren,wang,31,30,0.6059497076433459,0.3916473159949907,0.02639979479206523,8.117577933324174
siren,wang,31,31,0.7037047895896588,0.48410767371954383,0.038767367949171794,5.664483494418049
siren,zhao_topk,0,0,0.6693660287158435,0.4408800591850145,0.013211871062119447,17.293990265007576
siren,zhao_topk,0,1,0.6458111287085674,0.334169569806359,0.01354779641511066,23.003117950208942
siren,zhao_topk,0,2,0.6670910978730156,0.38976406688418697,0.02902342478103415,9.55528277869029
siren,zhao_topk,0,3,0.6288983534568794,0.27889217667346866,0.029826230350889705,11.734844553460983
siren,zhao_topk,0,4,0.6245668450666862,0.30899398493211494,0.020761717339620855,15.19974744730506
siren,zhao_topk,0,5,0.5874229559161827,0.27587355214743214,0.02022528167491862,15.403958707536967
siren,zhao_topk,0,6,0.6034999116372748,0.25158053503842737,0.016472845827595513,21.36360531034096
siren,zhao_topk,0,7,0.5656908492627998,0.25854090371126903,0.015196592632737031,20.211764108873826
siren,zhao_topk,0,8,0.5683122566987553,0.26697045650130735,0.012502011622912666,24.103465049190426
siren,zhao_topk,0,9,0.4853357488976719,0.23809624508653876,0.02748540562655405,8.995301258070992
siren,zhao_topk,0,10,0.4825303425111317,0.24037962733544602,0.014893819108524406,16.258470269528914
siren,zhao_topk,0,11,0.5506277534628367,0.25560479269111713,0.005654521182480376,52.17470255232232
siren,zhao_topk,0,12,0.5237986028768691,0.25525947770414625,0.011975186598714547,22.424629709030892
siren,zhao_topk,0,13,0.5145605142289036,0.23451299799523082,0.015988501997874504,17.515556883997135
siren,zhao_topk,0,14,0.5385167031261481,0.24996365869690756,0.016619205745580033,17.362625437499187
siren,zhao_topk,0,15,0.570825905895013,0.250887517327532,0.018905391973741564,16.92312907406818
siren,zhao_topk,0,16,0.6165505570918547,0.27688128141236856,0.027221105091703248,12.478158933489233
siren,zhao_topk,0,17,0.5499324954681163,0.2561470726636649,0.00996514575784477,29.48129710728791
siren,zhao_topk,0,18,0.6191972513569053,0.23885729039690634,0.02083189887701407,18.257575231399873
siren,zhao_topk,0,19,0.5806791892506764,0.24732922062625717,0.03194345605167885,10.4356262542512
siren,zhao_topk,0,20,0.5410734312548772,0.22644081914353395,0.018326274134481513,17.168389482909195
siren,zhao_topk,0,21,0.5934040389892754,0.24377162642716854,0.014011441065622288,24.953351402229853
siren,zhao_topk,0,22,0.5488317192320336,0.205623983557206,0.019716441514942982,17.40718452742663
siren,zhao_topk,0,23,0.4672785985543533,0.15400665525172014,0.011330051451199696,27.649648781556234
siren,zhao_topk,0,24,0.5612983810889728,0.16022907414890245,0.010283383496621367,39.00168724348778
siren,zhao_topk,0,25,0.562697146879873,0.19663491744640968,0.02752736155405484,13.2981226229995
siren,zhao_topk,0,26,0.631587821268135,0.2261523567496848,0.015385406749323044,26.35194968350702
siren,zhao_topk,0,27,0.598239016307785,0.23774981878245632,0.011568207208647343,31.162062627635127
siren,zhao_topk,0,28,0.590498431777787,0.304918730117743,0.012565369653386917,22.727520919614793
siren,zhao_topk,0,29,0.607956198481017,0.336346751326695,0.009738297072456705,27.890856597764724
siren,zhao_topk,0,30,0.6161229831744102,0.3639517889380855,0.015854889631514286,15.904947943320375
siren,zhao_topk,0,31,0.6370993768880385,0.4604935863088281,0.022692704213018205,7.7824920697594235
siren,zhao_topk,1,0,0.5265042687787944,0.2248360674876483,0.005065583038307161,59.55251330594296
siren,zhao_topk,1,1,0.5280490379105397,0.20194385074651144,0.004390214730404083,74.28000842546784
siren,zhao_topk,1,2,0.5467827404894335,0.22693468767963615,0.013132930134712601,24.35466034836992
siren,zhao_topk,1,3,0.5129508952674244,0.1694713788276303,0.01735621329429661,19.790003188809866
siren,zhao_topk,1,4,0.5039308582586974,0.17920057588085336,0.007632682547307939,42.54471221161648
siren,zhao_topk,1,5,0.4678000730891139,0.16515253696475984,0.009257305084670077,32.69283375196662
siren,zhao_topk,1,6,0.47314904979572603,0.15120473098130804,0.009551431750408344,33.706393682879444
siren,zhao_topk,1,7,0.45890718896613275,0.15900720622582307,0.005711557176956862,52.50756903042989
siren,zhao_topk,1,8,0.4453401781083393,0.1609703453658508,0.00829807906766566,34.269356850378244
siren,zhao_topk,1,9,0.40510104975773514,0.14004215704616682,0.011780389145731693,22.500011623776054
siren,zhao_topk,1,10,0.37224632902999955,0.1448390611649249,0.0034814623397382135,65.31946799176762
siren,zhao_topk,1,11,0.43238239513627014,0.15113278333441066,0.011973601518917056,23.489140786714348
siren,zhao_topk,1,12,0.42394791952982064,0.151464246983556,0.006326628455206144,43.069333765291596
siren,zhao_topk,1,13,0.404608507307512,0.14126389163783562,0.007025168545682179,37.48587866002641
siren,zhao_topk,1,14,0.4204160806525427,0.1532764186286386,0.00951494190315236,28.075805900128415
siren,zhao_topk,1,15,0.45211600311651895,0.15078980971621175,0.012023520909798212,25.06139388461082
siren,zhao_topk,1,16,0.4936699253586126,0.16479271450944405,0.012216392604554096,26.920975896482556
siren,zhao_topk,1,17,0.43453087541646507,0.15743687434047832,0.010603416221950306,26.132521375740197
siren,zhao_topk,1,18,0.48465407036923425,0.1411859742102513,0.00861604437465288,39.86377985348067
siren,zhao_topk,1,19,0.443320957659042,0.14711889886302676,0.014749652250732982,20.081968968542668
siren,zhao_topk,1,20,0.41994873961374934,0.1381411977813281,0.01164673849619475,24.196262492241416
siren,zhao_topk,1,21,0.4551228311346874,0.14849653410087477,0.004449963560913555,68.90535008580245
siren,zhao_topk,1,22,0.4196622652054596,0.1229651932139461,0.00862170506651289,34.41280694510172
siren,zhao_topk,1,23,0.3701494370834362,0.09050555193190674,0.0020397593586130827,137.09650796340551
siren,zhao_topk,1,24,0.4353162597998776,0.09734890949111871,0.006424504410908082,52.605979962427696
siren,zhao_topk,1,25,0.44700211482084956,0.1146909800435388,0.01365376878666956,24.338418203020446
siren,zhao_topk,1,26,0.493344244881998,0.1342221497838057,0.005520360873317803,65.05409761053458
siren,zhao_topk,1,27,0.4697387718552026,0.14137471892001707,0.006122105543788358,53.6358039871351
siren,zhao_topk,1,28,0.4635017408877651,0.1739140002512952,0.010273907813942553,28.186717837148105
siren,zhao_topk,1,29,0.48246081376780353,0.18777724898670894,0.005542367181339236,53.169260559508515
siren,zhao_topk,1,30,0.482574662059084,0.20419299081920234,0.012062131591675901,23.07897813285285
siren,zhao_topk,1,31,0.505066037859462,0.233348437275985,0.013773273285749517,19.72788856695445
siren,zhao_topk,2,0,0.45132091061781543,0.2732104767499771,0.023031780817849602,7.733246303290753
siren,zhao_topk,2,1,0.45870743874826414,0.2377332167966914,0.00600083891745718,36.82388829147396
siren,zhao_topk,2,2,0.5190456550388481,0.2958939541823091,0.012291138110885282,18.155495353104147
siren,zhao_topk,2,3,0.4895821139972618,0.21964656176828146,0.015211586122528403,17.74539157551789
siren,zhao_topk,2,4,0.48539044087862426,0.2316814537408307,0.015306077134519045,16.57570289944614
siren,zhao_topk,2,5,0.4484051604241297,0.21373206687295943,0.015001176876920444,15.643645527053192
siren,zhao_topk,2,6,0.4653570940193989,0.19724613027109333,0.01014928191215893,26.41674219602731
siren,zhao_topk,2,7,0.4537338172417597,0.20550650461051334,0.01128705705080333,21.99220855480476
siren,zhao_topk,2,8,0.4558382347904651,0.20809568478603677,0.018961340430453506,13.065666476117531
siren,zhao_topk,2,9,0.4040083091916709,0.1820525639900939,0.01692267428486774,13.11587881828169
siren,zhao_topk,2,10,0.3941891636684588,0.19025698518289336,0.007605691993390047,26.813099802463572
siren,zhao_topk,2,11,0.43370195597017525,0.20457241347806523,0.012742687245452173,17.98125764829437
siren,zhao_topk,2,12,0.4248172441352576,0.2046416459824148,0.012364544334407061,17.807012712967985
siren,zhao_topk,2,13,0.39114718058909104,0.18351655979150963,0.010058722546908521,20.641847891648553
siren,zhao_topk,2,14,0.41706939415431854,0.19675714883266165,0.01566007609249051,14.068401968193719
siren,zhao_topk,2,15,0.4375944878656294,0.19484565909015755,0.011162324525305078,21.747157433486034
siren,zhao_topk,2,16,0.46352322293833403,0.21107748515737076,0.011624963513406738,21.71583054775396
siren,zhao_topk,2,17,0.43113644046872146,0.20512859643378376,0.012544501754002946,18.016486303477034
siren,zhao_topk,2,18,0.45072554085598077,0.18424094759894077,0.009364195367428899,28.457820752431388
siren,zhao_topk,2,19,0.43782929293401146,0.19398895675929212,0.018383229877799837,13.26428151068211
siren,zhao_topk,2,20,0.40196495668153776,0.17707258845997545,0.014259178618463689,15.77176177107126
siren,zhao_topk,2,21,0.4393112003101861,0.1888156238882207,0.006308711071415578,39.70630031813425
siren,zhao_topk,2,22,0.41519770247679255,0.1562565484845684,0.012829865478832437,20.182686593202593
siren,zhao_topk,2,23,0.35077824723979567,0.11669443632478446,0.008339433280562476,28.069510605788164
siren,zhao_topk,2,24,0.40903305700795056,0.119372003104109,0.011850245642067955,24.44346409795549
siren,zhao_topk,2,25,0.41573521520160567,0.1476783667915412,0.01827411924167637,14.66866035320203
siren,zhao_topk,2,26,0.45499071687803566,0.16547989184673537,0.012148847461608122,23.83031196549226
siren,zhao_topk,2,27,0.43638141859574414,0.17712587239447253,0.006752865007602207,38.39193378061137
siren,zhao_topk,2,28,0.4474008342488613,0.21976496060436101,0.012701996500475694,17.921267230389745
siren,zhao_topk,2,29,0.44912597515191177,0.2390419865470892,0.013904180691734602,15.109411569263328
siren,zhao_topk,2,30,0.4435478908942486,0.2532708107070371,0.011548058104726028,16.476976341965308
siren,zhao_topk,2,31,0.4658048498706064,0.2925984637838708,0.017272947537525483,10.027610268047459
siren,zhao_topk,3,0,0.41837690848958575,0.329507888233575,0.012258812825053311,7.249398577518803
siren,zhao_topk,3,1,0.42449952454413026,0.2934925276346022,0.01050046330203075,12.476306343948824
siren,zhao_topk,3,2,0.4734541685295082,0.3544113705709172,0.012818971377589009,9.286454774890103
siren,zhao_topk,3,3,0.5063456306714256,0.3098062435290847,0.017774128100843434,11.057610591487439
siren,zhao_topk,3,4,0.4969316012297091,0.32625764893409637,0.012923037006814063,13.206953768345606
siren,zhao_topk,3,5,0.47253568546025787,0.31592673328854703,0.015255056314909034,10.26603566311677
siren,zhao_topk,3,6,0.4799925757381072,0.28977419727682346,0.017325868896735517,10.978865163704665
siren,zhao_topk,3,7,0.4706005409804738,0.2948991694506626,0.006594525425991794,26.64352022016601
siren,zhao_topk,3,8,0.47081837870524523,0.30897977744443184,0.015330223634244654,10.556832380403005
siren,zhao_topk,3,9,0.431233595294901,0.2746222880182584,0.02199129803529544,7.121512655837128
siren,zhao_topk,3,10,0.43370751072131986,0.27343263477193547,0.012270537003893325,13.061765422208556
siren,zhao_topk,3,11,0.45983481590473446,0.2893108195411968,0.013890426339955029,12.276368787402514
siren,zhao_topk,3,12,0.4841050391757291,0.29353645012991997,0.010095634449266687,18.876336103834603
siren,zhao_topk,3,13,0.41745467204117154,0.2671714372161294,0.010899468834525982,13.788124642275557
siren,zhao_topk,3,14,0.43737227781700105,0.2806131671565212,0.0047547149772488905,32.96919193065527
siren,zhao_topk,3,15,0.4639511174869701,0.2878072613570156,0.01497901802987354,11.759372729150895
siren,zhao_topk,3,16,0.49083870584980144,0.3098544164088179,0.013061490716949307,13.856327226579765
siren,zhao_topk,3,17,0.459365947776411,0.3022777902052366,0.016885542740801316,9.303115687930777
siren,zhao_topk,3,18,0.46591985685262627,0.27609441496944864,0.012478021170599325,15.212784085544248
siren,zhao_topk,3,19,0.4676542901369278,0.2863265441131483,0.022863116432963165,7.931016165510495
siren,zhao_topk,3,20,0.4180422894370431,0.2649112524768638,0.01672397093308948,9.156380238451588
siren,zhao_topk,3,21,0.46556076507229294,0.2862111242692307,0.006566520516207332,27.312735924664466
siren,zhao_topk,3,22,0.43374214047203247,0.23998740657796436,0.014093379953653217,13.747925233779279
siren,zhao_topk,3,23,0.3576270467106487,0.18550062496651049,0.007237251353089286,23.78339694816106
siren,zhao_topk,3,24,0.40880661547045194,0.1857914128877862,0.01391482945840404,16.027160321966637
siren,zhao_topk,3,25,0.4198981892743323,0.22291007197379784,0.028041580587295757,7.0248578423492996
siren,zhao_topk,3,26,0.4532190357077145,0.25482995305996603,0.015756870153460032,12.590640191585537
siren,zhao_topk,3,27,0.4419270439640025,0.26763284120620956,0.013120650226245511,13.283960760507783
siren,zhao_topk,3,28,0.4778286876646688,0.3287504202307206,0.003943290581432892,37.80554954176797
siren,zhao_topk,3,29,0.45743844210731166,0.3449815899754568,0.005051397217972422,22.26252406596404
siren,zhao_topk,3,30,0.44838470848580153,0.3681573407159201,0.00985907295716861,8.137414959643591
siren,zhao_topk,3,31,0.4900432538467369,0.3920821669950229,0.00917785435633538,10.673637110409413
siren,zhao_topk,4,0,0.38066043877241407,0.16252097636225993,0.02201694560264793,9.90779858146713
siren,zhao_topk,4,1,0.3896812907359447,0.1392126730170716,0.01414244959221268,17.710412618814615
siren,zhao_topk,4,2,0.406330497506396,0.16865280122292406,0.0198720556031413,11.960398110294173
siren,zhao_topk,4,3,0.4110753175252149,0.15032528649056168,0.007658692457471577,34.04628563982534
siren,zhao_topk,4,4,0.45052983618404197,0.1783749577141646,0.017712955449560138,15.364735672986507
siren,zhao_topk,4,5,0.3986582566872017,0.16626508653223293,0.016897173278487592,13.753375569086279
siren,zhao_topk,4,6,0.40736851387851536,0.14825995804140213,0.00681539163247401,38.0181462503947
siren,zhao_topk,4,7,0.37640248537540166,0.1593500928225223,0.007282395212557178,29.805082835742233
siren,zhao_topk,4,8,0.3834770835101824,0.16330320602812937,0.008481685760578419,25.958740243052578
siren,zhao_topk,4,9,0.34134022995034485,0.14970418778382816,0.009620444803544523,19.91966547075983
siren,zhao_topk,4,10,0.33087275760621804,0.14193452891714753,0.009989810877069238,18.913093652529714
siren,zhao_topk,4,11,0.3812730089642672,0.14998512151523147,0.004290652820652334,53.90505760237008
siren,zhao_topk,4,12,0.384209349255192,0.1547979445241718,0.013439501611324742,17.069933942915533
siren,zhao_topk,4,13,0.3205757821586004,0.14822053592693676,0.009572094064511833,18.00601258931042
siren,zhao_topk,4,14,0.36418131879406057,0.14826429650797232,0.006831272538816784,31.607145090347448
siren,zhao_topk,4,15,0.38150156938608004,0.15518907667365017,0.012350066199676553,18.324799968955386
siren,zhao_topk,4,16,0.39998014839027823,0.16712412685396694,0.009660756054769022,24.103291731640628
siren,zhao_topk,4,17,0.3614260206213805,0.16288728948139347,0.008531486300502749,23.271294607633305
siren,zhao_topk,4,18,0.39595591325312535,0.15344679166811825,0.006903453776786431,35.1286659440625
siren,zhao_topk,4,19,0.3662134335725596,0.1522428180664563,0.013435938253032312,15.925245522605241
siren,zhao_topk,4,20,0.3487376568488655,0.14137566357818576,0.006349063568640609,32.66024840180924
siren,zhao_topk,4,21,0.3699947542043468,0.15046286732460196,0.0094103794055557,23.328696688906888
siren,zhao_topk,4,22,0.3517574078097082,0.13602087904164034,0.008991025209386074,23.994652861483726
siren,zhao_topk,4,23,0.30225092614365123,0.09858604691328918,0.006987540459871479,29.14686224716444
siren,zhao_topk,4,24,0.3321717536094737,0.10045648914028751,0.005395010306385471,42.94992063220541
siren,zhao_topk,4,25,0.32911400314326866,0.11829915933991089,0.015468744555693076,13.628439143483693
siren,zhao_topk,4,26,0.39350531691010315,0.14263936825292625,0.008868735573745982,28.286551850729722
siren,zhao_topk,4,27,0.3655465145510462,0.1489253040598191,0.00576895636362189,37.549462474219006
siren,zhao_topk,4,28,0.3776644286354956,0.17695866346990288,0.00648855856974303,30.932257605180464
siren,zhao_topk,4,29,0.38689172674130184,0.18686164880920278,0.006685973986343753,29.91786661758853
siren,zhao_topk,4,30,0.37924257337560424,0.1992504746163054,0.012247934195767116,14.695710793539703
siren,zhao_topk,4,31,0.3909961573931369,0.2123129653361114,0.025617833872638628,6.974953188679618
siren,zhao_topk,5,0,0.36691049878353055,0.34074710875268954,0.014212112339856108,1.8409219829672343
siren,zhao_topk,5,1,0.3775503833367115,0.29740266886728145,0.00982269351419749,8.159443675361183
siren,zhao_topk,5,2,0.43304494322235165,0.36329125358551656,0.012093024019050713,5.768093202076569
siren,zhao_topk,5,3,0.4566364191945907,0.32933122912313356,0.017632970614360317,7.219724506758923
siren,zhao_topk,5,4,0.4805372616921375,0.3779733330237924,0.007478660544921001,13.714210994373797
siren,zhao_topk,5,5,0.46832300254775977,0.3883424338480291,0.01999619329265105,3.9997897364357313
siren,zhao_topk,5,6,0.4714965930594632,0.34782915773521494,0.01598512109456223,7.736409038922892
siren,zhao_topk,5,7,0.4787488372382202,0.35864285636489934,0.013127103305763744,9.149465657102407
siren,zhao_topk,5,8,0.4793725764034921,0.37158181399526574,0.02432866467181897,4.4306074279977015
siren,zhao_topk,5,9,0.4317657666834447,0.33737163922199764,0.022828568566580252,4.134912234472501
siren,zhao_topk,5,10,0.4568684582907132,0.33475666818750693,0.011026390920857599,11.07450216300773
siren,zhao_topk,5,11,0.4610895668151232,0.35287720221851426,0.016716963392040027,6.473207008883891
siren,zhao_topk,5,12,0.4977977192227902,0.3521088454548736,0.009908839361555831,14.702920135445748
siren,zhao_topk,5,13,0.4069647507599706,0.3314582912749894,0.014490221953928684,5.210855963770064
siren,zhao_topk,5,14,0.4284350221220482,0.33705689562358165,0.008772234714665055,10.416744361126637
siren,zhao_topk,5,15,0.4478471483323012,0.34693535739884707,0.019686338348258746,5.125980725734086
siren,zhao_topk,5,16,0.48015702047655084,0.3751992642827885,0.014203833977433274,7.3893961560320145
siren,zhao_topk,5,17,0.45698900689244465,0.36354119723177863,0.01563375802630304,5.9773094545434695
siren,zhao_topk,5,18,0.44790739475029223,0.3363797781199215,0.017986850087934884,6.2005084873187775
siren,zhao_topk,5,19,0.46118461098705704,0.3398108085988091,0.02711723854212818,4.47589094293974
siren,zhao_topk,5,20,0.4190144996505381,0.3149895949471645,0.01603558734704666,6.4871278146560885
siren,zhao_topk,5,21,0.45194183535387766,0.3410715830444258,0.004997259707673579,22.18620980198492
siren,zhao_topk,5,22,0.4295647237158503,0.286742204644011,0.011049795327735925,12.925354256412573
siren,zhao_topk,5,23,0.35978639631971504,0.22366418378017755,0.008241074093292543,16.517532908765876
siren,zhao_topk,5,24,0.3939304453626841,0.22536130330575038,0.01540272661955063,10.944110495538464
siren,zhao_topk,5,25,0.4012312385197139,0.26973645302260535,0.02941492899774526,4.470341761055686
siren,zhao_topk,5,26,0.43336690057015026,0.310221286604359,0.015975893447660827,7.70821452767151
siren,zhao_topk,5,27,0.4337253437988413,0.3313593415260743,0.02110034865978273,4.851389136895004
siren,zhao_topk,5,28,0.4727047229850269,0.39979570666794556,0.010571141578135242,6.8969860802812715
siren,zhao_topk,5,29,0.4528975781947006,0.4226279278354995,0.003320024953219384,9.117296040154462
siren,zhao_topk,5,30,0.43820844468632014,0.44704639681211056,0.01426970730615752,-0.6193506240998196
siren,zhao_topk,5,31,0.4819573112251001,0.47098669758853473,0.012394889421342554,0.8850916909089368
siren,zhao_topk,6,0,0.31960546737204143,0.1865258649726405,0.006545950363805253,20.330065919112755
siren,zhao_topk,6,1,0.342365141425656,0.1629740556761219,0.006721476343498239,26.68923858120265
siren,zhao_topk,6,2,0.3768870902548887,0.2003268563770079,0.01224270188099941,14.421672241476458
siren,zhao_topk,6,3,0.3916814044174642,0.1796049014859607,0.013591361235851617,15.603772076345304
siren,zhao_topk,6,4,0.41259973576211306,0.21207381858264776,0.01586985153117611,12.635651744159977
siren,zhao_topk,6,5,0.3902103295410344,0.2025162625503035,0.010052959389075435,18.67052871960254
siren,zhao_topk,6,6,0.42083222489433714,0.19084775990432315,0.01324387544385294,17.36534490716309
siren,zhao_topk,6,7,0.4068671351834746,0.2029139973990493,0.015184893110743182,13.431318633394278
siren,zhao_topk,6,8,0.41290271894073494,0.20489826869009975,0.01438378875615425,14.46103344375371
siren,zhao_topk,6,9,0.36024882691230725,0.1924519700931852,0.017402396499805673,9.642169503550605
siren,zhao_topk,6,10,0.379468750204082,0.19136467790995967,0.012860316087000397,14.62670676378349
siren,zhao_topk,6,11,0.4004098727431844,0.2018522690661395,0.015947258407454035,12.45089272424629
siren,zhao_topk,6,12,0.44064670996679733,0.20233304602169522,0.01505085689969089,15.833893414400645
siren,zhao_topk,6,13,0.3314990193981699,0.1846991345673147,0.012149908949311136,12.082385591801353
siren,zhao_topk,6,14,0.38283906740140883,0.18824785729406845,0.00968895225612907,20.083823819468737
siren,zhao_topk,6,15,0.377931452226912,0.1898661652612522,0.011865647869197337,15.849559083399772
siren,zhao_topk,6,16,0.3976334791584076,0.20723210633570122,0.011853434751606072,16.062970507085137
siren,zhao_topk,6,17,0.37818784377946,0.20155633375243895,0.009573661673097516,18.449733869681726
siren,zhao_topk,6,18,0.3822138396886387,0.1815379334573484,0.01497823934559044,13.397830118822933
siren,zhao_topk,6,19,0.38199984113486407,0.18954517612295155,0.009877776915367974,19.483601083609113
siren,zhao_topk,6,20,0.35094156956523864,0.173054573258944,0.013951002800049978,12.750839409598383
siren,zhao_topk,6,21,0.37718909807643325,0.19172240175486294,0.013137215413276703,14.117656633241651
siren,zhao_topk,6,22,0.3709851804715381,0.156011927401204,0.008140453591116,26.408018996010608
siren,zhao_topk,6,23,0.2885127166047464,0.1184494801092176,0.005594723324355375,30.39707714502996
siren,zhao_topk,6,24,0.33380942520558776,0.11936801412756762,0.005897742276915666,36.35991554214985
siren,zhao_topk,6,25,0.3189935869644111,0.14470175833552612,0.014497897158698318,12.021869566395354
siren,zhao_topk,6,26,0.38554232787496645,0.1660822695614414,0.009372754197407346,23.41468192713634
siren,zhao_topk,6,27,0.34270886360849456,0.17629722286680605,0.01332754029407156,12.486298076751101
siren,zhao_topk,6,28,0.3680921273317101,0.2173973301226691,0.014140096908019838,10.657267640335014
siren,zhao_topk,6,29,0.3767582090240424,0.2308555878139405,0.015785899343988722,9.242591633885064
siren,zhao_topk,6,30,0.3628497198941035,0.24422594700853745,0.018187993762828748,6.52209223471367
siren,zhao_topk,6,31,0.39732779069164986,0.26248016006831537,0.02484154190038431,5.428311622687493
siren,zhao_topk,7,0,0.24256426855595076,0.1955930456638801,0.020813607006652565,2.256755538675129
siren,zhao_topk,7,1,0.26036351642271305,0.1733833440687495,0.009589831635787418,9.070041650092184
siren,zhao_topk,7,2,0.29062027118068867,0.20713978884782325,0.014799119813958945,5.640908606883789
siren,zhao_topk,7,3,0.3128521668170327,0.18838866095927517,0.019403858981286787,6.414368707677735
siren,zhao_topk,7,4,0.3321947291078412,0.21604261972024497,0.018678073581306995,6.218634319111003
siren,zhao_topk,7,5,0.30606423149134565,0.2225876054901712,0.028248826872992783,2.955047527335801
siren,zhao_topk,7,6,0.3280269140691467,0.20907871733088074,0.023025478957231366,5.165938001081587
siren,zhao_topk,7,7,0.36562603645765485,0.2208986566593794,0.017368229925901472,8.332880231073034
siren,zhao_topk,7,8,0.3470913346168286,0.23278669293977422,0.03202450365473555,3.5692869094678956
siren,zhao_topk,7,9,0.3110093270700998,0.20438073033150492,0.02820748262224672,3.7801528823596224
siren,zhao_topk,7,10,0.3186905379737622,0.20989225253529703,0.019413439761974245,5.604276561620574
siren,zhao_topk,7,11,0.35076685537957286,0.22132695124450455,0.017343190551483985,7.463442424323285
siren,zhao_topk,7,12,0.3820979757720077,0.22731913878430543,0.013553727343404015,11.419651072073995
siren,zhao_topk,7,13,0.2824051046907654,0.20268822415755783,0.02039535275674245,3.908580620497195
siren,zhao_topk,7,14,0.31164515293567874,0.20955737794822524,0.015320872560333767,6.663313371051858
siren,zhao_topk,7,15,0.31926675407331306,0.21478748237628859,0.02516382917941062,4.151962364396862
siren,zhao_topk,7,16,0.3338661402952942,0.22525597858315743,0.014397858310156256,7.543494273417257
siren,zhao_topk,7,17,0.3278476810530177,0.21651987378412058,0.01426120465446985,7.80633964424625
siren,zhao_topk,7,18,0.31239730947202615,0.1987133015871037,0.017269067303056704,6.583100632470166
siren,zhao_topk,7,19,0.32114530375714206,0.20125697477817991,0.0272347650327355,4.402032800167705
siren,zhao_topk,7,20,0.293221889444845,0.18624216615131065,0.010903320922817684,9.811664175604967
siren,zhao_topk,7,21,0.30895017777325534,0.19582060915241498,0.01461851663472164,7.738785777493801
siren,zhao_topk,7,22,0.31112551491973983,0.16802304991344041,0.017225895973714975,8.3074032970279
siren,zhao_topk,7,23,0.2517889850720479,0.12426949051358342,0.010580438003925401,12.052383323937441
siren,zhao_topk,7,24,0.26339685900862914,0.12920770767578188,0.01581302767679735,8.485987255289803
siren,zhao_topk,7,25,0.2703651292428223,0.1560696398832006,0.020265423572257378,5.639926002636729
siren,zhao_topk,7,26,0.3041572711318824,0.17523475805504965,0.017065281211984678,7.554666780779007
siren,zhao_topk,7,27,0.28991159017234736,0.18843458534430266,0.01611323467830584,6.297742623004736
siren,zhao_topk,7,28,0.3282294285731542,0.22774722627388044,0.02412640164396334,4.164823407240895
siren,zhao_topk,7,29,0.32064945334180844,0.24143672404790584,0.02005085743056049,3.9505906202879197
siren,zhao_topk,7,30,0.2889359876452906,0.2570105494966188,0.020587372073149972,1.5507291574289341
siren,zhao_topk,7,31,0.3210787469728984,0.2830692183113533,0.025331740975780906,1.5004704452759543
siren,zhao_topk,8,0,0.2801583794718769,0.19549920879138655,0.014402082352277495,5.878259032944817
siren,zhao_topk,8,1,0.28792448859646036,0.17406730998942935,0.013214098593232264,8.61634093341366
siren,zhao_topk,8,2,0.32469401664084313,0.21465813132058478,0.0190471868293973,5.777015068200502
siren,zhao_topk,8,3,0.34399695601339864,0.19741352774633456,0.016570549710787825,8.846020851778668
siren,zhao_topk,8,4,0.36421340540127606,0.22341197487547038,0.012761264338344186,11.033501602402753
siren,zhao_topk,8,5,0.3401558574052375,0.22406398769154484,0.017767376156008586,6.533990651986767
siren,zhao_topk,8,6,0.35749215798037237,0.21962027177602722,0.012535506214184202,10.998509661168695
siren,zhao_topk,8,7,0.3876094455654568,0.22640470015296454,0.024351138306721032,6.620008616517075
