layer,neuron_index,rank_siren,percentile_siren,rank_yang_harmfulness,percentile_yang_harmfulness,consensus_score,n_methods_at_N,methods_that_selected_it_at_N
31,1940,17864,0.03893833473932482,1,0.0,0.01946916736966241,1,yang_harmfulness
31,14073,17901,0.03901898851446645,67,0.0001438688961985914,0.019581428705332523,1,yang_harmfulness
31,4609,17996,0.039226072531722,105,0.00022670250310081067,0.019726387517411407,1,yang_harmfulness
31,5553,18133,0.03952470948292211,57,0.00012207057859274422,0.019823390030757428,1,yang_harmfulness
31,2657,18035,0.0393110859703848,165,0.00035749240873589376,0.019834289189560348,1,yang_harmfulness
29,12988,17912,0.03904296666383288,296,0.0006430503693724918,0.019843008516602686,1,yang_harmfulness
12,2963,344,0.0007476822938805583,17871,0.03895359356164891,0.019850637927764734,1,siren
31,5615,18157,0.03957702544517614,76,0.00016348738204385386,0.019870256413609996,1,yang_harmfulness
30,1777,18127,0.0395116304923586,132,0.0002855579606365981,0.019898594226497597,1,yang_harmfulness
31,1572,18276,0.039836425424685726,51,0.0001089915880292359,0.019972708506357482,1,yang_harmfulness
31,11913,17941,0.039106181784889844,406,0.0008828318630368108,0.019994506823963327,1,yang_harmfulness
16,11277,18097,0.03944623553954106,274,0.000595094070639628,0.020020664805090346,1,yang_harmfulness
31,11817,18216,0.03970563551905064,206,0.0004468655109198672,0.020076250514985253,1,yang_harmfulness
31,9175,18310,0.039910539704545604,166,0.0003596722404964785,0.02013510597252104,1,yang_harmfulness
31,9187,18513,0.0403530455519443,115,0.0002485008207066579,0.02030077318632548,1,yang_harmfulness
30,6976,18434,0.040180838842858106,247,0.0005362386131038407,0.020358538727980973,1,yang_harmfulness
30,8223,18374,0.040050048937223026,313,0.000680107509302432,0.02036507822326273,1,yang_harmfulness
31,14224,18794,0.04096557827666861,16,3.269747640877077e-05,0.02049913787653869,1,yang_harmfulness
30,1793,18506,0.040337786729620205,409,0.0008893713583185649,0.020613579043969384,1,yang_harmfulness
31,3428,18732,0.040830428707512356,196,0.00042506719331402,0.020627747950413187,1,yang_harmfulness
30,7813,18915,0.041229337919699356,47,0.00010027226098689703,0.020664805090343127,1,yang_harmfulness
31,9664,18974,0.041357947993573854,13,2.6157981127016616e-05,0.020692052987350436,1,yang_harmfulness
31,1050,18835,0.04105495137885258,325,0.0007062654904294487,0.020880608434641016,1,yang_harmfulness
31,8984,19095,0.04162170763660461,229,0.0004970016414133158,0.021059354639008963,1,yang_harmfulness
31,900,18872,0.04113560515399421,459,0.000998362946347801,0.021066984050171007,1,yang_harmfulness
31,1576,18994,0.04140154462878555,368,0.0007999982561345915,0.02110077144246007,1,yang_harmfulness
16,10853,250,0.0005427781083855948,19113,0.041660944608295135,0.021101861358340364,1,siren
18,1454,64,0.00013732940091683724,19351,0.0421797445673143,0.02115853698411557,1,siren
30,2310,19060,0.04154541352498414,403,0.0008762923677550566,0.0212108529463696,1,yang_harmfulness
31,374,19361,0.04220154288492014,121,0.0002615798112701662,0.021231561348095153,1,yang_harmfulness
31,486,19257,0.04197484038181933,457,0.0009940032828266315,0.02148442183232298,1,yang_harmfulness
31,6579,19772,0.04309745373852046,159,0.00034441341817238546,0.021720933578346424,1,yang_harmfulness
31,7365,19815,0.043191186504225605,149,0.0003226151005665383,0.021756900802396072,1,yang_harmfulness
31,3611,19877,0.043326336073381856,186,0.00040326887570817283,0.021864802474545014,1,yang_harmfulness
31,9519,20072,0.043751403266695875,48,0.00010245209274748175,0.021926927679721677,1,yang_harmfulness
30,11574,19958,0.04350290244598922,302,0.0006561293599360001,0.022079515902962612,1,yang_harmfulness
31,4064,20220,0.044074018367262414,82,0.00017656637260736216,0.02212529236993489,1,yang_harmfulness
30,8539,20235,0.044106715843671186,88,0.00018964536317087047,0.02214818060342103,1,yang_harmfulness
2,611,409,0.0008893713583185649,19969,0.04352688059535565,0.022208125976837106,1,siren
30,10840,20050,0.043703446967963015,364,0.0007912789290922526,0.022247362948527635,1,yang_harmfulness
3,13690,259,0.0005623965942308573,20193,0.044015162909726624,0.02228877975197874,1,siren
31,5311,20696,0.04511161828530074,8,1.5258822324093028e-05,0.022563438553812418,1,yang_harmfulness
31,8950,20462,0.04460153765332392,398,0.000865393208952133,0.022733465431138026,1,yang_harmfulness
11,5657,383,0.0008326957325433623,20523,0.04473450739071958,0.02278360156163147,1,siren
22,11108,440,0.0009569461428966912,20543,0.04477810402593128,0.022867525084413982,1,siren
31,5772,20971,0.045711072019461535,38,8.065377514163457e-05,0.022895862897301583,1,yang_harmfulness
29,4946,449,0.0009765646287419538,20584,0.04486747712811525,0.022922020878428602,1,siren
31,9119,21209,0.0462298719784807,24,5.0136130493448515e-05,0.023140004054487073,1,yang_harmfulness
31,5041,21270,0.04636284171587637,85,0.00018310586788911632,0.023272973791882742,1,yang_harmfulness
31,4934,21145,0.046090362745803276,307,0.0006670285187389237,0.0233786956322711,1,yang_harmfulness
31,9575,21548,0.04696883494531892,42,8.937310218397344e-05,0.023529104023751447,1,yang_harmfulness
31,7866,21313,0.04645657448158151,329,0.0007149848174717875,0.02358577964952665,1,yang_harmfulness
31,7973,21594,0.04706910720630582,70,0.00015040839148034555,0.023609757798893082,1,yang_harmfulness
26,5286,90,0.0001940050266920399,21762,0.04743531894208405,0.023814661984388044,1,siren
20,5425,353,0.0007673007797258208,21500,0.04686420302081085,0.02381575190026834,1,siren
16,9861,399,0.0008675730407127178,21558,0.04699063326292477,0.023929103151818742,1,siren
31,9355,21746,0.04740044163391469,352,0.000765120947965236,0.024082781290939964,1,yang_harmfulness
31,7019,21967,0.04788218445300392,150,0.000324794932327123,0.02410348969266552,1,yang_harmfulness
31,7861,21791,0.04749853406314101,370,0.000804357919655761,0.024151445991398384,1,yang_harmfulness
29,446,283,0.0006147125564848905,22189,0.04836610710385372,0.024490409830169306,1,siren
31,4790,22268,0.048538313812939916,209,0.00045340500620162134,0.024495859409570768,1,yang_harmfulness
31,11010,22526,0.049100710407170775,18,3.705713992994021e-05,0.02456888377355036,1,yang_harmfulness
16,12478,202,0.0004381461838775283,22440,0.048913244875760487,0.02467569552981901,1,siren
31,6069,22440,0.048913244875760487,207,0.0004490453426804519,0.024681145109220468,1,yang_harmfulness
31,13622,22507,0.04905929360371967,154,0.00033351425936946187,0.024696403931544566,1,yang_harmfulness
30,8142,22252,0.04850343650477056,448,0.0009743847969813689,0.024738910650875967,1,yang_harmfulness
17,12927,354,0.0007694806114864055,22590,0.0492402196398482,0.0250048501256673,1,siren
27,8140,22734,0.049554115413372395,330,0.0007171646492323722,0.025135640031302385,1,yang_harmfulness
31,3583,22700,0.049480001133512516,428,0.0009307881617696746,0.025205394647641096,1,yang_harmfulness
31,1095,22960,0.05004675739126454,202,0.0004381461838775283,0.025242451787571035,1,yang_harmfulness
31,9866,23113,0.050380271650634,205,0.00044468567915928247,0.025412478664896643,1,yang_harmfulness
31,5335,23135,0.05042822794936687,232,0.0005035411366950699,0.02546588454303097,1,yang_harmfulness
31,5933,23486,0.051193348897332104,114,0.00024632098894607316,0.025719834943139088,1,yang_harmfulness
31,13647,23309,0.05080751867570861,308,0.0006692083504995085,0.02573836351310406,1,yang_harmfulness
31,14113,23658,0.051568279960152674,335,0.0007280638080352958,0.026148171884093983,1,yang_harmfulness
31,8591,23726,0.05171650851987244,451,0.0009809242922631232,0.02634871640606778,1,yang_harmfulness
31,3197,24173,0.0526908933168538,54,0.00011553108331099005,0.026403212200082397,1,yang_harmfulness
31,3493,23789,0.05185383792078927,438,0.0009525864793755218,0.026403212200082397,1,yang_harmfulness
23,8249,120,0.00025939997950958146,24305,0.05297863110925099,0.026619015544380283,1,siren
31,273,24420,0.05322931176171823,316,0.0006866470045841862,0.02695797938315121,1,yang_harmfulness
31,3252,24509,0.05342331678841027,253,0.000549317603667349,0.02698631719603881,1,yang_harmfulness
31,12185,24463,0.053323044527423376,390,0.0008479545548674553,0.027085499541145416,1,yang_harmfulness
31,2241,24735,0.05391595876630242,128,0.0002768386335942592,0.02709639869994834,1,yang_harmfulness
31,13933,24987,0.05446527636996976,101,0.0002179831760584718,0.027341629773014117,1,yang_harmfulness
31,8664,24914,0.05430614865144708,319,0.0006931864998659403,0.02749966757565651,1,yang_harmfulness
31,11827,24938,0.05435846461370111,304,0.0006604890234571696,0.02750947681857914,1,yang_harmfulness
2,2482,308,0.0006692083504995085,25012,0.05451977216398438,0.027594490257241946,1,siren
31,5283,25167,0.05485764608687502,327,0.0007106251539506181,0.027784135620412816,1,yang_harmfulness
31,4436,25541,0.0556729031653337,62,0.0001329697373956678,0.027902936451364685,1,yang_harmfulness
13,5418,420,0.0009133495076849968,25193,0.05491432171265022,0.02791383561016761,1,siren
5,4690,322,0.0006997259951476945,25350,0.05525655529906202,0.027978140647104854,1,siren
30,4035,25404,0.05537426621413359,340,0.0007389629668382194,0.028056614590485904,1,yang_harmfulness
31,5562,25455,0.05548543763392341,383,0.0008326957325433623,0.028159066683233386,1,yang_harmfulness
31,7851,25828,0.056298514880621514,55,0.00011771091507157477,0.028208112897846544,1,yang_harmfulness
31,9818,25804,0.056246198918367483,171,0.00037057139929940207,0.02830838515883344,1,yang_harmfulness
31,2477,26112,0.056917587100627574,73,0.0001569478867620997,0.028537267493694837,1,yang_harmfulness
31,14242,25851,0.05634865101111496,365,0.0007934587608528374,0.0285710548859839,1,yang_harmfulness
31,102,26002,0.056677805606963255,347,0.0007542217891623124,0.028716013698062783,1,yang_harmfulness
31,11013,26089,0.056867450970134126,374,0.0008130772466980998,0.028840264108416114,1,yang_harmfulness
30,10830,26037,0.05675409971858372,450,0.0009787444605025384,0.02886642208954313,1,yang_harmfulness
31,5814,26371,0.057482163526619015,125,0.00027029913831250505,0.02887623133246576,1,yang_harmfulness
26,4587,51,0.0001089915880292359,26548,0.05786799374824251,0.028988492668135874,1,siren
14,4333,323,0.0007019058269082792,26871,0.05857207940691137,0.029636992616909826,1,siren
31,2875,26905,0.05864619368677126,291,0.0006321512105695683,0.02963917244867041,1,yang_harmfulness
15,8354,148,0.00032043526880595356,27163,0.05920859028100211,0.02976451277490403,1,siren
31,2646,27223,0.059339380186637196,176,0.00038147055810232566,0.02986042537236976,1,yang_harmfulness
30,8639,27190,0.0592674457385379,271,0.0005885545753578739,0.029928000156947885,1,yang_harmfulness
31,3691,27179,0.05924346758917147,354,0.0007694806114864055,0.030006474100328938,1,yang_harmfulness
31,3289,27495,0.05993229442551624,145,0.0003138957735241994,0.030123095099520217,1,yang_harmfulness
31,8193,27914,0.060845643933201236,87,0.00018746553141028575,0.030516554732305762,1,yang_harmfulness
14,75,367,0.0007978184243740068,27738,0.060461993543338324,0.030629905983856166,1,siren
31,10674,28164,0.06139060187334742,59,0.00012643024211391366,0.030758516057730667,1,yang_harmfulness
29,14025,28183,0.061432018676798525,283,0.0006147125564848905,0.031023365616641707,1,yang_harmfulness
31,3848,28437,0.06198569594398704,430,0.000935147825290844,0.03146042188463894,1,yang_harmfulness
31,4594,28696,0.06255027236997848,179,0.0003880100533840798,0.03146914121168128,1,yang_harmfulness
17,10712,18,3.705713992994021e-05,29129,0.06349413952231167,0.0317655983311208,1,siren
31,11350,29068,0.063361169784916,109,0.00023542183014314954,0.031798295807529575,1,yang_harmfulness
31,10334,29233,0.06372084202541248,231,0.0005013613049344852,0.03211110166517348,1,yang_harmfulness
31,3464,29496,0.06429413777844625,108,0.00023324199838256482,0.03226368988841441,1,yang_harmfulness
31,5924,29576,0.06446852431929304,454,0.0009874637875448772,0.03272799405341895,1,yang_harmfulness
31,6676,29638,0.06460367388844929,441,0.0009591259746572759,0.03278139993155328,1,yang_harmfulness
31,9205,29815,0.06498950411007279,392,0.0008523142183886247,0.032920909164230704,1,yang_harmfulness
31,11342,30216,0.06586361664606726,72,0.00015476805500151499,0.033009192350534386,1,yang_harmfulness
31,9573,30157,0.06573500657219276,305,0.0006626688552177543,0.033198837713705256,1,yang_harmfulness
31,6466,30831,0.06720421317882685,161,0.0003487730816935549,0.0337764931302602,1,yang_harmfulness
29,9301,124,0.00026811930655192034,31060,0.06770339465200076,0.03398575697927634,1,siren
11,8111,12,2.39781493664319e-05,31545,0.06876061305588435,0.03439229560262539,1,siren
31,11062,31899,0.06953227349913134,204,0.00044250584739869775,0.03498738967326502,1,yang_harmfulness
3,14176,4,6.539495281754154e-06,32354,0.07052409695019739,0.035265318222739574,1,siren
26,9609,372,0.0008087175831769304,31999,0.0697502566751898,0.035279487129183364,1,siren
31,5835,31958,0.06966088357300583,432,0.0009395074888120135,0.03530019553090892,1,yang_harmfulness
5,11443,68,0.00014604872795917612,32403,0.07063090870646603,0.0353884787172126,1,siren
13,2741,52,0.00011117141978982062,32462,0.07075951878034054,0.03543534510006518,1,siren
20,12794,414,0.0009002705171214885,32328,0.07046742132442219,0.03568384592077184,1,siren
31,11084,32574,0.07100365993752603,192,0.00041634786627168114,0.03571000390189885,1,yang_harmfulness
31,12423,33062,0.07206741783669136,217,0.0004708436602862991,0.03626913074848883,1,yang_harmfulness
14,4671,451,0.0009809242922631232,33029,0.07199548338859207,0.0364882038404276,1,siren
31,566,33737,0.07353880427508605,138,0.0002986369512001064,0.03691872061314308,1,yang_harmfulness
31,996,34235,0.07462436049185724,53,0.00011335125155040534,0.03736885587170382,1,yang_harmfulness
30,3587,178,0.0003858302216234951,34571,0.0753567839634137,0.037871307092518604,1,siren
31,12367,34591,0.0754003805986254,310,0.0006735680140206779,0.03803697430632304,1,yang_harmfulness
31,12839,34829,0.07591918055764456,127,0.0002746588018336745,0.03809691967973912,1,yang_harmfulness
26,9917,39,8.283360690221929e-05,34937,0.0761546023877877,0.03811871799734496,1,siren
31,10759,34749,0.07574479401679779,259,0.0005623965942308573,0.03815359530551432,1,yang_harmfulness
13,12570,284,0.0006168923882454752,34812,0.07588212341771462,0.03824950790298005,1,siren
31,7592,34951,0.0761851200324359,342,0.0007433226303593889,0.038464221331397645,1,yang_harmfulness
26,11172,192,0.00041634786627168114,35163,0.07664724436567985,0.038531796115975764,1,siren
16,2995,298,0.0006474100328936613,35762,0.0779529635902701,0.03930018681158188,1,siren
17,4652,209,0.00045340500620162134,35873,0.078194924915695,0.039324164960948316,1,siren
31,5082,36218,0.07894696687309674,170,0.00036839156753881735,0.03965767922031778,1,yang_harmfulness
30,12387,36499,0.07955949959782103,208,0.0004512251744410366,0.04000536238613103,1,yang_harmfulness
24,5698,217,0.0004708436602862991,36746,0.08009791804268547,0.04028438085148588,1,siren
31,181,37382,0.08148429104241735,395,0.0008588537136703789,0.041171572378043864,1,yang_harmfulness
10,2727,155,0.0003356940911300466,38198,0.08326303375905447,0.04179936392509226,1,siren
31,13470,38272,0.08342434130933775,426,0.0009264284982485051,0.04217538490379313,1,yang_harmfulness
5,13129,255,0.0005536772671885184,38552,0.08403469420230146,0.04229418573474499,1,siren
9,7855,443,0.0009634856381784453,38717,0.08439436644279795,0.042678926040488195,1,siren
30,9739,39227,0.08550608064069615,338,0.00073460330331705,0.0431203419720066,1,yang_harmfulness
30,10303,412,0.0008959108536003191,39490,0.08607937639372994,0.043487643623665126,1,siren
31,6566,39893,0.08695784859324557,263,0.0005711159212731962,0.04376448225725938,1,yang_harmfulness
17,13532,62,0.0001329697373956678,40156,0.08753114434627936,0.04383205704183751,1,siren
24,3166,169,0.00036621173577823263,40877,0.08910280304566094,0.04473450739071959,1,siren
30,4727,40704,0.08872569215107978,343,0.0007455024621199736,0.04473559730659988,1,yang_harmfulness
17,979,306,0.000664848686978339,40957,0.08927718958650771,0.04497101913674303,1,siren
28,8413,320,0.0006953663316265251,41124,0.08964122149052536,0.04516829391107594,1,siren
12,9114,204,0.00044250584739869775,41688,0.09087064660349514,0.04565657622544692,1,siren
23,2913,264,0.0005732957530337809,42337,0.09228535741611463,0.0464293265845742,1,siren
31,11504,42512,0.09266682797421695,314,0.0006822873410630168,0.04667455765763998,1,yang_harmfulness
5,1814,313,0.000680107509302432,42728,0.09313767163450325,0.04690888957190284,1,siren
9,5243,206,0.0004468655109198672,42884,0.09347772538915447,0.04696229545003717,1,siren
31,1813,43344,0.09448044799902343,119,0.00025722014774899675,0.04736883407338621,1,yang_harmfulness
25,3787,26,5.449579401461795e-05,43690,0.09523466978818575,0.04764458279110018,1,siren
31,6227,43926,0.09574911008368374,346,0.0007520419574017277,0.04825057602054273,1,yang_harmfulness
2,2661,184,0.0003989092121870034,44382,0.09674311336651037,0.04857101128934869,1,siren
31,1460,44734,0.0975104141462362,397,0.0008632133771915483,0.04918681376171387,1,yang_harmfulness
31,5437,45088,0.09828207458948318,292,0.000634331042330153,0.04945820281590667,1,yang_harmfulness
31,1166,45710,0.09963792994456688,10,1.9618485845262463e-05,0.049828774215206074,1,yang_harmfulness
26,8518,310,0.0006735680140206779,45644,0.09949406104836829,0.05008381453119448,1,siren
6,7994,135,0.00029209745591835223,45910,0.10007389629668383,0.05018299687630109,1,siren
2,3174,210,0.00045558483796220606,45852,0.0999474660545699,0.050201525446266056,1,siren
31,1159,46221,0.10075182397422566,146,0.0003160756052847841,0.05053394978975522,1,yang_harmfulness
5,72,282,0.0006125327247243058,46804,0.10202266589064655,0.05131759930768543,1,siren
16,4974,350,0.0007607612844440666,47919,0.10445317830369852,0.05260696979407129,1,siren
5,7729,415,0.0009024503488820732,48083,0.10481067071243441,0.05285656053065824,1,siren
31,11244,49233,0.10731747723710684,258,0.0005602167624702726,0.053938846999788556,1,yang_harmfulness
11,5737,103,0.00022234283957964124,50150,0.10931638296156303,0.054769362900571335,1,siren
31,13324,50584,0.1102624299456568,422,0.0009177091712061663,0.05559006955843148,1,yang_harmfulness
12,8197,13,2.6157981127016616e-05,53183,0.11592781269141647,0.05797698533627174,1,siren
31,4120,53592,0.11681936388149562,289,0.0006277915470483988,0.05872357771427201,1,yang_harmfulness
17,6231,159,0.00034441341817238546,54014,0.11773925288446238,0.059041833151317384,1,siren
17,8931,54371,0.11851745282299112,358,0.0007781999385287443,0.05964782638075993,1,yang_harmfulness
26,3764,387,0.0008414150595857012,55908,0.12186785423900984,0.061354634649297767,1,siren
22,526,174,0.0003771108945811562,56909,0.12404986583135513,0.062213488362968146,1,siren
31,12277,57087,0.12443787588473922,243,0.0005275192860615018,0.06248269758540036,1,yang_harmfulness
31,13457,57484,0.12530326909369136,273,0.0005929142388790433,0.0629480916662852,1,yang_harmfulness
29,13799,57360,0.12503296995537885,453,0.0009852839557842926,0.06300912695558157,1,yang_harmfulness
5,966,401,0.0008719327042338872,58017,0.126465119422083,0.06366852606315844,1,siren
10,6230,254,0.0005514974354279337,58270,0.12701661685751095,0.06378405714646944,1,siren
31,2474,58697,0.12794740501928062,227,0.0004926419778921463,0.06422002349858638,1,yang_harmfulness
28,10405,170,0.00036839156753881735,58879,0.12834413439970704,0.06435626298362293,1,siren
28,8589,58866,0.12831579658681944,341,0.0007411427985988041,0.06452846969270912,1,yang_harmfulness
31,963,59321,0.12930762003788548,89,0.0001918251949314552,0.06474972261640848,1,yang_harmfulness
31,879,60021,0.13083350227029478,355,0.0007716604432469902,0.06580258135677089,1,yang_harmfulness
21,9137,288,0.0006256117152878141,60385,0.13162696103114763,0.06612628637321773,1,siren
31,12968,60272,0.13138064004220154,402,0.0008741125359944719,0.06612737628909801,1,yang_harmfulness
31,4352,61891,0.1349097876625882,91,0.00019618485845262462,0.06755298626052042,1,yang_harmfulness
23,9911,167,0.0003618520722570632,62069,0.13529779771597228,0.06782982489411467,1,siren
26,11984,249,0.0005405982766250101,62006,0.13516046831505543,0.06785053329584022,1,siren
31,11553,63295,0.13797027145444915,293,0.0006365108740907377,0.06930339116426995,1,yang_harmfulness
15,8218,330,0.0007171646492323722,63378,0.13815119749057767,0.06943418106990502,1,siren
31,11248,352,0.000765120947965236,64035,0.13958334695728183,0.07017423395262354,1,siren
30,4770,65476,0.1427244845242844,262,0.0005689360895126114,0.07164671030689851,1,yang_harmfulness
25,9848,252,0.0005471377719067643,65945,0.14374682561999866,0.07214698169595271,1,siren
31,5630,65870,0.1435833382379548,436,0.0009482268158543523,0.07226578252690458,1,yang_harmfulness
9,9420,300,0.0006517696964148307,66122,0.14413265584162213,0.07239221276901849,1,siren
13,9240,327,0.0007106251539506181,66233,0.14437461716704705,0.07254262116049884,1,siren
12,4697,251,0.0005449579401461795,67658,0.14748087742588026,0.07401291768301321,1,siren
31,6720,68292,0.14886289076209097,148,0.00032043526880595356,0.07459166301544846,1,yang_harmfulness
31,4622,68870,0.15012283351970895,118,0.00025504031598841203,0.07518893691784868,1,yang_harmfulness
26,11779,68764,0.14989177135308696,456,0.0009918234510660467,0.0754417974020765,1,yang_harmfulness
2,8037,233,0.0005057209684556546,69627,0.15177296616247157,0.07613934356546362,1,siren
31,13102,69998,0.1525816837456485,391,0.00085013438662804,0.07671590906613827,1,yang_harmfulness
31,953,70633,0.15396587691361982,178,0.0003858302216234951,0.07717585356762166,1,yang_harmfulness
26,4607,445,0.0009678453016996148,70379,0.1534121996464313,0.07719002247406545,1,siren
21,1297,105,0.00022670250310081067,70784,0.1542950315094681,0.07726086700628446,1,siren
28,6269,74,0.00015912771852268442,70830,0.154395303770455,0.07727721574448884,1,siren
5,9417,378,0.0008217965737404387,71589,0.1560497960767388,0.07843579632523962,1,siren
30,8562,72071,0.15710047498534063,46,9.809242922631231e-05,0.07859928370728347,1,yang_harmfulness
14,8646,234,0.0005079008002162393,73738,0.16073425453023535,0.08062107766522579,1,siren
21,13596,152,0.00032915459584829243,74411,0.16220128130510889,0.08126521795047859,1,siren
15,1719,377,0.000819616741979854,74862,0.16318438542913258,0.08200200108555622,1,siren
4,4873,267,0.000579835248315535,75038,0.16356803581899548,0.08207393553365551,1,siren
31,6614,75276,0.16408683577801464,29,6.103528929637211e-05,0.08207393553365551,1,yang_harmfulness
31,6691,74897,0.16326067954075305,449,0.0009765646287419538,0.0821186220847475,1,yang_harmfulness
21,57,379,0.0008239764055010234,75476,0.1645228021301316,0.08267338926781631,1,siren
28,482,75421,0.16440291138329943,452,0.0009831041240237078,0.08269300775366158,1,yang_harmfulness
18,8429,19,3.9236971690524926e-05,76501,0.16675712968473094,0.08339818332821074,1,siren
5,6882,91,0.00019618485845262462,78296,0.1706699276949805,0.08543305627671656,1,siren
31,13030,79015,0.1722372267308409,122,0.0002637596430307509,0.08625049318693583,1,yang_harmfulness
20,13974,21,4.359663521169436e-05,79344,0.1729543913800733,0.0864989940076425,1,siren
2,10582,113,0.00024414115718548844,80068,0.17453258957473664,0.08738836536596106,1,siren
31,4374,82768,0.18041813532831535,431,0.0009373276570514287,0.09067773149268339,1,yang_harmfulness
31,674,83345,0.18167589825417274,372,0.0008087175831769304,0.09124230791867484,1,yang_harmfulness
23,2803,72,0.00015476805500151499,84124,0.18337398719566825,0.09176437762533488,1,siren
30,3415,83964,0.18302521411397468,388,0.0008435948913462859,0.09193440450266048,1,yang_harmfulness
31,13691,84204,0.183548373736515,213,0.0004621243332439602,0.09200524903487949,1,yang_harmfulness
26,7267,172,0.0003727512310599868,85966,0.1873892372986653,0.09388099426486264,1,siren
31,13605,88574,0.19307423853027023,276,0.0005994537341607975,0.0968368461322155,1,yang_harmfulness
26,4654,280,0.0006081730612031364,89003,0.1940093863555611,0.09730877970838211,1,siren
5,11992,140,0.0003029966147212758,93844,0.2045619519085517,0.10243247426163649,1,siren
31,12252,94573,0.20615104926201797,233,0.0005057209684556546,0.10332838511523681,1,yang_harmfulness
31,5074,94517,0.2060289786834252,399,0.0008675730407127178,0.10344827586206896,1,yang_harmfulness
31,1314,95082,0.20726058362815558,337,0.0007324234715564653,0.10399650354985603,1,yang_harmfulness
17,5671,454,0.0009874637875448772,96422,0.2101815581873391,0.105584510987442,1,siren
31,9410,100216,0.2184518398869975,300,0.0006517696964148307,0.10955180479170618,1,yang_harmfulness
29,5776,103705,0.2260572728996776,407,0.0008850116947973955,0.11347114229723751,1,yang_harmfulness
26,2678,400,0.0008697528724733025,104633,0.22808015677350021,0.11447495482298675,1,siren
16,6901,59,0.00012643024211391366,106243,0.2315896859080416,0.11585805807507776,1,siren
25,5296,205,0.00044468567915928247,107864,0.23512319319194944,0.11778393943555436,1,siren
19,11694,114,0.00024632098894607316,109830,0.239408742433259,0.11982753171110254,1,siren
31,9501,109973,0.23972045837502262,375,0.0008152570784586845,0.12026785772674066,1,yang_harmfulness
26,7496,84,0.0001809260361285316,111534,0.24312317575329537,0.12165205089471195,1,siren
26,6754,133,0.0002877377923971828,112157,0.24448121094013964,0.12238447436626841,1,siren
6,1372,81,0.00017438654084677745,113028,0.24637984440360894,0.12327711547222786,1,siren
8,405,371,0.0008065377514163457,113403,0.2471972813138282,0.12400190953262227,1,siren
19,4762,410,0.0008915511900791497,113580,0.2475831115354517,0.12423733136276542,1,siren
27,1532,168,0.0003640319040176479,113929,0.24834387281989576,0.1243539523619567,1,siren
26,785,213,0.0004621243332439602,114126,0.24877329967673095,0.12461771200498746,1,siren
18,12248,458,0.0009961831145872161,114158,0.24884305429306966,0.12491961870382844,1,siren
30,3342,115742,0.25229590780183586,295,0.0006408705376119071,0.1264683891697239,1,yang_harmfulness
7,13106,363,0.0007890990973316679,116639,0.2542512168910803,0.127520157994206,1,siren
20,9928,181,0.00039236971690524925,116988,0.2550119781755244,0.12770217394621483,1,siren
27,1133,405,0.0008806520312762261,117295,0.2556811865260239,0.12828091927865007,1,siren
5,9582,86,0.00018528569964970103,118191,0.2576343157835078,0.12890980074157876,1,siren
26,815,404,0.0008784721995156414,120860,0.2634522867525084,0.13216537947601203,1,siren
31,5593,121799,0.26549914877569747,157,0.000340053754651216,0.13291960126517435,1,yang_harmfulness
3,7909,246,0.000534058781343256,121901,0.26572149161527714,0.1331277751983102,1,siren
4,8346,342,0.0007433226303593889,122872,0.2678381082548049,0.13429071544258214,1,siren
20,9424,77,0.00016566721380443857,123449,0.26909587118066225,0.13463076919723335,1,siren
25,7987,341,0.0007411427985988041,123457,0.26911330983474696,0.1349272263166729,1,siren
22,13292,386,0.0008392352278251164,124161,0.2706479113941986,0.13574357331101186,1,siren
31,9538,124260,0.27086371473849646,379,0.0008239764055010234,0.13584384557199874,1,yang_harmfulness
26,4999,125,0.00027029913831250505,126130,0.2749400001307899,0.1376051496345512,1,siren
25,8710,439,0.0009547663111361065,125893,0.27442338000353134,0.13768907315733372,1,siren
5,9391,115,0.0002485008207066579,127481,0.27788495283933984,0.13906672683002325,1,siren
30,11976,127856,0.27870238974955913,442,0.0009613058064178606,0.1398318477779885,1,yang_harmfulness
31,2945,128533,0.280178135851475,92,0.00019836469021320934,0.1401882502708441,1,yang_harmfulness
3,4059,382,0.0008305159007827776,128424,0.27994053418957127,0.140385525045177,1,siren
30,1588,275,0.0005972739024002128,129363,0.2819873962127603,0.14129233505758027,1,siren
24,5249,364,0.0007912789290922526,130095,0.28358303306150834,0.1421871559953003,1,siren
9,9325,348,0.0007564016209228972,130538,0.2845486985314473,0.1426525500761851,1,siren
31,1236,133988,0.2920691181054646,275,0.0005972739024002128,0.1463331960039324,1,yang_harmfulness
2,6401,136,0.00029427728767893695,134761,0.2937541280563966,0.14702420267203778,1,siren
30,9086,135732,0.2958707446959244,272,0.0005907344071184586,0.1482307395515214,1,yang_harmfulness
31,11543,135839,0.29610398669430693,255,0.0005536772671885184,0.14832883198074773,1,yang_harmfulness
26,7175,380,0.0008261562372616081,136311,0.2971328672853029,0.14897951176128227,1,siren
14,2015,15,3.0517644648186055e-05,138099,0.3010304064732284,0.15053046205893827,1,siren
24,2598,25,5.231596225403323e-05,139091,0.30319279957972844,0.15162255777099123,1,siren
2,11075,3,4.359663521169436e-06,139268,0.3035786298013519,0.15179149473243655,1,siren
30,5024,139276,0.30359606845543663,116,0.0002506806524672426,0.15192337455395194,1,yang_harmfulness
